dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred,perc_completeness
default of credit card clients_27,AdaBoost,0.1111111111111111,['impute_random' 'impute_mean' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_knn' 'impute_cmeans' 'impute_standard' 'impute_median'],['impute_random' 'impute_cmeans' 'impute_knn' 'impute_mean' 'impute_mice' 'impute_median' 'impute_linear_regression' 'impute_random_forest' 'impute_standard'],[0.00061909 0.00048753 0.00037855 0.00037855 0.00035628 0.00027451 0.00026434 0.         0.        ],[0.04233755 0.03067449 0.02899886 0.02339536 0.02187631 0.02108117 0.02107594 0.02063604 0.        ],0.1504499999999999
default of credit card clients_27,SVC,0.1111111111111111,['impute_mean' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_cmeans' 'impute_random' 'impute_linear_regression' 'impute_standard' 'impute_median'],['impute_knn' 'impute_random_forest' 'impute_random' 'impute_mean' 'impute_median' 'impute_linear_regression' 'impute_cmeans' 'impute_mice' 'impute_standard'],[0.12671366 0.10983116 0.05376776 0.05153371 0.02611586 0.01508212 0.00526615 0.         0.        ],[0.05153619 0.04695618 0.04599755 0.0291974  0.01873222 0.00943481 0.00937111 0.00916179 0.        ],0.1504499999999999
default of credit card clients_28,DecisionTree,0.2222222222222222,['impute_cmeans' 'impute_standard' 'impute_median' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_random' 'impute_mean'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_random_forest' 'impute_linear_regression' 'impute_knn' 'impute_mice'],[ 2.45647506e-05  0.00000000e+00 -6.32673038e-06 -3.82943925e-05 -1.37929473e-04 -1.37929473e-04 -1.75588489e-04 -2.18551261e-04 -3.78277496e-04],[ 0.00903887  0.         -0.00124034 -0.0021199  -0.00255324 -0.00427712 -0.00431579 -0.00529216 -0.00537944],0.0997875
default of credit card clients_28,LogisticRegression,0.0,['impute_mice' 'impute_linear_regression' 'impute_random' 'impute_knn' 'impute_mean' 'impute_random_forest' 'impute_standard' 'impute_median' 'impute_cmeans'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 1.84090199e-03  1.84090199e-03  1.10283013e-03  1.06714420e-03  1.75029779e-04  1.43942734e-04  0.00000000e+00  0.00000000e+00 -2.11432631e-05],[ 0.         -0.02275219 -0.03208712 -0.03314203 -0.04347458 -0.04845614 -0.04851592 -0.05044211 -0.05473667],0.0997875
default of credit card clients_28,KNN,0.2222222222222222,['impute_standard' 'impute_median' 'impute_knn' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_mean' 'impute_random' 'impute_random_forest'],['impute_random' 'impute_median' 'impute_standard' 'impute_mean' 'impute_cmeans' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest'],[ 0.          0.         -0.00025943 -0.00055425 -0.00277364 -0.00282129 -0.00351667 -0.00394319 -0.00442947],[ 0.00925787  0.00174396  0.         -0.00068852 -0.00086551 -0.0026103 -0.00282425 -0.00286076 -0.00321104],0.0997875
default of credit card clients_28,RandomForest,0.1111111111111111,['impute_knn' 'impute_median' 'impute_mice' 'impute_random' 'impute_mean' 'impute_standard' 'impute_linear_regression' 'impute_cmeans' 'impute_random_forest'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_mice' 'impute_cmeans' 'impute_knn' 'impute_random_forest'],[ 7.34327832e-04  4.34428793e-04  3.23751744e-04  3.16135587e-04  1.66548174e-04  0.00000000e+00 -4.00915132e-05 -3.09477072e-04 -3.29129628e-04],[ 0.00852558  0.         -0.00012286 -0.00101136 -0.00150519 -0.00186415 -0.00191474 -0.00289556 -0.00318251],0.0997875
default of credit card clients_28,AdaBoost,0.2222222222222222,['impute_mice' 'impute_linear_regression' 'impute_random' 'impute_mean' 'impute_knn' 'impute_standard' 'impute_median' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_cmeans' 'impute_knn' 'impute_mean' 'impute_median' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_standard'],[ 6.29502095e-04  6.26692907e-04  5.67153608e-04  1.76307504e-04  8.45044158e-05  0.00000000e+00  0.00000000e+00 -1.14145710e-05 -1.73196889e-04],[0.0485347  0.03552436 0.03513885 0.028261   0.02656284 0.0259407 0.02517634 0.01985914 0.        ],0.0997875
default of credit card clients_28,SVC,0.0,['impute_random_forest' 'impute_knn' 'impute_cmeans' 'impute_mice' 'impute_mean' 'impute_linear_regression' 'impute_standard' 'impute_median' 'impute_random'],['impute_knn' 'impute_random' 'impute_random_forest' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_standard'],[ 0.19421478  0.07909083  0.02702292  0.02611175  0.0187963   0.00133993  0.          0.         -0.02704708],[0.04902422 0.04770664 0.04510685 0.02894908 0.01967264 0.00846975 0.00808769 0.00662661 0.        ],0.0997875
default of credit card clients_29,DecisionTree,0.6666666666666666,['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_random_forest' 'impute_mice' 'impute_linear_regression' 'impute_knn'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_linear_regression' 'impute_random_forest' 'impute_mice' 'impute_knn'],[ 6.97730475e-06  0.00000000e+00  0.00000000e+00 -4.76787611e-05 -1.15757708e-04 -1.31358929e-04 -1.45790430e-04 -1.45790430e-04 -2.65008143e-04],[ 0.00757073  0.         -0.00156761 -0.00213802 -0.00243934 -0.00405255 -0.00406588 -0.00499891 -0.00508736],0.0499375
default of credit card clients_29,LogisticRegression,0.0,['impute_mice' 'impute_linear_regression' 'impute_standard' 'impute_median' 'impute_random_forest' 'impute_mean' 'impute_knn' 'impute_random' 'impute_cmeans'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 4.49082927e-04  4.49082927e-04  0.00000000e+00  0.00000000e+00 -4.58145394e-05 -8.73831612e-05 -4.59117371e-04 -7.14318949e-04 -9.21300769e-04],[ 0.         -0.02136534 -0.02765273 -0.02915206 -0.0385149  -0.04257817 -0.04263239 -0.04432818 -0.04795786],0.0499375
default of credit card clients_29,KNN,0.0,['impute_mean' 'impute_knn' 'impute_random_forest' 'impute_cmeans' 'impute_random' 'impute_linear_regression' 'impute_mice' 'impute_standard' 'impute_median'],['impute_random' 'impute_median' 'impute_standard' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[0.00219395 0.00170296 0.0015695  0.0014146  0.00092815 0.00091554 0.00090171 0.         0.        ],[ 0.00806819  0.00117059  0.         -0.00068294 -0.00079457 -0.00225062 -0.0022548  -0.00254716 -0.00262619],0.0499375
default of credit card clients_29,RandomForest,0.1111111111111111,['impute_mean' 'impute_random' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_median' 'impute_linear_regression' 'impute_cmeans' 'impute_random_forest'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_mice' 'impute_cmeans' 'impute_knn' 'impute_random_forest'],[ 4.06360863e-04  1.43999318e-04  9.10526572e-05  1.54901097e-05  0.00000000e+00 -7.01305668e-05 -1.44749443e-04 -2.11676944e-04 -3.21063336e-04],[ 0.00688436  0.         -0.00065539 -0.00102205 -0.00135934 -0.00157782 -0.00188175 -0.00253087 -0.00292894],0.0499375
default of credit card clients_29,AdaBoost,0.4444444444444444,['impute_random' 'impute_knn' 'impute_mean' 'impute_standard' 'impute_median' 'impute_mice' 'impute_linear_regression' 'impute_cmeans' 'impute_random_forest'],['impute_random' 'impute_cmeans' 'impute_knn' 'impute_mean' 'impute_median' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_standard'],[ 0.00038721  0.00018684  0.00016913  0.          0.         -0.00016603 -0.00016603 -0.00024715 -0.00047899],[0.0459751  0.0335633  0.03157783 0.02700251 0.02472866 0.02283534 0.02203863 0.01833246 0.        ],0.0499375
default of credit card clients_29,SVC,0.1111111111111111,['impute_random_forest' 'impute_random' 'impute_standard' 'impute_median' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_mean' 'impute_cmeans'],['impute_knn' 'impute_random' 'impute_random_forest' 'impute_mean' 'impute_median' 'impute_linear_regression' 'impute_cmeans' 'impute_mice' 'impute_standard'],[ 0.12299278  0.02841447  0.          0.         -0.00612334 -0.04562188 -0.0547421  -0.10649981 -0.11563437],[0.04906838 0.04594756 0.04528026 0.02775292 0.01856219 0.0084206 0.00829743 0.00684808 0.        ],0.0499375
drug_0,DecisionTree,0.1111111111111111,['impute_random' 'impute_knn' 'impute_linear_regression' 'impute_random_forest' 'impute_mice' 'impute_median' 'impute_mean' 'impute_standard' 'impute_cmeans'],['impute_random' 'impute_median' 'impute_cmeans' 'impute_mean' 'impute_standard' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],[ 0.02309887  0.01849791  0.01763594  0.01731215  0.01585362  0.00333369  0.00096545  0.         -0.00114876],[ 1.48569278e-02  7.00507008e-04  1.12608279e-04  2.97344565e-05  0.00000000e+00 -2.75209767e-06 -6.09154440e-04 -9.61255284e-04 -1.84947742e-03],0.4925
drug_0,LogisticRegression,0.4444444444444444,['impute_standard' 'impute_random' 'impute_random_forest' 'impute_mean' 'impute_linear_regression' 'impute_median' 'impute_cmeans' 'impute_knn' 'impute_mice'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_random_forest'],[ 0.         -0.01497542 -0.02932043 -0.03147417 -0.03226468 -0.03269867 -0.03302093 -0.03361917 -0.03382206],[ 0.         -0.00653001 -0.01887634 -0.01943709 -0.02402258 -0.02753544 -0.02808318 -0.03151612 -0.035399  ],0.4925
drug_0,KNN,0.2222222222222222,['impute_random' 'impute_standard' 'impute_random_forest' 'impute_knn' 'impute_mean' 'impute_median' 'impute_linear_regression' 'impute_mice' 'impute_cmeans'],['impute_random' 'impute_median' 'impute_standard' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.00111992  0.         -0.04486096 -0.06717104 -0.0757651  -0.07691833 -0.07733226 -0.07786733 -0.08370351],[ 0.01082082  0.00156924  0.         -0.00139866 -0.00215246 -0.00607351 -0.00697918 -0.00838433 -0.0099164 ],0.4925
drug_0,RandomForest,0.2222222222222222,['impute_random_forest' 'impute_cmeans' 'impute_random' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_median' 'impute_mean'],['impute_random' 'impute_median' 'impute_standard' 'impute_linear_regression' 'impute_mice' 'impute_cmeans' 'impute_knn' 'impute_mean' 'impute_random_forest'],[ 0.01058154  0.00847571  0.00821388  0.00337621  0.00159398  0.00053418  0.         -0.00023493 -0.00026119],[ 0.01416131  0.00025318  0.         -0.00012578 -0.00094533 -0.00151288 -0.00164266 -0.00170817 -0.00228348],0.4925
drug_0,AdaBoost,0.0,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_knn' 'impute_linear_regression' 'impute_random_forest' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_standard'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[0.01491072 0.00862    0.00760391 0.00686307 0.00680214 0.00612813 0.00524177 0.00483064 0.        ],0.4925
drug_0,SVC,0.1111111111111111,['impute_random' 'impute_standard' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_cmeans' 'impute_linear_regression' 'impute_mean' 'impute_median'],['impute_random' 'impute_cmeans' 'impute_mice' 'impute_median' 'impute_linear_regression' 'impute_standard' 'impute_mean' 'impute_knn' 'impute_random_forest'],[ 0.00652732  0.         -0.00623064 -0.01112207 -0.02079402 -0.02202849 -0.02360152 -0.02394144 -0.02610963],[ 0.00477524  0.0034075   0.00338281  0.00319558  0.00055434  0. -0.00185975 -0.00382169 -0.00969849],0.4925
drug_1,DecisionTree,0.0,['impute_knn' 'impute_random' 'impute_random_forest' 'impute_linear_regression' 'impute_mice' 'impute_median' 'impute_cmeans' 'impute_mean' 'impute_standard'],['impute_random' 'impute_cmeans' 'impute_linear_regression' 'impute_median' 'impute_mean' 'impute_standard' 'impute_random_forest' 'impute_mice' 'impute_knn'],[0.01804836 0.01543772 0.00958198 0.0079705  0.00663517 0.00629757 0.00577627 0.0045233  0.        ],[ 3.46512728e-03  6.72489173e-04  5.75257712e-04  5.55070064e-04  2.91067128e-04  0.00000000e+00 -1.44746499e-05 -7.21988705e-05 -4.40852699e-04],0.43375
drug_1,LogisticRegression,0.2222222222222222,['impute_standard' 'impute_knn' 'impute_random' 'impute_mean' 'impute_mice' 'impute_linear_regression' 'impute_median' 'impute_cmeans' 'impute_random_forest'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_cmeans'],[ 0.         -0.02095912 -0.02155743 -0.02386471 -0.02386471 -0.0245371 -0.02467096 -0.02470444 -0.02733587],[ 0.         -0.00022538 -0.00230333 -0.00230666 -0.00459215 -0.00476732 -0.00508313 -0.00511996 -0.00606607],0.43375
drug_1,KNN,0.2222222222222222,['impute_standard' 'impute_random' 'impute_cmeans' 'impute_median' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_mean' 'impute_random_forest'],['impute_random' 'impute_standard' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.         -0.02633658 -0.05169008 -0.05333807 -0.05335127 -0.05574082 -0.05616993 -0.05757157 -0.05990944],[ 0.00378104  0.         -0.00097342 -0.00105068 -0.00151393 -0.00448118 -0.00539696 -0.00716159 -0.00759128],0.43375
drug_1,RandomForest,0.2222222222222222,['impute_random' 'impute_knn' 'impute_random_forest' 'impute_standard' 'impute_median' 'impute_mice' 'impute_cmeans' 'impute_mean' 'impute_linear_regression'],['impute_random' 'impute_linear_regression' 'impute_median' 'impute_standard' 'impute_cmeans' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_mean'],[ 5.74838092e-03  4.67106546e-03  3.77948055e-03  0.00000000e+00 -3.17965377e-05 -1.34992120e-03 -1.66595662e-03 -2.16722179e-03 -3.07971207e-03],[ 3.47142875e-03  1.13151925e-04  4.73042390e-05  0.00000000e+00 -2.69126335e-04 -3.57343750e-04 -4.48409574e-04 -5.42660494e-04 -6.51921779e-04],0.43375
drug_1,AdaBoost,0.3333333333333333,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_linear_regression' 'impute_standard' 'impute_median' 'impute_mean' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_cmeans'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.00286146  0.00035838  0.         -0.000335   -0.000668   -0.00148968 -0.00170958 -0.00180411 -0.00236239],0.43375
drug_1,SVC,0.1111111111111111,['impute_knn' 'impute_random' 'impute_standard' 'impute_random_forest' 'impute_linear_regression' 'impute_cmeans' 'impute_mice' 'impute_mean' 'impute_median'],['impute_median' 'impute_standard' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_cmeans' 'impute_mean' 'impute_random' 'impute_random_forest'],[ 0.01075428  0.00178938  0.         -0.00814855 -0.00992759 -0.01488346 -0.01626988 -0.0167849  -0.01691045],[ 0.00036682  0.         -0.00248809 -0.00465232 -0.00673652 -0.00771203 -0.0085483  -0.01585797 -0.01653324],0.43375
drug_2,DecisionTree,0.3333333333333333,['impute_random' 'impute_knn' 'impute_random_forest' 'impute_cmeans' 'impute_mice' 'impute_standard' 'impute_linear_regression' 'impute_median' 'impute_mean'],['impute_random' 'impute_random_forest' 'impute_mice' 'impute_linear_regression' 'impute_cmeans' 'impute_knn' 'impute_standard' 'impute_median' 'impute_mean'],[ 0.01396854  0.00899917  0.00843819  0.00725544  0.00197519  0. -0.001538   -0.00177056 -0.00252627],[ 0.003447    0.00091164  0.00084751  0.00073118  0.00072     0.00070781  0.         -0.00012514 -0.00027831],0.396875
drug_2,LogisticRegression,0.1111111111111111,['impute_standard' 'impute_random' 'impute_knn' 'impute_cmeans' 'impute_median' 'impute_mice' 'impute_mean' 'impute_linear_regression' 'impute_random_forest'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn' 'impute_cmeans'],[ 0.         -0.01704029 -0.02042335 -0.02249603 -0.02258534 -0.02258624 -0.02331969 -0.0242721  -0.03092483],[ 0.00053346  0.         -0.00031633 -0.00234771 -0.00360126 -0.00360606 -0.0043329  -0.00533174 -0.00647751],0.396875
drug_2,KNN,0.1111111111111111,['impute_random' 'impute_random_forest' 'impute_standard' 'impute_knn' 'impute_mice' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_linear_regression'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_cmeans'],[ 0.00940656  0.00453673  0.         -0.01217992 -0.01459874 -0.01653355 -0.01851422 -0.02121189 -0.02299168],[ 3.92868890e-03  0.00000000e+00 -7.37603462e-05 -5.29216724e-04 -5.41809903e-04 -7.11910438e-04 -7.21039565e-04 -9.91102440e-04 -1.04270604e-03],0.396875
drug_2,RandomForest,0.3333333333333333,['impute_random_forest' 'impute_knn' 'impute_linear_regression' 'impute_cmeans' 'impute_mice' 'impute_median' 'impute_mean' 'impute_random' 'impute_standard'],['impute_random' 'impute_median' 'impute_standard' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_mean' 'impute_random_forest' 'impute_knn'],[0.01222265 0.01094194 0.00986787 0.00799037 0.00622093 0.00503365 0.00391506 0.00220784 0.        ],[ 3.68800505e-03  2.90697189e-04  0.00000000e+00 -4.50061637e-05 -2.92206116e-04 -3.10658620e-04 -3.65573863e-04 -4.87470818e-04 -4.95404871e-04],0.396875
drug_2,AdaBoost,0.3333333333333333,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_median' 'impute_standard' 'impute_mean' 'impute_knn' 'impute_random_forest' 'impute_linear_regression' 'impute_mice' 'impute_cmeans'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.00150861  0.00073296  0.         -0.00066802 -0.00175247 -0.00245762 -0.00249738 -0.00251567 -0.00255167],0.396875
drug_2,SVC,0.1111111111111111,['impute_knn' 'impute_standard' 'impute_random' 'impute_random_forest' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_mice' 'impute_cmeans'],['impute_median' 'impute_standard' 'impute_linear_regression' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_random_forest' 'impute_knn' 'impute_random'],[ 0.00622786  0.         -0.00179854 -0.00294861 -0.00373473 -0.00615703 -0.0077032  -0.00833461 -0.00877143],[ 0.00047968  0.         -0.01517301 -0.01517696 -0.01732051 -0.02040105 -0.02224239 -0.02247229 -0.02948268],0.396875
drug_3,DecisionTree,0.3333333333333333,['impute_random' 'impute_random_forest' 'impute_knn' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_cmeans' 'impute_mean' 'impute_standard'],['impute_random' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_standard' 'impute_knn' 'impute_cmeans' 'impute_mean' 'impute_median'],[0.01549832 0.01466098 0.01169969 0.00805896 0.00544548 0.00463794 0.00453313 0.00365102 0.        ],[ 0.01545037  0.00220465  0.00191766  0.00079658  0.         -0.00127545 -0.00659662 -0.00714456 -0.01348132],0.35
drug_3,LogisticRegression,0.3333333333333333,['impute_standard' 'impute_random' 'impute_knn' 'impute_mice' 'impute_random_forest' 'impute_mean' 'impute_linear_regression' 'impute_cmeans' 'impute_median'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_cmeans' 'impute_random_forest'],[ 0.         -0.01778146 -0.01785029 -0.01973987 -0.02010692 -0.02052489 -0.02193646 -0.02226443 -0.02345712],[ 0.         -0.06111754 -0.10278717 -0.10539051 -0.10814208 -0.10963735 -0.11008597 -0.11404083 -0.12178688],0.35
drug_3,KNN,0.2222222222222222,['impute_standard' 'impute_random' 'impute_random_forest' 'impute_linear_regression' 'impute_mean' 'impute_mice' 'impute_knn' 'impute_cmeans' 'impute_median'],['impute_random' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_mean' 'impute_random_forest'],[ 0.         -0.0043196  -0.02857726 -0.03155114 -0.03158986 -0.03256382 -0.03671073 -0.041518   -0.04225793],[ 0.01172098  0.         -0.00950524 -0.01290673 -0.01342921 -0.01353185 -0.01420289 -0.01547528 -0.01604469],0.35
drug_3,RandomForest,0.2222222222222222,['impute_random_forest' 'impute_random' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_cmeans' 'impute_median' 'impute_mean' 'impute_standard'],['impute_random' 'impute_standard' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans' 'impute_knn' 'impute_mean' 'impute_median'],[0.01450924 0.01242549 0.00836191 0.007767   0.00737425 0.00639354 0.0049949  0.0048974  0.        ],[ 0.01419096  0.         -0.00507476 -0.00569426 -0.00771357 -0.00778723 -0.00888776 -0.00927327 -0.01054266],0.35
drug_3,AdaBoost,0.1111111111111111,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_mean' 'impute_knn' 'impute_random_forest' 'impute_linear_regression' 'impute_mice'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.00999546  0.         -0.03030846 -0.03032221 -0.03178063 -0.03759724 -0.03814036 -0.04100762 -0.04111045],0.35
drug_3,SVC,0.1111111111111111,['impute_knn' 'impute_cmeans' 'impute_standard' 'impute_random_forest' 'impute_mice' 'impute_random' 'impute_mean' 'impute_linear_regression' 'impute_median'],['impute_standard' 'impute_random' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_median' 'impute_mean' 'impute_cmeans'],[ 0.01122517  0.00112865  0.         -0.00053654 -0.00122273 -0.00178003 -0.00391654 -0.0055807  -0.00564326],[ 0.         -0.0228813  -0.04476214 -0.04586882 -0.04721175 -0.05014435 -0.05016159 -0.05135767 -0.05208004],0.35
drug_4,DecisionTree,0.0,['impute_random_forest' 'impute_knn' 'impute_random' 'impute_mice' 'impute_cmeans' 'impute_linear_regression' 'impute_mean' 'impute_standard' 'impute_median'],['impute_random' 'impute_median' 'impute_standard' 'impute_linear_regression' 'impute_random_forest' 'impute_mean' 'impute_mice' 'impute_cmeans' 'impute_knn'],[ 0.02071309  0.01547285  0.01188578  0.00515678  0.00255459  0.00123337  0.00074337  0.         -0.00151537],[ 2.28871772e-03  2.17952400e-04  0.00000000e+00 -1.66249377e-05 -8.66311635e-05 -2.31875180e-04 -3.50427577e-04 -3.64817940e-04 -4.44591475e-04],0.29125
drug_4,LogisticRegression,0.2222222222222222,['impute_standard' 'impute_random_forest' 'impute_knn' 'impute_random' 'impute_mean' 'impute_linear_regression' 'impute_mice' 'impute_median' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_median' 'impute_random_forest' 'impute_mean' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_cmeans'],[ 0.         -0.01574617 -0.01954158 -0.02031112 -0.0222548  -0.02226244 -0.02322067 -0.02394935 -0.02684384],[ 0.00073243  0.         -0.00018245 -0.00142816 -0.00148112 -0.00228464 -0.00245705 -0.00265864 -0.00480622],0.29125
drug_4,KNN,0.0,['impute_standard' 'impute_random' 'impute_random_forest' 'impute_mice' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_knn'],['impute_random' 'impute_median' 'impute_standard' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.         -0.00748769 -0.01912009 -0.02416572 -0.02625362 -0.029364 -0.03002496 -0.03255582 -0.0369253 ],[ 5.81013413e-03  7.14323735e-05  0.00000000e+00 -7.10977768e-04 -1.07358052e-03 -1.26000173e-03 -1.52353486e-03 -3.12072841e-03 -3.66338322e-03],0.29125
drug_4,RandomForest,0.0,['impute_random_forest' 'impute_knn' 'impute_cmeans' 'impute_linear_regression' 'impute_random' 'impute_median' 'impute_mean' 'impute_mice' 'impute_standard'],['impute_random' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_mean' 'impute_random_forest'],[0.01612718 0.00884702 0.0055405  0.00536453 0.00468752 0.00242188 0.00196676 0.0002683  0.        ],[ 0.00338075  0.         -0.00015179 -0.00017544 -0.00054492 -0.00070605 -0.00071131 -0.00081716 -0.00103099],0.29125
drug_4,AdaBoost,0.3333333333333333,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_median' 'impute_standard' 'impute_random' 'impute_mean' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_cmeans' 'impute_random_forest'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 2.17538008e-05  0.00000000e+00 -1.02588365e-04 -1.04602554e-03 -3.49737592e-03 -3.93492109e-03 -3.94023319e-03 -4.02668290e-03 -4.07059157e-03],0.29125
drug_4,SVC,0.1111111111111111,['impute_random' 'impute_standard' 'impute_random_forest' 'impute_knn' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_mean' 'impute_median'],['impute_standard' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_cmeans' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_knn'],[ 0.00766432  0.         -0.00218293 -0.00409298 -0.00897386 -0.01070947 -0.01420355 -0.01752547 -0.01868443],[ 0.00000000e+00 -5.37763088e-06 -1.46746045e-02 -2.42525217e-02 -2.60680998e-02 -2.84598322e-02 -3.55951066e-02 -3.57868690e-02 -4.64260516e-02],0.29125
drug_5,DecisionTree,0.1111111111111111,['impute_random_forest' 'impute_random' 'impute_knn' 'impute_mice' 'impute_cmeans' 'impute_median' 'impute_mean' 'impute_linear_regression' 'impute_standard'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_random_forest'],[0.01809347 0.01401569 0.01332201 0.00434385 0.0041067  0.00335473 0.00279038 0.0020586  0.        ],[ 2.31946532e-03  0.00000000e+00 -4.69902278e-05 -1.96776369e-04 -2.44294632e-04 -3.92549130e-04 -7.19926207e-04 -7.76354532e-04 -8.49290541e-04],0.2449999999999999
