dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred,perc_completeness
german_28,DecisionTree,0.3333333333333333,['impute_random' 'impute_standard' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_linear_regression'],['impute_random' 'impute_median' 'impute_standard' 'impute_mean' 'impute_cmeans' 'impute_random_forest' 'impute_linear_regression' 'impute_knn' 'impute_mice'],[ 0.00524232  0.         -0.00038407 -0.00169144 -0.00184624 -0.00986631 -0.01356939 -0.01690227 -0.01699316],[ 0.00451015  0.00037172  0.         -0.00068917 -0.00077036 -0.00130499 -0.00166378 -0.0018648  -0.00195765],0.0947499999999999
german_28,LogisticRegression,0.1111111111111111,['impute_random_forest' 'impute_random' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_random_forest'],[ 0.00573329  0.00399664  0.00177499  0.00160565  0.00033567  0. -0.00021856 -0.0006479  -0.00065163],[ 0.         -0.01584205 -0.02183203 -0.02310979 -0.02702704 -0.03019882 -0.03027004 -0.03106747 -0.0323384 ],0.0947499999999999
german_28,KNN,0.0,['impute_standard' 'impute_mice' 'impute_linear_regression' 'impute_random' 'impute_median' 'impute_random_forest' 'impute_knn' 'impute_cmeans' 'impute_mean'],['impute_random' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_mean' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_knn'],[ 0.         -0.00401058 -0.00465677 -0.00564302 -0.00718798 -0.00733128 -0.0085433  -0.00988662 -0.0140282 ],[ 5.06549418e-03  0.00000000e+00 -6.62423401e-05 -4.07331537e-04 -4.38153519e-04 -1.63578228e-03 -1.67316013e-03 -1.95243826e-03 -2.41327414e-03],0.0947499999999999
german_28,RandomForest,0.0,['impute_linear_regression' 'impute_random' 'impute_standard' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_cmeans' 'impute_mean' 'impute_median'],['impute_random' 'impute_standard' 'impute_median' 'impute_mice' 'impute_mean' 'impute_cmeans' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.0023444   0.00117318  0.         -0.00156823 -0.00289813 -0.0032348 -0.00384025 -0.00636179 -0.0064927 ],[ 0.00426645  0.         -0.00038059 -0.00115453 -0.00124479 -0.00124611 -0.00141369 -0.00170233 -0.00199825],0.0947499999999999
german_28,AdaBoost,0.2222222222222222,['impute_random_forest' 'impute_mean' 'impute_random' 'impute_median' 'impute_cmeans' 'impute_standard' 'impute_linear_regression' 'impute_mice' 'impute_knn'],['impute_random' 'impute_mean' 'impute_cmeans' 'impute_median' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_linear_regression' 'impute_standard'],[ 0.00330458  0.00192568  0.00148062  0.00104554  0.00030971  0. -0.00237172 -0.00380911 -0.00550724],[0.03141565 0.01935843 0.01854194 0.01840322 0.01730815 0.01207203 0.0112858  0.01104987 0.        ],0.0947499999999999
german_28,SVC,0.1111111111111111,['impute_standard' 'impute_knn' 'impute_linear_regression' 'impute_mean' 'impute_mice' 'impute_random' 'impute_median' 'impute_random_forest' 'impute_cmeans'],['impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_random' 'impute_mice' 'impute_random_forest' 'impute_linear_regression' 'impute_knn'],[ 0.         -0.02084557 -0.02207205 -0.0259059  -0.02688777 -0.02869687 -0.02872105 -0.03553805 -0.03602139],[ 0.         -0.00369251 -0.01623124 -0.02127112 -0.02413358 -0.02682938 -0.03865546 -0.03880322 -0.06490543],0.0947499999999999
german_29,DecisionTree,0.2222222222222222,['impute_random' 'impute_standard' 'impute_cmeans' 'impute_linear_regression' 'impute_mean' 'impute_mice' 'impute_median' 'impute_random_forest' 'impute_knn'],['impute_random' 'impute_median' 'impute_cmeans' 'impute_random_forest' 'impute_standard' 'impute_linear_regression' 'impute_knn' 'impute_mean' 'impute_mice'],[ 0.00726422  0.         -0.00455032 -0.00549534 -0.00559455 -0.00687946 -0.00784702 -0.00907478 -0.01021968],[ 3.34806312e-03  2.42523073e-04  2.18354662e-04  4.03811502e-05  0.00000000e+00 -2.07774254e-04 -2.85026133e-04 -3.68634657e-04 -3.79544224e-04],0.0515
german_29,LogisticRegression,0.3333333333333333,['impute_standard' 'impute_random' 'impute_median' 'impute_random_forest' 'impute_knn' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression'],['impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_random_forest'],[ 0.         -0.00031269 -0.0057849  -0.00587222 -0.00610292 -0.00616033 -0.00617446 -0.00627912 -0.00726129],[ 0.         -0.00626153 -0.00912078 -0.01027729 -0.01224884 -0.01339853 -0.01340181 -0.01383926 -0.01397566],0.0515
german_29,KNN,0.1111111111111111,['impute_median' 'impute_mean' 'impute_mice' 'impute_cmeans' 'impute_random' 'impute_linear_regression' 'impute_random_forest' 'impute_knn' 'impute_standard'],['impute_random' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_mean' 'impute_random_forest' 'impute_knn'],[0.00508971 0.00500058 0.00410771 0.00400621 0.00379921 0.00347409 0.00277885 0.00102222 0.        ],[ 0.00292794  0.         -0.00070603 -0.00075828 -0.00110062 -0.00126889 -0.00131773 -0.00177846 -0.00178696],0.0515
german_29,RandomForest,0.0,['impute_linear_regression' 'impute_median' 'impute_cmeans' 'impute_random_forest' 'impute_standard' 'impute_mean' 'impute_random' 'impute_mice' 'impute_knn'],['impute_random' 'impute_standard' 'impute_median' 'impute_mice' 'impute_cmeans' 'impute_knn' 'impute_linear_regression' 'impute_mean' 'impute_random_forest'],[ 0.00355736  0.00274234  0.00154342  0.00106008  0.         -0.00015711 -0.00017451 -0.0002398  -0.00567403],[ 0.00342272  0.         -0.00026489 -0.00033311 -0.00061119 -0.00072237 -0.00080215 -0.00087039 -0.00116241],0.0515
german_29,AdaBoost,0.1111111111111111,['impute_random' 'impute_standard' 'impute_linear_regression' 'impute_mice' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_knn' 'impute_random_forest'],['impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_linear_regression' 'impute_standard'],[ 0.00452814  0.         -0.00054653 -0.0005825  -0.00098029 -0.00098029 -0.00098029 -0.00214735 -0.00543032],[0.01641472 0.00794783 0.00754754 0.00501964 0.00447212 0.00443391 0.00367809 0.00357287 0.        ],0.0515
german_29,SVC,0.3333333333333333,['impute_standard' 'impute_knn' 'impute_mean' 'impute_median' 'impute_random' 'impute_mice' 'impute_cmeans' 'impute_random_forest' 'impute_linear_regression'],['impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_random' 'impute_linear_regression' 'impute_random_forest' 'impute_knn'],[ 0.         -0.01035142 -0.01142485 -0.01197967 -0.01318959 -0.01330572 -0.01468671 -0.01517754 -0.01817306],[ 0.         -0.00371217 -0.01593814 -0.02217098 -0.02508071 -0.02664208 -0.03580367 -0.03738397 -0.05878225],0.0515
house_0,DecisionTree,0.0,['impute_linear_regression' 'impute_random' 'impute_mice' 'impute_cmeans' 'impute_mean' 'impute_standard' 'impute_knn' 'impute_median' 'impute_random_forest'],['impute_random' 'impute_linear_regression' 'impute_random_forest' 'impute_mice' 'impute_standard' 'impute_cmeans' 'impute_median' 'impute_knn' 'impute_mean'],[ 3.81781960e-03  3.53045472e-03  2.62145760e-03  2.29296695e-03  6.24687093e-05  0.00000000e+00 -1.46087330e-03 -2.99093165e-03 -3.91292469e-03],[ 1.24333012e-02  6.16464479e-04  3.90241834e-04  8.53474739e-05  0.00000000e+00 -2.14298888e-04 -3.59189228e-04 -5.02728937e-04 -6.71583406e-04],0.496
house_0,LogisticRegression,0.3333333333333333,['impute_random' 'impute_linear_regression' 'impute_standard' 'impute_random_forest' 'impute_mice' 'impute_cmeans' 'impute_mean' 'impute_knn' 'impute_median'],['impute_random' 'impute_mean' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.00226605  0.00099919  0.         -0.00169096 -0.00383534 -0.00398301 -0.00458136 -0.00482183 -0.00865932],[ 0.01436551  0.0007204   0.         -0.00543979 -0.02160955 -0.02416473 -0.02497753 -0.04148994 -0.04240275],0.496
house_0,KNN,0.1111111111111111,['impute_mean' 'impute_cmeans' 'impute_standard' 'impute_median' 'impute_linear_regression' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_knn'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.00150226  0.00115033  0.         -0.00283684 -0.00470256 -0.00906253 -0.00919413 -0.01002497 -0.0108376 ],[ 0.02274827  0.         -0.00085501 -0.00156536 -0.00209984 -0.00242222 -0.00284181 -0.00695408 -0.0087381 ],0.496
house_0,RandomForest,0.1111111111111111,['impute_random' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_cmeans' 'impute_standard' 'impute_mean'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_median' 'impute_linear_regression' 'impute_mice' 'impute_mean' 'impute_random_forest'],[ 0.00744282  0.00738709  0.00506842  0.00346616  0.0022796   0.00193677  0.00108436  0.         -0.00054745],[ 0.01138115  0.         -0.00032589 -0.00092952 -0.00108412 -0.00122832 -0.00125637 -0.0018164  -0.00267681],0.496
house_0,AdaBoost,0.1111111111111111,['impute_linear_regression' 'impute_random' 'impute_random_forest' 'impute_mice' 'impute_standard' 'impute_knn' 'impute_mean' 'impute_median' 'impute_cmeans'],['impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_knn' 'impute_random_forest'],[ 0.04268176  0.01990713  0.0046779   0.00149403  0.         -0.00159663 -0.00197316 -0.00197316 -0.00572745],[ 0.00351236  0.00102249  0.00043037  0.         -0.00045343 -0.00115222 -0.00679885 -0.01790229 -0.03738474],0.496
house_0,SVC,0.0,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_random_forest'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.03119689  0.         -0.01310845 -0.01946215 -0.02398033 -0.02562988 -0.02744204 -0.03993026 -0.04112445],0.496
house_1,DecisionTree,0.2222222222222222,['impute_random' 'impute_linear_regression' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_standard' 'impute_knn' 'impute_random_forest' 'impute_mice'],['impute_random' 'impute_random_forest' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_cmeans' 'impute_median' 'impute_mean'],[ 0.0098999   0.00533618  0.00446085  0.00328688  0.00138958  0. -0.00094864 -0.00212455 -0.00236166],[ 1.32509410e-02  6.40783494e-04  6.25886341e-04  1.64200407e-04  5.83795691e-05  0.00000000e+00 -3.13801185e-05 -3.53963361e-04 -6.14367029e-04],0.44585
house_1,LogisticRegression,0.1111111111111111,['impute_random' 'impute_standard' 'impute_mean' 'impute_cmeans' 'impute_knn' 'impute_median' 'impute_mice' 'impute_linear_regression' 'impute_random_forest'],['impute_random' 'impute_mean' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_knn'],[ 0.00188007  0.         -0.00195948 -0.00215653 -0.0022526  -0.00600855 -0.00718123 -0.00720638 -0.00865823],[ 0.01427776  0.00147124  0.         -0.00261539 -0.01747722 -0.02065883 -0.02142748 -0.03473439 -0.03494164],0.44585
house_1,KNN,0.3333333333333333,['impute_standard' 'impute_cmeans' 'impute_random' 'impute_mean' 'impute_median' 'impute_random_forest' 'impute_linear_regression' 'impute_knn' 'impute_mice'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_mice' 'impute_cmeans' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.         -0.00133903 -0.00188567 -0.00208798 -0.00254904 -0.00710785 -0.00837059 -0.00861875 -0.00865134],[ 0.02059028  0.         -0.0013591  -0.00239651 -0.00251065 -0.00260209 -0.0030103  -0.00645676 -0.00674508],0.44585
house_1,RandomForest,0.1111111111111111,['impute_random' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_mean' 'impute_random_forest' 'impute_knn' 'impute_cmeans' 'impute_standard'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_mean' 'impute_random_forest'],[0.01538654 0.00598467 0.00463909 0.00333814 0.00241117 0.00192638 0.00183227 0.00028589 0.        ],[ 0.01163008  0.         -0.00040569 -0.00063347 -0.00103849 -0.00117682 -0.00119124 -0.00172736 -0.00193412],0.44585
house_1,AdaBoost,0.2222222222222222,['impute_random' 'impute_linear_regression' 'impute_cmeans' 'impute_standard' 'impute_mean' 'impute_median' 'impute_mice' 'impute_random_forest' 'impute_knn'],['impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_knn' 'impute_random_forest'],[ 0.0165558   0.01271067  0.00537351  0.         -0.00126481 -0.00126481 -0.00230518 -0.00645565 -0.02034306],[ 0.00348258  0.00082201  0.00024021  0.         -0.00119971 -0.00326401 -0.0084303  -0.01568544 -0.02718782],0.44585
house_1,SVC,0.1111111111111111,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.03073072  0.         -0.01280131 -0.01774587 -0.01960203 -0.02214181 -0.02386947 -0.03373276 -0.03438065],0.44585
house_2,DecisionTree,0.1111111111111111,['impute_cmeans' 'impute_random' 'impute_mean' 'impute_median' 'impute_mice' 'impute_knn' 'impute_linear_regression' 'impute_standard' 'impute_random_forest'],['impute_random' 'impute_random_forest' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_cmeans' 'impute_median' 'impute_mean'],[ 8.50185793e-03  7.33759251e-03  6.51478314e-03  4.07502631e-03  3.19371567e-03  2.46314307e-03  7.11328993e-05  0.00000000e+00 -9.79200447e-04],[ 1.38643596e-02  1.00524230e-03  6.72483244e-04  3.70218378e-04  1.23500885e-04  0.00000000e+00 -7.82650600e-05 -3.55394410e-04 -6.10656952e-04],0.3887375
house_2,LogisticRegression,0.0,['impute_standard' 'impute_random' 'impute_mean' 'impute_cmeans' 'impute_knn' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_random_forest'],['impute_random' 'impute_mean' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_knn'],[ 0.         -0.00227062 -0.00343663 -0.00388807 -0.00716141 -0.00746432 -0.00823757 -0.00883223 -0.01008088],[ 1.35002086e-02  2.04029633e-03  0.00000000e+00 -3.94718685e-05 -1.32674165e-02 -1.73750798e-02 -1.80845541e-02 -2.85764169e-02 -2.88947019e-02],0.3887375
house_2,KNN,0.1111111111111111,['impute_random' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_standard' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_linear_regression'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.00286853  0.00273155  0.00034201  0.00034201  0.         -0.00321909 -0.0038682  -0.00497564 -0.00846603],[ 0.01931731  0.         -0.00196339 -0.00275446 -0.00300786 -0.0030502 -0.00348426 -0.00650638 -0.00683164],0.3887375
house_2,RandomForest,0.2222222222222222,['impute_random' 'impute_linear_regression' 'impute_knn' 'impute_median' 'impute_mice' 'impute_random_forest' 'impute_cmeans' 'impute_mean' 'impute_standard'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_mean' 'impute_random_forest'],[0.01427103 0.00743091 0.00580593 0.00407012 0.00356172 0.00253199 0.0022188  0.00097321 0.        ],[ 0.01189231  0.         -0.00047482 -0.00063394 -0.00113952 -0.00126105 -0.00132197 -0.00177966 -0.00184235],0.3887375
house_2,AdaBoost,0.2222222222222222,['impute_random' 'impute_cmeans' 'impute_mean' 'impute_median' 'impute_mice' 'impute_standard' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],['impute_cmeans' 'impute_mice' 'impute_standard' 'impute_linear_regression' 'impute_random' 'impute_median' 'impute_mean' 'impute_knn' 'impute_random_forest'],[ 0.00715363  0.00672474  0.00627856  0.00627856  0.00114208  0. -0.00124796 -0.0083752  -0.01582122],[ 0.00339     0.00029006  0.         -0.00021931 -0.00161513 -0.00278768 -0.00850957 -0.01458862 -0.0252417 ],0.3887375
house_2,SVC,0.1111111111111111,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.02967523  0.         -0.0126091  -0.01629711 -0.01736429 -0.02026447 -0.02223314 -0.03001594 -0.03071737],0.3887375
house_3,DecisionTree,0.1111111111111111,['impute_random' 'impute_standard' 'impute_mean' 'impute_median' 'impute_cmeans' 'impute_random_forest' 'impute_mice' 'impute_linear_regression' 'impute_knn'],['impute_random' 'impute_random_forest' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_cmeans' 'impute_standard' 'impute_median' 'impute_mean'],[ 0.00642833  0.         -0.00198951 -0.00232362 -0.00414083 -0.00660573 -0.00996634 -0.01009345 -0.01077665],[ 1.49887167e-02  1.45222326e-03  1.00678380e-03  5.80638923e-04  2.41842662e-04  6.75421751e-06  0.00000000e+00 -5.29457111e-04 -6.27809437e-04],0.34855
house_3,LogisticRegression,0.2222222222222222,['impute_random' 'impute_standard' 'impute_cmeans' 'impute_mean' 'impute_median' 'impute_linear_regression' 'impute_knn' 'impute_mice' 'impute_random_forest'],['impute_random' 'impute_median' 'impute_mean' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_linear_regression'],[ 0.00079089  0.         -0.00422556 -0.00437198 -0.00650541 -0.00702872 -0.00918128 -0.01014146 -0.01397464],[ 0.01273929  0.00417953  0.00275062  0.         -0.00159908 -0.00847901 -0.00859065 -0.00882943 -0.00899758],0.34855
house_3,KNN,0.1111111111111111,['impute_mean' 'impute_cmeans' 'impute_median' 'impute_standard' 'impute_random' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],['impute_random' 'impute_standard' 'impute_median' 'impute_cmeans' 'impute_mean' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.00347488  0.00330663  0.00316037  0.         -0.00011791 -0.00824877 -0.01067985 -0.01617352 -0.01696463],[ 0.01206059  0.         -0.00334585 -0.0034157  -0.0035312  -0.00380951 -0.00405475 -0.00593262 -0.00658976],0.34855
house_3,RandomForest,0.3333333333333333,['impute_random' 'impute_knn' 'impute_mean' 'impute_linear_regression' 'impute_median' 'impute_mice' 'impute_random_forest' 'impute_cmeans' 'impute_standard'],['impute_random' 'impute_standard' 'impute_knn' 'impute_cmeans' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_median' 'impute_mean'],[0.01248699 0.0059963  0.00498282 0.00491882 0.00449189 0.00306096 0.00248844 0.0001923  0.        ],[ 0.0117836   0.         -0.00029545 -0.00045324 -0.00084822 -0.000944 -0.00127825 -0.001345   -0.00188242],0.34855
house_3,AdaBoost,0.2222222222222222,['impute_random' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_cmeans' 'impute_mean' 'impute_median' 'impute_standard' 'impute_random_forest'],['impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_knn' 'impute_random_forest'],[ 0.02699125  0.00947308  0.00728855  0.00530982  0.00122187  0.00047873  0.00047873  0.         -0.00478815],[ 0.0031711   0.00251074  0.00196986  0.         -0.00352745 -0.00585086 -0.01097931 -0.01386255 -0.0185137 ],0.34855
house_3,SVC,0.0,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_mean' 'impute_linear_regression' 'impute_median' 'impute_random_forest' 'impute_knn' 'impute_mice'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.02858786  0.         -0.00814813 -0.01253339 -0.0126424  -0.01310974 -0.01338842 -0.01349027 -0.01465644],0.34855
house_4,DecisionTree,0.2222222222222222,['impute_random' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans'],['impute_random' 'impute_random_forest' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_standard' 'impute_cmeans' 'impute_median' 'impute_mean'],[ 0.0076298   0.00326491  0.00203508  0.00090429  0.00022023  0. -0.00224917 -0.00307302 -0.00529474],[ 1.48646032e-02  1.37102510e-03  8.87848413e-04  6.83554350e-04  3.49797836e-04  0.00000000e+00 -5.05570177e-05 -4.84068450e-04 -5.57637952e-04],0.2974
house_4,LogisticRegression,0.0,['impute_standard' 'impute_mean' 'impute_cmeans' 'impute_random' 'impute_median' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],['impute_random' 'impute_median' 'impute_mean' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_linear_regression'],[ 0.         -0.00068178 -0.00068178 -0.00301192 -0.00618668 -0.00889174 -0.01500309 -0.01713965 -0.0177752 ],[ 0.01300205  0.00416066  0.00260844  0.         -0.00179635 -0.00831034 -0.00842588 -0.00873383 -0.00890327],0.2974
house_4,KNN,0.1111111111111111,['impute_mean' 'impute_cmeans' 'impute_median' 'impute_standard' 'impute_linear_regression' 'impute_random' 'impute_knn' 'impute_random_forest' 'impute_mice'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.00209729  0.00209729  0.00094411  0.         -0.00215182 -0.00215419 -0.00661887 -0.01072577 -0.01138759],[ 0.01199937  0.         -0.0030002  -0.00308403 -0.00321185 -0.00354784 -0.00379428 -0.00597411 -0.00656009],0.2974
house_4,RandomForest,0.0,['impute_linear_regression' 'impute_knn' 'impute_random' 'impute_mice' 'impute_mean' 'impute_random_forest' 'impute_cmeans' 'impute_median' 'impute_standard'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_median' 'impute_random_forest' 'impute_mean'],[0.00763472 0.00594934 0.00527982 0.00352328 0.00321227 0.00303264 0.00196331 0.00110744 0.        ],[ 0.01159269  0.         -0.00045792 -0.00048848 -0.00084944 -0.00094479 -0.00136012 -0.00140876 -0.00180447],0.2974
house_4,AdaBoost,0.0,['impute_linear_regression' 'impute_random' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans'],['impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_standard' 'impute_random' 'impute_median' 'impute_mean' 'impute_knn' 'impute_random_forest'],[ 0.03073552  0.01240436  0.01114203  0.00548245  0.00355409  0. -0.0041102  -0.00411063 -0.00411063],[ 0.00298294  0.00116292  0.00062205  0.         -0.00450421 -0.00689314 -0.01052388 -0.01429476 -0.01904904],0.2974
house_4,SVC,0.0,['impute_standard' 'impute_mean' 'impute_median' 'impute_random' 'impute_knn' 'impute_mice' 'impute_linear_regression' 'impute_random_forest' 'impute_cmeans'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_mean' 'impute_median' 'impute_linear_regression' 'impute_random_forest' 'impute_knn' 'impute_mice'],[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.02873251  0.         -0.0080122  -0.01209847 -0.01270812 -0.01279411 -0.01355201 -0.01385858 -0.01486072],0.2974
house_5,DecisionTree,0.1111111111111111,['impute_random' 'impute_standard' 'impute_cmeans' 'impute_random_forest' 'impute_median' 'impute_linear_regression' 'impute_mean' 'impute_knn' 'impute_mice'],['impute_random' 'impute_random_forest' 'impute_knn' 'impute_linear_regression' 'impute_standard' 'impute_mice' 'impute_cmeans' 'impute_median' 'impute_mean'],[ 0.00119065  0.         -0.00051189 -0.00128985 -0.00207645 -0.00216659 -0.00235043 -0.00500468 -0.00588675],[ 0.01287814  0.00057361  0.00027173  0.00015827  0.         -0.00020277 -0.00034283 -0.00059982 -0.00069087],0.2582375
house_5,LogisticRegression,0.0,['impute_standard' 'impute_random' 'impute_cmeans' 'impute_mean' 'impute_linear_regression' 'impute_mice' 'impute_knn' 'impute_median' 'impute_random_forest'],['impute_random' 'impute_median' 'impute_mean' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_linear_regression'],[ 0.         -0.00465749 -0.00815567 -0.00870635 -0.01477774 -0.01569868 -0.01603084 -0.01823918 -0.02377266],[ 0.01155921  0.00349302  0.00193204  0.         -0.00198658 -0.00708455 -0.00719356 -0.00768817 -0.0078571 ],0.2582375
house_5,KNN,0.0,['impute_standard' 'impute_random' 'impute_mean' 'impute_cmeans' 'impute_median' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],['impute_random' 'impute_standard' 'impute_median' 'impute_mean' 'impute_cmeans' 'impute_mice' 'impute_linear_regression' 'impute_knn' 'impute_random_forest'],[ 0.         -0.00185927 -0.00195002 -0.00233222 -0.00298901 -0.00527706 -0.00784899 -0.00798909 -0.0085407 ],[ 0.01013641  0.         -0.00304435 -0.00325243 -0.00350802 -0.00365138 -0.00390227 -0.0063538  -0.00687663],0.2582375
house_5,RandomForest,0.1111111111111111,['impute_knn' 'impute_median' 'impute_random' 'impute_linear_regression' 'impute_mice' 'impute_random_forest' 'impute_standard' 'impute_cmeans' 'impute_mean'],['impute_random' 'impute_standard' 'impute_cmeans' 'impute_knn' 'impute_linear_regression' 'impute_mice' 'impute_median' 'impute_random_forest' 'impute_mean'],[ 0.00596822  0.00349839  0.00228274  0.00149963  0.00088481  0.00079846  0.         -0.00171336 -0.00220463],[ 0.01009757  0.         -0.00056597 -0.00085325 -0.00093954 -0.00100933 -0.00145848 -0.0016819  -0.0018542 ],0.2582375
