dataset,model,technique,real,pred,perc_completeness
letter_26,KNN,impute_mean,-0.050991970714584056,-0.007200746681205386,0.2010875
letter_27,KNN,impute_mean,-0.03561874045120228,-0.006128627214582338,0.1530875
letter_28,KNN,impute_mean,-0.03038585186150189,-0.005679334991656477,0.097475
letter_29,KNN,impute_mean,-0.023334240716777366,-0.003911211607515596,0.0484374999999999
letter_0,KNN,impute_median,0.050609207772449816,-0.0004968034981497877,0.4983124999999999
letter_1,KNN,impute_median,0.02697195989145318,-0.001135042757069298,0.44755
letter_2,KNN,impute_median,0.0035138884922851776,-0.0017788973420594617,0.4009874999999999
letter_3,KNN,impute_median,-0.008863631905212888,-0.0001921055181016421,0.3568625
letter_4,KNN,impute_median,0.0029526512073483335,0.0009263219784025001,0.3018375
letter_5,KNN,impute_median,-0.0011269650794532016,0.0021985212245422712,0.247525
letter_6,KNN,impute_median,0.008501066033498983,0.00010158524490516843,0.2007125
letter_7,KNN,impute_median,-0.0043036045798434674,-0.00021310968176106368,0.14715
letter_8,KNN,impute_median,0.000972242689267766,-0.0003994716557795692,0.0986375
letter_9,KNN,impute_median,-0.017201781118772574,-0.00041282593731144197,0.050875
letter_10,KNN,impute_median,0.016360409590461145,-0.004702929332437852,0.5012375
letter_11,KNN,impute_median,0.024890818837575157,-0.004514166738011188,0.4509875
letter_12,KNN,impute_median,0.04210303895398526,-0.003279055359127203,0.4006124999999999
letter_13,KNN,impute_median,0.014740869987458605,-0.00332914613523965,0.3481125
letter_14,KNN,impute_median,0.03838485044794715,-0.0031115314030497037,0.299475
letter_15,KNN,impute_median,0.020348939712404812,-0.0005168474102343667,0.2524
letter_16,KNN,impute_median,0.02416556056661956,-1.2972792413552219e-05,0.2019
letter_17,KNN,impute_median,0.02800617805696959,-0.0007208573133145015,0.1490875
letter_18,KNN,impute_median,0.0017045801532564742,7.281869365463045e-05,0.0980249999999999
letter_19,KNN,impute_median,0.0041513303977838145,-0.00011173594181072476,0.0499375
letter_20,KNN,impute_median,-0.06068720886382484,-0.024351065240132135,0.4984
letter_21,KNN,impute_median,-0.053500080496614144,-0.022152599146849233,0.4461125
letter_22,KNN,impute_median,-0.03737795073463013,-0.018525633453571874,0.4066125
letter_23,KNN,impute_median,-0.032537473052467014,-0.010176001501981644,0.3522375
letter_24,KNN,impute_median,-0.040693022189823846,-0.0061779308572552745,0.299725
letter_25,KNN,impute_median,-0.04189658374648997,-0.0040473000346415355,0.2440875
letter_26,KNN,impute_median,-0.03341167192455097,-0.005534359922838093,0.2010875
letter_27,KNN,impute_median,-0.01209236669475966,-0.004829342648404838,0.1530875
letter_28,KNN,impute_median,-0.01361000816518243,-0.0046547815690794895,0.097475
letter_29,KNN,impute_median,-0.019403749208853904,-0.0034173828481369453,0.0484374999999999
letter_0,KNN,impute_random,0.08527208490044036,0.027312064749251908,0.4983124999999999
letter_1,KNN,impute_random,0.058763657724085205,0.028109566346205456,0.44755
letter_2,KNN,impute_random,0.08425368803224476,0.018882661056775673,0.4009874999999999
letter_3,KNN,impute_random,0.06214766677285599,0.027111869905201934,0.3568625
letter_4,KNN,impute_random,0.06058226551984214,0.024464706460523327,0.3018375
letter_5,KNN,impute_random,0.06253410727851538,0.01878426760957702,0.247525
letter_6,KNN,impute_random,0.04087720804604367,0.004339817130912592,0.2007125
letter_7,KNN,impute_random,0.03927353000981382,0.004269695368447277,0.14715
letter_8,KNN,impute_random,0.020655845654376948,0.0018437168036725873,0.0986375
letter_9,KNN,impute_random,-0.014523509616531705,0.0023882012932789115,0.050875
letter_10,KNN,impute_random,0.08078800193765312,0.013386909857437018,0.5012375
letter_11,KNN,impute_random,0.06588279410368769,0.013926666958428898,0.4509875
letter_12,KNN,impute_random,0.05396747473186192,0.006639500378764205,0.4006124999999999
letter_13,KNN,impute_random,0.08248796387014734,0.005993827199797676,0.3481125
letter_14,KNN,impute_random,0.060896212744082856,0.012025264650148285,0.299475
letter_15,KNN,impute_random,0.04525413022243441,0.007722314426183462,0.2524
