name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,Sex,4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.20789493454559527,0.21099443319701844,0.2109673319084022,0.21060248781874247,0.21060248781874247,0.20954352068913865,0.2064562022057852,0.21099443319701844
abalone,Sex,4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.22459833627171363,0.2189492863890865,0.21738391450223665,0.22044794154446012,0.21829001610729576,0.22681509883605516,0.22556015558918643,0.2189492863890865
abalone,Sex,4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,nan,nan,1.0,1.0,KNN,0.19723367704651446,0.19495881245637603,0.1911227895835287,0.19638401767133534,0.19924043965730426,0.2018698505032125,0.19390664508493546,0.19495881245637603
abalone,Sex,4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21832789220475474,0.21751872792422983,0.2183463212575818,0.21773760696471908,0.21773876898866007,0.21913175072480676,0.21698358493188685,0.21535366827192154
abalone,Sex,4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,nan,nan,1.0,1.0,SVC,0.15481372412322864,0.1526753224640611,0.16657288656534225,0.1593070258242784,0.1588306546349414,0.17099053691866378,0.16116140676448765,0.1526753224640611
abalone,Sex,4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.20920192517943814,0.21290570592301977,0.20723555628678583,0.20951471721107628,0.2098829461808286,0.21157489225711007,0.20958630023307434,0.21290570592301977
abalone,Sex,4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21909502693247893,0.21636270461902182,0.22049830166084072,0.218391685119944,0.21835567341498166,0.2202649803609063,0.2210716245199952,0.21636270461902182
abalone,Sex,4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,nan,nan,1.0,1.0,KNN,0.1882254617221877,0.19010872486122646,0.19732672049666533,0.18188513920594235,0.18305836327421013,0.19493390274025085,0.18636431705325723,0.19010872486122646
abalone,Sex,4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21955670692114224,0.21520778279752828,0.21415412185687824,0.21660732549588316,0.21431736062605442,0.21841971205534508,0.21260838330337867,0.2168176012350879
