name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,Sex,4177,0.5056,0.3501,1.144,0.0015,0.6659,1.0969,1.1266,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.21163888047390705,0.21493492841798303,0.20901776713394124,0.21489560716247408,0.21511914678305366,0.21260947855110443,0.20661780816529232,0.21493492841798303
abalone,Sex,4177,0.5056,0.3501,1.144,0.0015,0.6659,1.0969,1.1266,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21215299494663895,0.21193823444988363,0.22016262615564886,0.21918379748235495,0.219993015756554,0.2268989196514312,0.22453406191574654,0.21193823444988363
abalone,Sex,4177,0.5056,0.3501,1.144,0.0015,0.6659,1.0969,1.1266,1.0,0.0,nan,nan,1.0,1.0,KNN,0.18880137532707847,0.191189843533829,0.1884201340011918,0.18972822764274025,0.18795362969400264,0.1895910882474118,0.1858122981206097,0.191189843533829
abalone,Sex,4177,0.5056,0.3501,1.144,0.0015,0.6659,1.0969,1.1266,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21223544419791524,0.21832678774321188,0.21730099815386322,0.21626203005040595,0.21494622531042995,0.2160815517992578,0.21584558456325362,0.2177840862346727
abalone,Sex,4177,0.5056,0.3501,1.144,0.0015,0.6659,1.0969,1.1266,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.5056,0.3501,1.144,0.0015,0.6659,1.0969,1.1266,1.0,0.0,nan,nan,1.0,1.0,SVC,0.15829226958505616,0.12944920807578505,0.163863949242616,0.15538288742423678,0.1554667755494207,0.15963181218846567,0.15873448325007694,0.12944920807578505
abalone,Sex,4177,0.4357,0.3683,1.2022,0.0013,0.6649,1.0956,2.2661,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.21179517380245855,0.21180432113777056,0.2076441340226055,0.21303115118193633,0.2129172021671745,0.21068673636315216,0.21356718923803739,0.21180432113777056
abalone,Sex,4177,0.4357,0.3683,1.2022,0.0013,0.6649,1.0956,2.2661,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21710763535006153,0.2135315090570915,0.21103556808134183,0.21728800600111228,0.21717754152792612,0.22589680169599774,0.22427959763120223,0.2135315090570915
abalone,Sex,4177,0.4357,0.3683,1.2022,0.0013,0.6649,1.0956,2.2661,1.0,0.0,nan,nan,1.0,1.0,KNN,0.19500817596639045,0.19024441088068816,0.19404861694021303,0.19054763550608506,0.19319342693326066,0.190848050205621,0.18815798266472183,0.19024441088068816
abalone,Sex,4177,0.4357,0.3683,1.2022,0.0013,0.6649,1.0956,2.2661,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.2209257727079382,0.22107880768198337,0.2095621540533833,0.2165763617338785,0.21649153268908916,0.22219113361604712,0.2148732942059012,0.21896224165496397
abalone,Sex,4177,0.4357,0.3683,1.2022,0.0013,0.6649,1.0956,2.2661,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.4357,0.3683,1.2022,0.0013,0.6649,1.0956,2.2661,1.0,0.0,nan,nan,1.0,1.0,SVC,0.18343783890781606,0.16604031826323704,0.17056929203883658,0.16468824825843598,0.16221997735071525,0.14070063074546652,0.1758133060120603,0.16604031826323704
abalone,Sex,4177,0.4087,0.3656,1.2008,0.0012,0.6651,1.0958,3.9629,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.21075682592519202,0.2099806748339173,0.20930880350931075,0.20783427985684585,0.20783427985684585,0.21181719243321895,0.21963808916142655,0.2099806748339173
abalone,Sex,4177,0.4087,0.3656,1.2008,0.0012,0.6651,1.0958,3.9629,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21941438578396252,0.2143462254194307,0.2184633199101395,0.22410247159271626,0.22410247159271626,0.22898766204465798,0.22675862214993006,0.2143462254194307
abalone,Sex,4177,0.4087,0.3656,1.2008,0.0012,0.6651,1.0958,3.9629,1.0,0.0,nan,nan,1.0,1.0,KNN,0.19355806760881938,0.19122775050877763,0.1789008242425317,0.1965841512049426,0.1965841512049426,0.1921764691153736,0.19864375205285137,0.19122775050877763
abalone,Sex,4177,0.4087,0.3656,1.2008,0.0012,0.6651,1.0958,3.9629,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21989904473737604,0.21880948680491868,0.21244140007283965,0.21752694326420935,0.21921673729233457,0.22297734896745092,0.2297000289248102,0.21657452961954743
abalone,Sex,4177,0.4087,0.3656,1.2008,0.0012,0.6651,1.0958,3.9629,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
