name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,Sex,4177,0.5032,0.3643,1.1507,0.0014,0.6655,1.0965,1.2421,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.21293973633747387,0.20683656937753972,0.20150418266869463,0.21938829384325628,0.21938829384325628,0.21372837109515844,0.2184172587741359,0.20705135305113692
abalone,Sex,4177,0.5032,0.3643,1.1507,0.0014,0.6655,1.0965,1.2421,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.2188237292862173,0.217914163897414,0.21833832843924217,0.22550342904282375,0.22550342904282375,0.22900797178289303,0.22771675026629928,0.217914163897414
abalone,Sex,4177,0.5032,0.3643,1.1507,0.0014,0.6655,1.0965,1.2421,1.0,0.0,nan,nan,1.0,1.0,KNN,0.19465484563998842,0.19625660368890036,0.198667503780749,0.196150330117842,0.196150330117842,0.19427944316081355,0.20157490473162923,0.19625660368890036
abalone,Sex,4177,0.5032,0.3643,1.1507,0.0014,0.6655,1.0965,1.2421,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.2207005727735783,0.2191522135292743,0.2139475921506655,0.22614174109239166,0.2273169300892217,0.2223808876588772,0.22529645518047886,0.21994606921652388
abalone,Sex,4177,0.5032,0.3643,1.1507,0.0014,0.6655,1.0965,1.2421,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.5032,0.3643,1.1507,0.0014,0.6655,1.0965,1.2421,1.0,0.0,nan,nan,1.0,1.0,SVC,0.14336033850915303,0.14164942714927536,0.1705455268582998,0.15686527345489082,0.15686527345489082,0.15160382270599068,0.14788177106758515,0.14164942714927536
abalone,Sex,4177,0.4587,0.3777,1.2522,0.0013,0.6638,1.094,1.7733,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.2042236385149627,0.20060851057220397,0.20957153521086738,0.2035731763854145,0.2035731763854145,0.19646042726459148,0.2016380993013654,0.20060851057220397
abalone,Sex,4177,0.4587,0.3777,1.2522,0.0013,0.6638,1.094,1.7733,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21526010747442628,0.21508514474096005,0.2213792116461635,0.21866384821772483,0.21866384821772483,0.2219081726352634,0.2264064754908076,0.21508514474096005
abalone,Sex,4177,0.4587,0.3777,1.2522,0.0013,0.6638,1.094,1.7733,1.0,0.0,nan,nan,1.0,1.0,KNN,0.20186825052024138,0.19617358516790756,0.19380888168737448,0.194150210537395,0.194150210537395,0.19367688784862658,0.1887270875502005,0.19617358516790756
abalone,Sex,4177,0.4587,0.3777,1.2522,0.0013,0.6638,1.094,1.7733,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21785355674252124,0.21464537032773123,0.21460220176746023,0.21383404985896304,0.2160135506082675,0.21449472048662496,0.2153005872732628,0.21929546656934928
abalone,Sex,4177,0.4587,0.3777,1.2522,0.0013,0.6638,1.094,1.7733,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.4587,0.3777,1.2522,0.0013,0.6638,1.094,1.7733,1.0,0.0,nan,nan,1.0,1.0,SVC,0.16755741788637485,0.15164686315282108,0.1658571818993545,0.1544774439036592,0.1544774439036592,0.14168052744584655,0.1642947588896274,0.15164686315282108
