name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,Sex,4177,0.5008,0.3679,1.2451,0.0014,0.6643,1.0946,1.0475,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.20752150367119138,0.20612853915248985,0.21609354641612594,0.20238161291810222,0.20238161291810222,0.2100928187660151,0.20939811663254218,0.20612853915248985
abalone,Sex,4177,0.5008,0.3679,1.2451,0.0014,0.6643,1.0946,1.0475,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.2146588709481796,0.21474430089876576,0.21697421700583344,0.2167291724830454,0.2167291724830454,0.22417401731736478,0.22121811854901258,0.21474430089876576
abalone,Sex,4177,0.5008,0.3679,1.2451,0.0014,0.6643,1.0946,1.0475,1.0,0.0,nan,nan,1.0,1.0,KNN,0.1943308171820057,0.19332170712365554,0.20110525005994123,0.19188266565404236,0.19188266565404236,0.20190199774333092,0.1965050389064113,0.19332170712365554
abalone,Sex,4177,0.5008,0.3679,1.2451,0.0014,0.6643,1.0946,1.0475,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21290283399086513,0.21412581195089203,0.220013818427427,0.20658476842027637,0.20893223085662793,0.2187984648205513,0.2214415599994137,0.21586057493962352
abalone,Sex,4177,0.5008,0.3679,1.2451,0.0014,0.6643,1.0946,1.0475,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.5008,0.3679,1.2451,0.0014,0.6643,1.0946,1.0475,1.0,0.0,nan,nan,1.0,1.0,SVC,0.161305604910843,0.14370062961748645,0.1421209903131192,0.1760214357324844,0.1760214357324844,0.14015636802142933,0.16025265820420911,0.14370062961748645
abalone,Sex,4177,0.4508,0.3583,1.123,0.0013,0.666,1.0972,1.0207,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.21279371562808844,0.21456974921291633,0.2052086027236641,0.21335451783412274,0.21335451783412274,0.21887858103881674,0.21351238441414042,0.21456974921291633
abalone,Sex,4177,0.4508,0.3583,1.123,0.0013,0.666,1.0972,1.0207,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.2197567735248473,0.2159604807768034,0.22192972075405354,0.2230282227448896,0.22173430929289,0.22902936125113513,0.22736881813233356,0.2159604807768034
abalone,Sex,4177,0.4508,0.3583,1.123,0.0013,0.666,1.0972,1.0207,1.0,0.0,nan,nan,1.0,1.0,KNN,0.19966372793606385,0.18709457172404204,0.19504344033685467,0.19297090107752884,0.19204095283181158,0.20736612150946923,0.20095624091720005,0.18709457172404204
abalone,Sex,4177,0.4508,0.3583,1.123,0.0013,0.666,1.0972,1.0207,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.21892590964701786,0.21555416484211856,0.21727047228949167,0.21511370992552054,0.21862144585024273,0.22188154388617176,0.22536902613209847,0.21912957315039278
abalone,Sex,4177,0.4508,0.3583,1.123,0.0013,0.666,1.0972,1.0207,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.4508,0.3583,1.123,0.0013,0.666,1.0972,1.0207,1.0,0.0,nan,nan,1.0,1.0,SVC,0.1657132418512795,0.14053583104248316,0.17148685259896196,0.18122783444465504,0.17215619696346313,0.16947421770504417,0.15760995727360042,0.14053583104248316
