name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,Sex,4177,0.5049,0.3694,1.2089,0.0015,0.6648,1.0954,1.5625,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.2063510460276924,0.215265400272398,0.21658665226397497,0.20539570529166953,0.20456157588156737,0.21180180380311608,0.21634360048306975,0.215265400272398
abalone,Sex,4177,0.5049,0.3694,1.2089,0.0015,0.6648,1.0954,1.5625,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21848204487246878,0.2149352641250345,0.22020234542470826,0.22178297933625327,0.22217484761492437,0.22091330800938033,0.21716747021434274,0.2149352641250345
abalone,Sex,4177,0.5049,0.3694,1.2089,0.0015,0.6648,1.0954,1.5625,1.0,0.0,nan,nan,1.0,1.0,KNN,0.18877813453171427,0.19344099204563672,0.19614777181322168,0.1905319171874208,0.18912878301026312,0.19645387432471362,0.1928697145808246,0.19344099204563672
abalone,Sex,4177,0.5049,0.3694,1.2089,0.0015,0.6648,1.0954,1.5625,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.226369461101056,0.22165739392655487,0.22382867168555096,0.2203035333125997,0.21791129772534445,0.22171464486706735,0.22577856972907534,0.22325662474573008
abalone,Sex,4177,0.5049,0.3694,1.2089,0.0015,0.6648,1.0954,1.5625,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.5049,0.3694,1.2089,0.0015,0.6648,1.0954,1.5625,1.0,0.0,nan,nan,1.0,1.0,SVC,0.18483802909542296,0.1516163721455235,0.15793540694757868,0.16295044416620805,0.16622441969977825,0.15645649834877828,0.16316203766459103,0.1516163721455235
abalone,Sex,4177,0.4587,0.3627,1.1631,0.0013,0.6656,1.0966,1.0777,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.20607896503429846,0.20854192688197343,0.20232523474492722,0.2055603153698759,0.2055603153698759,0.2086364495456756,0.21170387669088234,0.20854192688197343
abalone,Sex,4177,0.4587,0.3627,1.1631,0.0013,0.6656,1.0966,1.0777,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.21528203739036406,0.21466224440698115,0.21773318559100502,0.2192187274566359,0.2192187274566359,0.2228926429622482,0.22327484027715702,0.21466224440698115
abalone,Sex,4177,0.4587,0.3627,1.1631,0.0013,0.6656,1.0966,1.0777,1.0,0.0,nan,nan,1.0,1.0,KNN,0.19090829876195686,0.19618978292848172,0.18191231154268486,0.19064585786196042,0.19064585786196042,0.19503632626297598,0.18414916563665318,0.19618978292848172
abalone,Sex,4177,0.4587,0.3627,1.1631,0.0013,0.6656,1.0966,1.0777,1.0,0.0,nan,nan,1.0,1.0,RandomForest,0.20732082155414683,0.2118680798192321,0.21258274163644125,0.215634989399622,0.22007167100658517,0.2169408188555612,0.2141198636044641,0.2129038168856245
abalone,Sex,4177,0.4587,0.3627,1.1631,0.0013,0.6656,1.0966,1.0777,1.0,0.0,nan,nan,1.0,1.0,AdaBoost,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726,0.09865007551438726
abalone,Sex,4177,0.4587,0.3627,1.1631,0.0013,0.6656,1.0966,1.0777,1.0,0.0,nan,nan,1.0,1.0,SVC,0.15310072710379838,0.15136166681430252,0.1809448797951351,0.17281099919539397,0.17281099919539397,0.1565526242482164,0.1609031697085085,0.15136166681430252
abalone,Sex,4177,0.396,0.3722,1.2116,0.0012,0.6646,1.0951,1.2688,1.0,0.0,nan,nan,1.0,1.0,DecisionTree,0.2104683796816345,0.20741574181124003,0.21087627054693667,0.21491241426591048,0.21483690343221426,0.21627017128743845,0.2121440202864795,0.20741574181124003
abalone,Sex,4177,0.396,0.3722,1.2116,0.0012,0.6646,1.0951,1.2688,1.0,0.0,nan,nan,1.0,1.0,LogisticRegression,0.2229636600045775,0.21819319847618243,0.22111177720904707,0.21272961492053774,0.21272961492053774,0.22127942598348646,0.22104687427055653,0.21819319847618243
abalone,Sex,4177,0.396,0.3722,1.2116,0.0012,0.6646,1.0951,1.2688,1.0,0.0,nan,nan,1.0,1.0,KNN,0.18553910892582864,0.18873588742454245,0.1907750383384258,0.18466614022030794,0.18466614022030794,0.1924466252235138,0.19395761226070518,0.18873588742454245
