dataset,perc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
pet,50,0.33572218882693117,0.33572218882693117,0.33572218882693117,0.33572218882693117,0.33572218882693117,0.33572218882693117,0.3446325923022323,0.3446325923022323,0.3446325923022323,0.3446325923022323,0.3446325923022323,0.3446325923022323,0.350479256917654,0.350479256917654,0.350479256917654,0.350479256917654,0.350479256917654,0.350479256917654,0.38458131575837995,0.38458131575837995,0.38458131575837995,0.38458131575837995,0.38458131575837995,0.38458131575837995,0.4298357338931067,0.4298357338931067,0.4298357338931067,0.4298357338931067,0.4298357338931067,0.4298357338931067,0.4614964708919278,0.4614964708919278,0.4614964708919278,0.4614964708919278,0.4614964708919278
pet,60,0.3350853836248764,0.3350853836248764,0.3350853836248764,0.3350853836248764,0.3350853836248764,0.3350853836248764,0.34329772538516456,0.34329772538516456,0.34329772538516456,0.34329772538516456,0.34329772538516456,0.34329772538516456,0.3505639425193139,0.3505639425193139,0.3505639425193139,0.3505639425193139,0.3505639425193139,0.3505639425193139,0.385338514934643,0.385338514934643,0.385338514934643,0.385338514934643,0.385338514934643,0.385338514934643,0.4311708064586156,0.4311708064586156,0.4311708064586156,0.4311708064586156,0.4311708064586156,0.4311708064586156,0.462158021947781,0.462158021947781,0.462158021947781,0.462158021947781,0.462158021947781
pet,70,0.3344645048417366,0.3344645048417366,0.3344645048417366,0.3344645048417366,0.3344645048417366,0.3344645048417366,0.34197878894824574,0.34197878894824574,0.34197878894824574,0.34197878894824574,0.34197878894824574,0.34197878894824574,0.3506639828101379,0.3506639828101379,0.3506639828101379,0.3506639828101379,0.3506639828101379,0.3506639828101379,0.38611005406620014,0.38611005406620014,0.38611005406620014,0.38611005406620014,0.38611005406620014,0.38611005406620014,0.4325189693125646,0.4325189693125646,0.4325189693125646,0.4325189693125646,0.4325189693125646,0.4325189693125646,0.4628321210604869,0.4628321210604869,0.4628321210604869,0.4628321210604869,0.4628321210604869
pet,80,0.33385958193144527,0.33385958193144527,0.33385958193144527,0.33385958193144527,0.33385958193144527,0.33385958193144527,0.3406758620997171,0.3406758620997171,0.3406758620997171,0.3406758620997171,0.3406758620997171,0.3406758620997171,0.35077935648789604,0.35077935648789604,0.35077935648789604,0.35077935648789604,0.35077935648789604,0.35077935648789604,0.3868958650195641,0.3868958650195641,0.3868958650195641,0.3868958650195641,0.3868958650195641,0.3868958650195641,0.4338801144564315,0.4338801144564315,0.4338801144564315,0.4338801144564315,0.4338801144564315,0.4338801144564315,0.4635187086836625,0.4635187086836625,0.4635187086836625,0.4635187086836625,0.4635187086836625
pet,90,0.33327064092157765,0.33327064092157765,0.33327064092157765,0.33327064092157765,0.33327064092157765,0.33327064092157765,0.3393890204605955,0.3393890204605955,0.3393890204605955,0.3393890204605955,0.3393890204605955,0.3393890204605955,0.35091003900705664,0.35091003900705664,0.35091003900705664,0.35091003900705664,0.35091003900705664,0.35091003900705664,0.38769587669057226,0.38769587669057226,0.38769587669057226,0.38769587669057226,0.38769587669057226,0.38769587669057226,0.4352541312352467,0.4352541312352467,0.4352541312352467,0.4352541312352467,0.4352541312352467,0.4352541312352467,0.46421772267137107,0.46421772267137107,0.46421772267137107,0.46421772267137107,0.46421772267137107
weather,50,0.30541542930698085,0.30541542930698085,0.30541542930698085,0.30541542930698085,0.30541542930698085,0.30541542930698085,0.3176892428138923,0.3176892428138923,0.3176892428138923,0.3176892428138923,0.3176892428138923,0.3176892428138923,0.3178955222947978,0.3178955222947978,0.3178955222947978,0.3178955222947978,0.3178955222947978,0.3178955222947978,0.35089367297065,0.35089367297065,0.35089367297065,0.35089367297065,0.35089367297065,0.35089367297065,0.39597919870190723,0.39597919870190723,0.39597919870190723,0.39597919870190723,0.39597919870190723,0.39597919870190723,0.4323257038434669,0.4323257038434669,0.4323257038434669,0.4323257038434669,0.4323257038434669
weather,60,0.30530648283945705,0.30530648283945705,0.30530648283945705,0.30530648283945705,0.30530648283945705,0.30530648283945705,0.31747324843158875,0.31747324843158875,0.31747324843158875,0.31747324843158875,0.31747324843158875,0.31747324843158875,0.31789761905690817,0.31789761905690817,0.31789761905690817,0.31789761905690817,0.31789761905690817,0.31789761905690817,0.35099961664618107,0.35099961664618107,0.35099961664618107,0.35099961664618107,0.35099961664618107,0.35099961664618107,0.3961746432457173,0.3961746432457173,0.3961746432457173,0.3961746432457173,0.3961746432457173,0.3961746432457173,0.4325093599122113,0.4325093599122113,0.4325093599122113,0.4325093599122113,0.4325093599122113
weather,70,0.3051979253582533,0.3051979253582533,0.3051979253582533,0.3051979253582533,0.3051979253582533,0.3051979253582533,0.31725763695369635,0.31725763695369635,0.31725763695369635,0.31725763695369635,0.31725763695369635,0.31725763695369635,0.3179000970235648,0.3179000970235648,0.3179000970235648,0.3179000970235648,0.3179000970235648,0.3179000970235648,0.35110592232948035,0.35110592232948035,0.35110592232948035,0.35110592232948035,0.35110592232948035,0.35110592232948035,0.3963704239492679,0.3963704239492679,0.3963704239492679,0.3963704239492679,0.3963704239492679,0.3963704239492679,0.4326933319127332,0.4326933319127332,0.4326933319127332,0.4326933319127332,0.4326933319127332
weather,80,0.30508975703691044,0.30508975703691044,0.30508975703691044,0.30508975703691044,0.30508975703691044,0.30508975703691044,0.3170424087333894,0.3170424087333894,0.3170424087333894,0.3170424087333894,0.3170424087333894,0.3170424087333894,0.3179029561823038,0.3179029561823038,0.3179029561823038,0.3179029561823038,0.3179029561823038,0.3179029561823038,0.3512125898344135,0.3512125898344135,0.3512125898344135,0.3512125898344135,0.3512125898344135,0.3512125898344135,0.39656654047696205,0.39656654047696205,0.39656654047696205,0.39656654047696205,0.39656654047696205,0.39656654047696205,0.43287761952967774,0.43287761952967774,0.43287761952967774,0.43287761952967774,0.43287761952967774
weather,90,0.30498197804700933,0.30498197804700933,0.30498197804700933,0.30498197804700933,0.30498197804700933,0.30498197804700933,0.31682756412190516,0.31682756412190516,0.31682756412190516,0.31682756412190516,0.31682756412190516,0.31682756412190516,0.3179061965187431,0.3179061965187431,0.3179061965187431,0.3179061965187431,0.3179061965187431,0.3179061965187431,0.351319618973029,0.351319618973029,0.351319618973029,0.351319618973029,0.351319618973029,0.351319618973029,0.39676299249152336,0.39676299249152336,0.39676299249152336,0.39676299249152336,0.39676299249152336,0.39676299249152336,0.4330622224461097,0.4330622224461097,0.4330622224461097,0.4330622224461097,0.4330622224461097
