name,column,percentage_outliers,std_outliers,technique_accuracy,f1_technique
acustic,_Zero-crossingrate_Mean,20,80,KNN,0.3296068088515979
acustic,_Fluctuation_Mean,20,80,KNN,0.3368123820777353
acustic,_HarmonicChangeDetectionFunction_Std,30,80,KNN,0.48951384511097
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,80,KNN,0.4749077890310079
acustic,_Zero-crossingrate_Mean,30,80,KNN,0.4530483552190303
acustic,_Fluctuation_Mean,30,80,KNN,0.4537112086566031
acustic,_HarmonicChangeDetectionFunction_Std,40,80,KNN,0.6022492430243931
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,80,KNN,0.5738257126102128
acustic,_Zero-crossingrate_Mean,40,80,KNN,0.5712259399778115
acustic,_Fluctuation_Mean,40,80,KNN,0.573335072026997
acustic,_HarmonicChangeDetectionFunction_Std,50,80,KNN,0.6735535248895876
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,80,KNN,0.6739444722111552
acustic,_Zero-crossingrate_Mean,50,80,KNN,0.6544505465780587
acustic,_Fluctuation_Mean,50,80,KNN,0.6805005532279967
acustic,_HarmonicChangeDetectionFunction_Std,10,80,LOF,0.6000176065523066
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,80,LOF,0.6484511952861135
acustic,_Zero-crossingrate_Mean,10,80,LOF,0.6648255445040262
acustic,_Fluctuation_Mean,10,80,LOF,0.5789990175519169
acustic,_HarmonicChangeDetectionFunction_Std,20,80,LOF,0.4915055315535264
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,80,LOF,0.4796123721072289
acustic,_Zero-crossingrate_Mean,20,80,LOF,0.4919914967841148
acustic,_Fluctuation_Mean,20,80,LOF,0.4513128108520808
acustic,_HarmonicChangeDetectionFunction_Std,30,80,LOF,0.4147862878087909
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,80,LOF,0.4170682493755689
acustic,_Zero-crossingrate_Mean,30,80,LOF,0.4118627167098397
acustic,_Fluctuation_Mean,30,80,LOF,0.4572811908453018
acustic,_HarmonicChangeDetectionFunction_Std,40,80,LOF,0.3720431475366044
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,80,LOF,0.389149096452324
acustic,_Zero-crossingrate_Mean,40,80,LOF,0.3751728478618077
acustic,_Fluctuation_Mean,40,80,LOF,0.3724632479441594
acustic,_HarmonicChangeDetectionFunction_Std,50,80,LOF,0.3295811416655099
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,80,LOF,0.3374026896850332
acustic,_Zero-crossingrate_Mean,50,80,LOF,0.402278153405707
acustic,_Fluctuation_Mean,50,80,LOF,0.3036733658065498
acustic,_HarmonicChangeDetectionFunction_Std,10,90,IQR,0.9963235294117648
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,IQR,0.9720836242042974
acustic,_Zero-crossingrate_Mean,10,90,IQR,0.9647619183869052
acustic,_Fluctuation_Mean,10,90,IQR,0.8744229866455853
acustic,_HarmonicChangeDetectionFunction_Std,20,90,IQR,0.9992603550295858
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,IQR,0.9970275809927804
acustic,_Zero-crossingrate_Mean,20,90,IQR,0.9916849807162744
acustic,_Fluctuation_Mean,20,90,IQR,0.9462807143670866
acustic,_HarmonicChangeDetectionFunction_Std,30,90,IQR,0.9961124860104088
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,IQR,0.9947589662180694
acustic,_Zero-crossingrate_Mean,30,90,IQR,0.9967123778591304
acustic,_Fluctuation_Mean,30,90,IQR,0.9705138498221422
acustic,_HarmonicChangeDetectionFunction_Std,40,90,IQR,0.9949362147789657
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,IQR,0.9956396911619764
acustic,_Zero-crossingrate_Mean,40,90,IQR,0.9965917933865408
acustic,_Fluctuation_Mean,40,90,IQR,0.9868141182344716
acustic,_HarmonicChangeDetectionFunction_Std,50,90,IQR,0.895428060210598
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,IQR,0.9191116397986248
acustic,_Zero-crossingrate_Mean,50,90,IQR,0.96305144780442
acustic,_Fluctuation_Mean,50,90,IQR,0.9332987852461416
acustic,_HarmonicChangeDetectionFunction_Std,10,90,ISO,0.9224336715462158
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,ISO,0.9393449217999972
acustic,_Zero-crossingrate_Mean,10,90,ISO,0.9212687103481504
acustic,_Fluctuation_Mean,10,90,ISO,0.9470594446204202
acustic,_HarmonicChangeDetectionFunction_Std,20,90,ISO,0.641241531489845
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,ISO,0.6471157235208406
acustic,_Zero-crossingrate_Mean,20,90,ISO,0.6508308397408538
acustic,_Fluctuation_Mean,20,90,ISO,0.6502305274964166
acustic,_HarmonicChangeDetectionFunction_Std,30,90,ISO,0.4907135804666285
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,ISO,0.5027223832424439
acustic,_Zero-crossingrate_Mean,30,90,ISO,0.5106354754538617
acustic,_Fluctuation_Mean,30,90,ISO,0.4931597131644535
acustic,_HarmonicChangeDetectionFunction_Std,40,90,ISO,0.4054520223280775
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,ISO,0.4060162037001039
acustic,_Zero-crossingrate_Mean,40,90,ISO,0.4011573438480291
acustic,_Fluctuation_Mean,40,90,ISO,0.39622869806994
acustic,_HarmonicChangeDetectionFunction_Std,50,90,ISO,0.3244491484077126
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,ISO,0.3326430356058732
acustic,_Zero-crossingrate_Mean,50,90,ISO,0.3434580003348218
acustic,_Fluctuation_Mean,50,90,ISO,0.3417128702566244
acustic,_HarmonicChangeDetectionFunction_Std,10,90,PERC,0.3139537997576305
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,PERC,0.3327311577311577
acustic,_Zero-crossingrate_Mean,10,90,PERC,0.3576898039304054
acustic,_Fluctuation_Mean,10,90,PERC,0.345346849532896
acustic,_HarmonicChangeDetectionFunction_Std,20,90,PERC,0.1725654706698221
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,PERC,0.1750478677268205
acustic,_Zero-crossingrate_Mean,20,90,PERC,0.1762014779715223
acustic,_Fluctuation_Mean,20,90,PERC,0.1766568133522
acustic,_HarmonicChangeDetectionFunction_Std,30,90,PERC,0.1221868317504864
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,PERC,0.1260057677549785
acustic,_Zero-crossingrate_Mean,30,90,PERC,0.1286000504148209
acustic,_Fluctuation_Mean,30,90,PERC,0.1229558880210967
acustic,_HarmonicChangeDetectionFunction_Std,40,90,PERC,0.0968545207532262
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,PERC,0.0970017793997775
acustic,_Zero-crossingrate_Mean,40,90,PERC,0.0956646427999967
acustic,_Fluctuation_Mean,40,90,PERC,0.0941945743240071
acustic,_HarmonicChangeDetectionFunction_Std,50,90,PERC,0.0745829605144798
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,PERC,0.0767741608122185
acustic,_Zero-crossingrate_Mean,50,90,PERC,0.0796442588218285
acustic,_Fluctuation_Mean,50,90,PERC,0.0791860082356682
acustic,_HarmonicChangeDetectionFunction_Std,10,90,STD,0.6108575077219474
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,STD,0.6370128465106913
acustic,_Zero-crossingrate_Mean,10,90,STD,0.6147677334353351
acustic,_Fluctuation_Mean,10,90,STD,0.6400126295032904
acustic,_HarmonicChangeDetectionFunction_Std,20,90,STD,0.3085639235236849
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,STD,0.3207941290547705
acustic,_Zero-crossingrate_Mean,20,90,STD,0.3405697215262677
acustic,_Fluctuation_Mean,20,90,STD,0.3480369596953634
acustic,_HarmonicChangeDetectionFunction_Std,30,90,STD,0.0510086896690657
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,STD,0.09056911819622
acustic,_Zero-crossingrate_Mean,30,90,STD,0.0975721300475043
acustic,_Fluctuation_Mean,30,90,STD,0.0622620900274083
acustic,_HarmonicChangeDetectionFunction_Std,40,90,STD,0.0
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,STD,0.0
acustic,_Zero-crossingrate_Mean,40,90,STD,0.0
acustic,_Fluctuation_Mean,40,90,STD,0.0
acustic,_HarmonicChangeDetectionFunction_Std,50,90,STD,0.0
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,STD,0.0
acustic,_Zero-crossingrate_Mean,50,90,STD,0.0
acustic,_Fluctuation_Mean,50,90,STD,0.0
acustic,_HarmonicChangeDetectionFunction_Std,10,90,ZSB,0.9387563724782688
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,ZSB,0.8341246517933067
acustic,_Zero-crossingrate_Mean,10,90,ZSB,0.8045562081882837
acustic,_Fluctuation_Mean,10,90,ZSB,0.7800710042986932
acustic,_HarmonicChangeDetectionFunction_Std,20,90,ZSB,0.98320890400324
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,ZSB,0.9575693377942138
acustic,_Zero-crossingrate_Mean,20,90,ZSB,0.9578301080754584
acustic,_Fluctuation_Mean,20,90,ZSB,0.929959231891096
acustic,_HarmonicChangeDetectionFunction_Std,30,90,ZSB,0.9970241032068684
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,ZSB,0.9815868118651448
acustic,_Zero-crossingrate_Mean,30,90,ZSB,0.9810260300413696
acustic,_Fluctuation_Mean,30,90,ZSB,0.9696752680222992
acustic,_HarmonicChangeDetectionFunction_Std,40,90,ZSB,0.9976051403009324
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,ZSB,0.99760229231094
acustic,_Zero-crossingrate_Mean,40,90,ZSB,0.9952039908640836
acustic,_Fluctuation_Mean,40,90,ZSB,0.9746442918080676
acustic,_HarmonicChangeDetectionFunction_Std,50,90,ZSB,0.929688716199946
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,ZSB,0.9490611209605138
acustic,_Zero-crossingrate_Mean,50,90,ZSB,0.9883873648106298
acustic,_Fluctuation_Mean,50,90,ZSB,0.9776368558107116
acustic,_HarmonicChangeDetectionFunction_Std,10,90,KNN,0.2346123466754121
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,KNN,0.203488321656523
acustic,_Zero-crossingrate_Mean,10,90,KNN,0.1710733436707118
acustic,_Fluctuation_Mean,10,90,KNN,0.1759841293541935
acustic,_HarmonicChangeDetectionFunction_Std,20,90,KNN,0.389379795168928
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,KNN,0.3700994652799496
acustic,_Zero-crossingrate_Mean,20,90,KNN,0.3442512271706563
acustic,_Fluctuation_Mean,20,90,KNN,0.3444274175295456
acustic,_HarmonicChangeDetectionFunction_Std,30,90,KNN,0.500023570942836
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,KNN,0.4805092569951606
acustic,_Zero-crossingrate_Mean,30,90,KNN,0.4536200023788962
acustic,_Fluctuation_Mean,30,90,KNN,0.4688772386294667
acustic,_HarmonicChangeDetectionFunction_Std,40,90,KNN,0.5851759602198789
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,KNN,0.5752579504616548
acustic,_Zero-crossingrate_Mean,40,90,KNN,0.5714916146582588
acustic,_Fluctuation_Mean,40,90,KNN,0.5766293271289922
acustic,_HarmonicChangeDetectionFunction_Std,50,90,KNN,0.6925056084579462
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,KNN,0.6754299384449097
acustic,_Zero-crossingrate_Mean,50,90,KNN,0.6510331191753616
acustic,_Fluctuation_Mean,50,90,KNN,0.6539803663845429
acustic,_HarmonicChangeDetectionFunction_Std,10,90,LOF,0.6256370191518394
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,90,LOF,0.6383860834742787
acustic,_Zero-crossingrate_Mean,10,90,LOF,0.6344912447926222
acustic,_Fluctuation_Mean,10,90,LOF,0.5722942281106258
acustic,_HarmonicChangeDetectionFunction_Std,20,90,LOF,0.4362602569602037
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,90,LOF,0.511494155770012
acustic,_Zero-crossingrate_Mean,20,90,LOF,0.5275721408923135
acustic,_Fluctuation_Mean,20,90,LOF,0.4729281271820874
acustic,_HarmonicChangeDetectionFunction_Std,30,90,LOF,0.4389088951239055
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,90,LOF,0.4120221990983088
acustic,_Zero-crossingrate_Mean,30,90,LOF,0.456465682044172
acustic,_Fluctuation_Mean,30,90,LOF,0.4007249038480286
acustic,_HarmonicChangeDetectionFunction_Std,40,90,LOF,0.3664238189536205
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,90,LOF,0.325993474226171
acustic,_Zero-crossingrate_Mean,40,90,LOF,0.33524412706657
acustic,_Fluctuation_Mean,40,90,LOF,0.3330511935791555
acustic,_HarmonicChangeDetectionFunction_Std,50,90,LOF,0.3285898139545335
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,90,LOF,0.3310729924303848
acustic,_Zero-crossingrate_Mean,50,90,LOF,0.3221644314240544
acustic,_Fluctuation_Mean,50,90,LOF,0.3451329921967983
acustic,_HarmonicChangeDetectionFunction_Std,10,100,IQR,0.9947803195352216
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,IQR,0.9761838173983488
acustic,_Zero-crossingrate_Mean,10,100,IQR,0.9756803429516266
acustic,_Fluctuation_Mean,10,100,IQR,0.8772869627036688
acustic,_HarmonicChangeDetectionFunction_Std,20,100,IQR,0.998427424140523
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,IQR,0.9963070124476991
acustic,_Zero-crossingrate_Mean,20,100,IQR,0.9920747212137436
acustic,_Fluctuation_Mean,20,100,IQR,0.939224735953708
acustic,_HarmonicChangeDetectionFunction_Std,30,100,IQR,1.0
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,IQR,0.9960074827523688
acustic,_Zero-crossingrate_Mean,30,100,IQR,0.9960071206381332
acustic,_Fluctuation_Mean,30,100,IQR,0.9682481086124536
acustic,_HarmonicChangeDetectionFunction_Std,40,100,IQR,0.99640866344432
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,IQR,0.9950151003127824
acustic,_Zero-crossingrate_Mean,40,100,IQR,0.99565748509644
acustic,_Fluctuation_Mean,40,100,IQR,0.9875411711197156
acustic,_HarmonicChangeDetectionFunction_Std,50,100,IQR,0.9592796356374051
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,IQR,0.8990415295398763
acustic,_Zero-crossingrate_Mean,50,100,IQR,0.9096350745490708
acustic,_Fluctuation_Mean,50,100,IQR,0.9179446594031366
acustic,_HarmonicChangeDetectionFunction_Std,10,100,ISO,0.952202262842654
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,ISO,0.919129961780736
acustic,_Zero-crossingrate_Mean,10,100,ISO,0.9318083940306472
acustic,_Fluctuation_Mean,10,100,ISO,0.9440356520359354
acustic,_HarmonicChangeDetectionFunction_Std,20,100,ISO,0.6722430282237597
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,ISO,0.6482005285586997
acustic,_Zero-crossingrate_Mean,20,100,ISO,0.6702906315661368
acustic,_Fluctuation_Mean,20,100,ISO,0.6582311905678101
acustic,_HarmonicChangeDetectionFunction_Std,30,100,ISO,0.5011751476756794
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,ISO,0.5007327379549449
acustic,_Zero-crossingrate_Mean,30,100,ISO,0.5234764471733453
acustic,_Fluctuation_Mean,30,100,ISO,0.5022647271219004
acustic,_HarmonicChangeDetectionFunction_Std,40,100,ISO,0.4081797439843729
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,ISO,0.4007598589446103
acustic,_Zero-crossingrate_Mean,40,100,ISO,0.4001518626904644
acustic,_Fluctuation_Mean,40,100,ISO,0.391895381812923
acustic,_HarmonicChangeDetectionFunction_Std,50,100,ISO,0.3345553518459822
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,ISO,0.3296693441907182
acustic,_Zero-crossingrate_Mean,50,100,ISO,0.3285462738688058
acustic,_Fluctuation_Mean,50,100,ISO,0.3373814194441671
acustic,_HarmonicChangeDetectionFunction_Std,10,100,PERC,0.3224720410716992
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,PERC,0.3309045363914257
acustic,_Zero-crossingrate_Mean,10,100,PERC,0.3107400822581986
acustic,_Fluctuation_Mean,10,100,PERC,0.3502825823370067
acustic,_HarmonicChangeDetectionFunction_Std,20,100,PERC,0.1843139118656265
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,PERC,0.1762490162480226
acustic,_Zero-crossingrate_Mean,20,100,PERC,0.1833798599548735
acustic,_Fluctuation_Mean,20,100,PERC,0.1791593828272306
acustic,_HarmonicChangeDetectionFunction_Std,30,100,PERC,0.1253965753982989
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,PERC,0.125442921519217
acustic,_Zero-crossingrate_Mean,30,100,PERC,0.1324780027177534
acustic,_Fluctuation_Mean,30,100,PERC,0.1258289094545387
acustic,_HarmonicChangeDetectionFunction_Std,40,100,PERC,0.0976248647041139
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,PERC,0.0955257089004526
acustic,_Zero-crossingrate_Mean,40,100,PERC,0.0953173502651174
acustic,_Fluctuation_Mean,40,100,PERC,0.0929611717842464
acustic,_HarmonicChangeDetectionFunction_Std,50,100,PERC,0.077263510267548
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,PERC,0.0759665387103794
acustic,_Zero-crossingrate_Mean,50,100,PERC,0.0756582823150174
acustic,_Fluctuation_Mean,50,100,PERC,0.0782426970451826
acustic,_HarmonicChangeDetectionFunction_Std,10,100,STD,0.6233810734116921
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,STD,0.6079987683134214
acustic,_Zero-crossingrate_Mean,10,100,STD,0.6027407339747494
acustic,_Fluctuation_Mean,10,100,STD,0.6416240011983547
acustic,_HarmonicChangeDetectionFunction_Std,20,100,STD,0.3807987627812905
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,STD,0.3342423448541537
acustic,_Zero-crossingrate_Mean,20,100,STD,0.3423311377577885
acustic,_Fluctuation_Mean,20,100,STD,0.3318411221437063
acustic,_HarmonicChangeDetectionFunction_Std,30,100,STD,0.0808578105802111
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,STD,0.1105792916201617
acustic,_Zero-crossingrate_Mean,30,100,STD,0.1187010078841539
acustic,_Fluctuation_Mean,30,100,STD,0.0785227702848844
acustic,_HarmonicChangeDetectionFunction_Std,40,100,STD,0.0
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,STD,0.0087412587412587
acustic,_Zero-crossingrate_Mean,40,100,STD,0.0017241379310344
acustic,_Fluctuation_Mean,40,100,STD,0.0
acustic,_HarmonicChangeDetectionFunction_Std,50,100,STD,0.0
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,STD,0.0
acustic,_Zero-crossingrate_Mean,50,100,STD,0.0
acustic,_Fluctuation_Mean,50,100,STD,0.0
acustic,_HarmonicChangeDetectionFunction_Std,10,100,ZSB,0.9436525267621376
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,ZSB,0.836793177518629
acustic,_Zero-crossingrate_Mean,10,100,ZSB,0.8365107043736376
acustic,_Fluctuation_Mean,10,100,ZSB,0.774830883256982
acustic,_HarmonicChangeDetectionFunction_Std,20,100,ZSB,0.9809366054616432
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,ZSB,0.9477277544824813
acustic,_Zero-crossingrate_Mean,20,100,ZSB,0.946356563649702
acustic,_Fluctuation_Mean,20,100,ZSB,0.9264317255390744
acustic,_HarmonicChangeDetectionFunction_Std,30,100,ZSB,0.9973577229724576
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,ZSB,0.9805883180253752
acustic,_Zero-crossingrate_Mean,30,100,ZSB,0.9818975898569158
acustic,_Fluctuation_Mean,30,100,ZSB,0.967721813341314
acustic,_HarmonicChangeDetectionFunction_Std,40,100,ZSB,0.9984300513384672
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,ZSB,0.9972545377844552
acustic,_Zero-crossingrate_Mean,40,100,ZSB,0.9932379564964756
acustic,_Fluctuation_Mean,40,100,ZSB,0.9806462160599708
acustic,_HarmonicChangeDetectionFunction_Std,50,100,ZSB,0.9788031933002476
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,ZSB,0.9544284196644168
acustic,_Zero-crossingrate_Mean,50,100,ZSB,0.9562123071686576
acustic,_Fluctuation_Mean,50,100,ZSB,0.9757314700730024
acustic,_HarmonicChangeDetectionFunction_Std,10,100,KNN,0.2280413920307187
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,KNN,0.2080879019892501
acustic,_Zero-crossingrate_Mean,10,100,KNN,0.197982805408882
acustic,_Fluctuation_Mean,10,100,KNN,0.1738432683363307
acustic,_HarmonicChangeDetectionFunction_Std,20,100,KNN,0.3675516468778251
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,KNN,0.3673314986867763
acustic,_Zero-crossingrate_Mean,20,100,KNN,0.331792956217986
acustic,_Fluctuation_Mean,20,100,KNN,0.3404564935886146
acustic,_HarmonicChangeDetectionFunction_Std,30,100,KNN,0.4897248924734507
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,KNN,0.4769036971568778
acustic,_Zero-crossingrate_Mean,30,100,KNN,0.440392406566282
acustic,_Fluctuation_Mean,30,100,KNN,0.4603758752532724
acustic,_HarmonicChangeDetectionFunction_Std,40,100,KNN,0.5853012892964905
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,KNN,0.5806033383795663
acustic,_Zero-crossingrate_Mean,40,100,KNN,0.5717731844956992
acustic,_Fluctuation_Mean,40,100,KNN,0.5820853648882723
acustic,_HarmonicChangeDetectionFunction_Std,50,100,KNN,0.6789165357656121
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,KNN,0.6800844230112054
acustic,_Zero-crossingrate_Mean,50,100,KNN,0.6745613660930075
acustic,_Fluctuation_Mean,50,100,KNN,0.6593837713387047
acustic,_HarmonicChangeDetectionFunction_Std,10,100,LOF,0.570043945224098
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,10,100,LOF,0.660132742206962
acustic,_Zero-crossingrate_Mean,10,100,LOF,0.6748458912668516
acustic,_Fluctuation_Mean,10,100,LOF,0.5574085035023121
acustic,_HarmonicChangeDetectionFunction_Std,20,100,LOF,0.4794586662978604
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,20,100,LOF,0.4956631936983618
acustic,_Zero-crossingrate_Mean,20,100,LOF,0.4785004285907261
acustic,_Fluctuation_Mean,20,100,LOF,0.4577437402021481
acustic,_HarmonicChangeDetectionFunction_Std,30,100,LOF,0.4194974217568852
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,30,100,LOF,0.4539035830063186
acustic,_Zero-crossingrate_Mean,30,100,LOF,0.3980388890741682
acustic,_Fluctuation_Mean,30,100,LOF,0.3981110655650535
acustic,_HarmonicChangeDetectionFunction_Std,40,100,LOF,0.4174291771245752
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,40,100,LOF,0.4026502422203203
acustic,_Zero-crossingrate_Mean,40,100,LOF,0.426763173067575
acustic,_Fluctuation_Mean,40,100,LOF,0.3857049734725482
acustic,_HarmonicChangeDetectionFunction_Std,50,100,LOF,0.311088380767885
acustic,_HarmonicChangeDetectionFunction_PeriodAmp,50,100,LOF,0.3514455743126895
acustic,_Zero-crossingrate_Mean,50,100,LOF,0.3672328049842118
acustic,_Fluctuation_Mean,50,100,LOF,0.3164977468969813
cancer,Uniformity_of_Cell_Shape,10,1,IQR,0.650892511308614
cancer,Uniformity_of_Cell_Size,10,1,IQR,0.7760714903065229
cancer,Bare_Nuclei,10,1,IQR,0.2611464544983147
cancer,Bland_Chromatin,10,1,IQR,0.7203221654623893
cancer,Uniformity_of_Cell_Shape,20,1,IQR,0.4403507163863165
cancer,Uniformity_of_Cell_Size,20,1,IQR,0.5274588446054398
cancer,Bare_Nuclei,20,1,IQR,0.0455465587044534
cancer,Bland_Chromatin,20,1,IQR,0.2228378958818948
cancer,Uniformity_of_Cell_Shape,30,1,IQR,0.1607560354114356
cancer,Uniformity_of_Cell_Size,30,1,IQR,0.2662468296194862
cancer,Bare_Nuclei,30,1,IQR,0.0
cancer,Bland_Chromatin,30,1,IQR,0.172124428215329
cancer,Uniformity_of_Cell_Shape,40,1,IQR,0.0052631578947368
cancer,Uniformity_of_Cell_Size,40,1,IQR,0.0140449438202247
cancer,Bare_Nuclei,40,1,IQR,0.0
cancer,Bland_Chromatin,40,1,IQR,0.0556010741835484
cancer,Uniformity_of_Cell_Shape,50,1,IQR,0.0
cancer,Uniformity_of_Cell_Size,50,1,IQR,0.0
cancer,Bare_Nuclei,50,1,IQR,0.0
cancer,Bland_Chromatin,50,1,IQR,0.0
cancer,Uniformity_of_Cell_Shape,10,1,ISO,0.9206467543529078
cancer,Uniformity_of_Cell_Size,10,1,ISO,0.965666302867487
cancer,Bare_Nuclei,10,1,ISO,0.9443060361988656
cancer,Bland_Chromatin,10,1,ISO,0.9674699267206012
cancer,Uniformity_of_Cell_Shape,20,1,ISO,0.6382988516102877
cancer,Uniformity_of_Cell_Size,20,1,ISO,0.6943604618194987
cancer,Bare_Nuclei,20,1,ISO,0.6678565740233108
cancer,Bland_Chromatin,20,1,ISO,0.6535672870138143
cancer,Uniformity_of_Cell_Shape,30,1,ISO,0.4734656683801908
cancer,Uniformity_of_Cell_Size,30,1,ISO,0.4830348391567339
cancer,Bare_Nuclei,30,1,ISO,0.5036386632022688
cancer,Bland_Chromatin,30,1,ISO,0.4379412718928338
cancer,Uniformity_of_Cell_Shape,40,1,ISO,0.3777779494991337
cancer,Uniformity_of_Cell_Size,40,1,ISO,0.3742557268489489
cancer,Bare_Nuclei,40,1,ISO,0.3501157244049417
cancer,Bland_Chromatin,40,1,ISO,0.3247050377493755
cancer,Uniformity_of_Cell_Shape,50,1,ISO,0.2820137103367435
cancer,Uniformity_of_Cell_Size,50,1,ISO,0.296527972345682
cancer,Bare_Nuclei,50,1,ISO,0.2707044718952208
cancer,Bland_Chromatin,50,1,ISO,0.2333639222984571
cancer,Uniformity_of_Cell_Shape,10,1,PERC,0.3344706437932741
cancer,Uniformity_of_Cell_Size,10,1,PERC,0.3494004951367042
cancer,Bare_Nuclei,10,1,PERC,0.3506539103390821
cancer,Bland_Chromatin,10,1,PERC,0.347885030253149
cancer,Uniformity_of_Cell_Shape,20,1,PERC,0.1846430636790738
cancer,Uniformity_of_Cell_Size,20,1,PERC,0.1961676810603086
cancer,Bare_Nuclei,20,1,PERC,0.1912409638929404
cancer,Bland_Chromatin,20,1,PERC,0.1879218764900042
cancer,Uniformity_of_Cell_Shape,30,1,PERC,0.1259753181468633
cancer,Uniformity_of_Cell_Size,30,1,PERC,0.1302214748532219
cancer,Bare_Nuclei,30,1,PERC,0.1319250135929728
cancer,Bland_Chromatin,30,1,PERC,0.1260947091784541
cancer,Uniformity_of_Cell_Shape,40,1,PERC,0.0959439149097283
cancer,Uniformity_of_Cell_Size,40,1,PERC,0.0987785449191011
cancer,Bare_Nuclei,40,1,PERC,0.0965543572652977
