dataset,model,technique,real,pred,perc_completeness
abalone_1,DecisionTree,impute_kproto,0.001984461306580698,0.010763134619875889,0.4477375
abalone_2,DecisionTree,impute_kproto,0.0037006227375743217,0.013710966323789849,0.4049
abalone_3,DecisionTree,impute_kproto,-0.02379977437370573,0.013662128277831451,0.3526249999999999
abalone_4,DecisionTree,impute_kproto,-0.012254633226850498,0.005373794969467007,0.2980625
abalone_5,DecisionTree,impute_kproto,-0.008805435082790192,0.011280124664290288,0.25275
abalone_6,DecisionTree,impute_kproto,-0.001947773928803409,0.007716754008019497,0.202125
abalone_7,DecisionTree,impute_kproto,0.0009591767734639101,0.007652756796935965,0.1522625
abalone_8,DecisionTree,impute_kproto,-0.0012566257197745845,0.006538500984971827,0.1008125
abalone_9,DecisionTree,impute_kproto,0.009279980876184535,0.009308688405848423,0.0487
abalone_0,LogisticRegression,impute_standard,0.0,0.0,0.5002875
abalone_1,LogisticRegression,impute_standard,0.0,0.0,0.4477375
abalone_2,LogisticRegression,impute_standard,0.0,0.0,0.4049
abalone_3,LogisticRegression,impute_standard,0.0,0.0,0.3526249999999999
abalone_4,LogisticRegression,impute_standard,0.0,0.0,0.2980625
abalone_5,LogisticRegression,impute_standard,0.0,0.0,0.25275
abalone_6,LogisticRegression,impute_standard,0.0,0.0,0.202125
abalone_7,LogisticRegression,impute_standard,0.0,0.0,0.1522625
abalone_8,LogisticRegression,impute_standard,0.0,0.0,0.1008125
abalone_9,LogisticRegression,impute_standard,0.0,0.0,0.0487
abalone_0,LogisticRegression,impute_mode,0.013981375804089424,0.008759077911669954,0.5002875
abalone_1,LogisticRegression,impute_mode,0.012681069833993308,0.008104293543832337,0.4477375
abalone_2,LogisticRegression,impute_mode,0.017539178070219874,0.013915522255542401,0.4049
abalone_3,LogisticRegression,impute_mode,0.019331910954535236,0.012151091836609134,0.3526249999999999
abalone_4,LogisticRegression,impute_mode,0.00932991459915089,0.001964722758599513,0.2980625
abalone_5,LogisticRegression,impute_mode,0.02130056293216298,0.00952485815969359,0.25275
abalone_6,LogisticRegression,impute_mode,0.008785681910985721,0.006813643277455353,0.202125
abalone_7,LogisticRegression,impute_mode,0.007390982126701973,0.00961767031428228,0.1522625
abalone_8,LogisticRegression,impute_mode,-0.0013630968322078107,0.008870880703774554,0.1008125
abalone_9,LogisticRegression,impute_mode,-0.007842730709900714,0.009450556023740345,0.0487
abalone_0,LogisticRegression,impute_random,0.011275966417162775,0.011365794343768349,0.5002875
abalone_1,LogisticRegression,impute_random,0.0018809287563259502,0.008777453161779811,0.4477375
abalone_2,LogisticRegression,impute_random,0.004003229384978213,0.011709359731981074,0.4049
abalone_3,LogisticRegression,impute_random,0.012625774651440436,0.007484992444986276,0.3526249999999999
abalone_4,LogisticRegression,impute_random,0.005784884040768157,0.012028131328193718,0.2980625
abalone_5,LogisticRegression,impute_random,0.01245673269752734,0.0034926867377058413,0.25275
abalone_6,LogisticRegression,impute_random,0.001286391955108157,0.001383065178561549,0.202125
abalone_7,LogisticRegression,impute_random,0.0071831326475645385,0.00793634715398763,0.1522625
abalone_8,LogisticRegression,impute_random,-0.002048428824079407,0.0076253863455363015,0.1008125
abalone_9,LogisticRegression,impute_random,-0.008473885424363559,0.00923009603431331,0.0487
abalone_0,LogisticRegression,impute_knn,0.0012481303222614537,0.00962017484347193,0.5002875
abalone_1,LogisticRegression,impute_knn,-0.0029431433149789132,0.008204762018917441,0.4477375
abalone_2,LogisticRegression,impute_knn,0.009879851014259255,0.017310632374702827,0.4049
abalone_3,LogisticRegression,impute_knn,0.015633152801262096,0.015447616263873809,0.3526249999999999
abalone_4,LogisticRegression,impute_knn,0.0037383786800617713,-0.0058684192937478495,0.2980625
abalone_5,LogisticRegression,impute_knn,0.008602177794588162,0.009748723247881053,0.25275
abalone_6,LogisticRegression,impute_knn,0.003979716460698279,0.006758155412244163,0.202125
abalone_7,LogisticRegression,impute_knn,0.004058668482661121,0.010149508495942034,0.1522625
abalone_8,LogisticRegression,impute_knn,-0.011580998603899939,0.009347378526756918,0.1008125
abalone_9,LogisticRegression,impute_knn,-0.004330902768915346,0.0055042329990198915,0.0487
abalone_0,LogisticRegression,impute_mice,0.0011046515126050815,0.00956954691981531,0.5002875
abalone_1,LogisticRegression,impute_mice,-0.0022484030607818895,0.008301903424159868,0.4477375
abalone_2,LogisticRegression,impute_mice,0.008907463896361989,0.016598370150228112,0.4049
abalone_3,LogisticRegression,impute_mice,0.01538997840925227,0.014730572991539665,0.3526249999999999
abalone_4,LogisticRegression,impute_mice,0.004166828923806154,-0.005592335223651961,0.2980625
abalone_5,LogisticRegression,impute_mice,0.009380538569632613,0.009381537219979705,0.25275
abalone_6,LogisticRegression,impute_mice,0.0043777150658284025,0.006856906592854149,0.202125
abalone_7,LogisticRegression,impute_mice,0.0038882629112061418,0.010118029151673855,0.1522625
abalone_8,LogisticRegression,impute_mice,-0.012354942189940044,0.009359093380095081,0.1008125
abalone_9,LogisticRegression,impute_mice,-0.004386711720920644,0.00541254126265844,0.0487
abalone_0,LogisticRegression,impute_logistic_regression,-0.023137959445263423,0.008949544604667532,0.5002875
abalone_1,LogisticRegression,impute_logistic_regression,-0.022135852645038367,0.008205998952716263,0.4477375
abalone_2,LogisticRegression,impute_logistic_regression,-0.01075027617407831,0.012415642972213368,0.4049
abalone_3,LogisticRegression,impute_logistic_regression,-0.007703598064092043,0.009886721313648643,0.3526249999999999
abalone_4,LogisticRegression,impute_logistic_regression,-0.0026838112331237785,0.0013560712276854498,0.2980625
abalone_5,LogisticRegression,impute_logistic_regression,-0.004134153970024368,0.006047749717509578,0.25275
abalone_6,LogisticRegression,impute_logistic_regression,-0.009137217041837564,0.00361734538426384,0.202125
abalone_7,LogisticRegression,impute_logistic_regression,-0.006555276314143432,0.006809787174003388,0.1522625
abalone_8,LogisticRegression,impute_logistic_regression,-0.012120173396459322,0.005345389892559038,0.1008125
abalone_9,LogisticRegression,impute_logistic_regression,-0.011014409089993515,0.004091333212427083,0.0487
abalone_0,LogisticRegression,impute_random_forest,-0.015590212301727746,0.005457669587029515,0.5002875
abalone_1,LogisticRegression,impute_random_forest,-0.02133013585275423,0.0028140703829932423,0.4477375
abalone_2,LogisticRegression,impute_random_forest,-0.0032943600427546293,0.011689769933765803,0.4049
abalone_3,LogisticRegression,impute_random_forest,-0.0018055825593181751,0.008567969849310278,0.3526249999999999
abalone_4,LogisticRegression,impute_random_forest,-0.0036373709272385923,-0.00958104227625237,0.2980625
abalone_5,LogisticRegression,impute_random_forest,0.0026041383564665566,0.0034652545523572,0.25275
abalone_6,LogisticRegression,impute_random_forest,-0.005270024388572159,0.0017080061850652045,0.202125
abalone_7,LogisticRegression,impute_random_forest,-0.0055355528201321835,0.0062232714673574226,0.1522625
abalone_8,LogisticRegression,impute_random_forest,-0.013039809610504882,0.006461476922400235,0.1008125
abalone_9,LogisticRegression,impute_random_forest,-0.00917600385407491,0.0020589750072318763,0.0487
abalone_0,LogisticRegression,impute_kproto,0.013981375804089424,0.008759077911669954,0.5002875
abalone_1,LogisticRegression,impute_kproto,0.012681069833993308,0.008116753740238224,0.4477375
abalone_2,LogisticRegression,impute_kproto,0.017539178070219874,0.015294585565494812,0.4049
abalone_3,LogisticRegression,impute_kproto,0.019331910954535236,0.013369017485816625,0.3526249999999999
abalone_4,LogisticRegression,impute_kproto,0.00932991459915089,0.0019819079873213377,0.2980625
abalone_5,LogisticRegression,impute_kproto,0.02130056293216298,0.010270088289088864,0.25275
abalone_6,LogisticRegression,impute_kproto,0.008785681910985721,0.007251836823108044,0.202125
abalone_7,LogisticRegression,impute_kproto,0.007390982126701973,0.010388518559755583,0.1522625
abalone_8,LogisticRegression,impute_kproto,-0.0013630968322078107,0.009290873266715969,0.1008125
abalone_9,LogisticRegression,impute_kproto,-0.007835628521988713,0.009559249287704403,0.0487
abalone_0,KNN,impute_standard,0.0,0.0,0.5002875
abalone_1,KNN,impute_standard,0.0,0.0,0.4477375
abalone_2,KNN,impute_standard,0.0,0.0,0.4049
abalone_3,KNN,impute_standard,0.0,0.0,0.3526249999999999
abalone_4,KNN,impute_standard,0.0,0.0,0.2980625
abalone_5,KNN,impute_standard,0.0,0.0,0.25275
abalone_6,KNN,impute_standard,0.0,0.0,0.202125
abalone_7,KNN,impute_standard,0.0,0.0,0.1522625
abalone_8,KNN,impute_standard,0.0,0.0,0.1008125
abalone_9,KNN,impute_standard,0.0,0.0,0.0487
abalone_0,KNN,impute_mode,0.0008484105650446994,-0.025740901139628174,0.5002875
abalone_1,KNN,impute_mode,0.01811596042169139,-0.02729770749552759,0.4477375
abalone_2,KNN,impute_mode,-0.009499106546990932,-0.006367182013137776,0.4049
abalone_3,KNN,impute_mode,0.016067298404400354,-0.01689148350971678,0.3526249999999999
abalone_4,KNN,impute_mode,0.006176941209925291,-0.02090207415500881,0.2980625
abalone_5,KNN,impute_mode,0.007871866112026726,-0.01719195091065233,0.25275
abalone_6,KNN,impute_mode,-0.0011790331321490655,-0.01985074937367314,0.202125
abalone_7,KNN,impute_mode,-0.0013635589547744686,-0.0034461696102605507,0.1522625
abalone_8,KNN,impute_mode,-0.0018115882817602014,-0.0007379256347506136,0.1008125
abalone_9,KNN,impute_mode,0.00642730309523698,-0.005660499397915774,0.0487
abalone_0,KNN,impute_random,-0.00043175487071778207,-0.015409389121050915,0.5002875
abalone_1,KNN,impute_random,0.023672403003087816,-0.019708595791475655,0.4477375
abalone_2,KNN,impute_random,0.018279978996044277,-0.00380340626782018,0.4049
abalone_3,KNN,impute_random,0.022425954948047444,-0.018543918718438517,0.3526249999999999
abalone_4,KNN,impute_random,0.015425033533229437,-0.015809558689121542,0.2980625
abalone_5,KNN,impute_random,0.02174054031568795,-0.018545468705500424,0.25275
abalone_6,KNN,impute_random,-0.010257093402916029,-0.024774791718229446,0.202125
abalone_7,KNN,impute_random,0.030834745822055143,-0.003751783715784808,0.1522625
abalone_8,KNN,impute_random,0.0146181122095842,-0.0024929068943555415,0.1008125
abalone_9,KNN,impute_random,0.009413216234824828,-0.008194867221687266,0.0487
abalone_0,KNN,impute_knn,0.012501028593042252,-0.027385349763443402,0.5002875
abalone_1,KNN,impute_knn,0.016020093610655373,-0.029757113394109667,0.4477375
abalone_2,KNN,impute_knn,0.009088579139591046,-0.003487617919682097,0.4049
abalone_3,KNN,impute_knn,0.010749775967719088,-0.016423426725227515,0.3526249999999999
abalone_4,KNN,impute_knn,0.01834420943784687,-0.03297976650240593,0.2980625
abalone_5,KNN,impute_knn,0.005872777317808997,-0.01829799096351608,0.25275
abalone_6,KNN,impute_knn,0.00876656285621491,-0.02346716917007515,0.202125
abalone_7,KNN,impute_knn,0.013654008519196736,-0.004742636942942521,0.1522625
abalone_8,KNN,impute_knn,-0.00454741145772708,-0.0006686273115697583,0.1008125
abalone_9,KNN,impute_knn,-0.000692891972961629,-0.011908893161506486,0.0487
abalone_0,KNN,impute_mice,0.01272712775937257,-0.02762552143615087,0.5002875
abalone_1,KNN,impute_mice,0.013569879761484605,-0.030141837709080268,0.4477375
abalone_2,KNN,impute_mice,0.010515861514889258,-0.003096315570523938,0.4049
abalone_3,KNN,impute_mice,0.011179146283795127,-0.01576664619119474,0.3526249999999999
abalone_4,KNN,impute_mice,0.019723828149961986,-0.0331205952134836,0.2980625
abalone_5,KNN,impute_mice,0.004880643963586118,-0.01765816006254185,0.25275
abalone_6,KNN,impute_mice,0.009973513333115025,-0.02312331733436879,0.202125
abalone_7,KNN,impute_mice,0.013699846764073764,-0.003927567617250606,0.1522625
abalone_8,KNN,impute_mice,-0.00565752011297227,-0.00028854052242386036,0.1008125
abalone_9,KNN,impute_mice,0.0006493376793069716,-0.011431979233473699,0.0487
abalone_0,KNN,impute_logistic_regression,-0.01605679354152012,-0.030021867257092286,0.5002875
abalone_1,KNN,impute_logistic_regression,-0.011640533517934148,-0.0336146167079434,0.4477375
abalone_2,KNN,impute_logistic_regression,-0.007260741936907289,-0.0076505971665528595,0.4049
abalone_3,KNN,impute_logistic_regression,-0.00022373350007454107,-0.021116109676278725,0.3526249999999999
abalone_4,KNN,impute_logistic_regression,0.003402170953012984,-0.03405854274234458,0.2980625
abalone_5,KNN,impute_logistic_regression,-0.0040812565726275896,-0.020358014521839846,0.25275
abalone_6,KNN,impute_logistic_regression,-0.022569738952206153,-0.024986422312849373,0.202125
abalone_7,KNN,impute_logistic_regression,0.0020689069495948287,-0.005989100438979714,0.1522625
abalone_8,KNN,impute_logistic_regression,-0.00033565735803398056,-0.003195223528900318,0.1008125
abalone_9,KNN,impute_logistic_regression,0.008691696951978911,-0.013946872268143886,0.0487
abalone_0,KNN,impute_random_forest,0.0013790310739528744,-0.030391398604423532,0.5002875
abalone_1,KNN,impute_random_forest,0.01592926627963398,-0.03378576972715356,0.4477375
abalone_2,KNN,impute_random_forest,-0.008250590884658182,-0.0070625510731124,0.4049
abalone_3,KNN,impute_random_forest,0.0036593386175391984,-0.02069652255318891,0.3526249999999999
abalone_4,KNN,impute_random_forest,0.01382626007631893,-0.03637408043851338,0.2980625
abalone_5,KNN,impute_random_forest,-0.005300036592055468,-0.02072314351971078,0.25275
abalone_6,KNN,impute_random_forest,-0.0029598090891014284,-0.025437140653102295,0.202125
abalone_7,KNN,impute_random_forest,-0.008500689116084592,-0.005892731548908497,0.1522625
abalone_8,KNN,impute_random_forest,-0.011841564012467165,-0.0025196260442233048,0.1008125
abalone_9,KNN,impute_random_forest,0.005650761168187746,-0.014148606427783712,0.0487
abalone_0,KNN,impute_kproto,0.0008484105650446994,-0.025695269279304905,0.5002875
abalone_1,KNN,impute_kproto,0.01811596042169139,-0.027197137139883,0.4477375
abalone_2,KNN,impute_kproto,-0.009499106546990932,-0.006750206624445473,0.4049
abalone_3,KNN,impute_kproto,0.016067298404400354,-0.017615379627160376,0.3526249999999999
abalone_4,KNN,impute_kproto,0.006176941209925291,-0.020966489902981222,0.2980625
abalone_5,KNN,impute_kproto,0.007871866112026726,-0.01802840197536919,0.25275
abalone_6,KNN,impute_kproto,-0.0011790331321490655,-0.02058584680910176,0.202125
abalone_7,KNN,impute_kproto,-0.0013635589547744686,-0.004569697650336356,0.1522625
abalone_8,KNN,impute_kproto,-0.0018115882817602014,-0.001342117138306171,0.1008125
abalone_9,KNN,impute_kproto,0.009014217673278924,-0.006473405826273357,0.0487
abalone_0,RandomForest,impute_standard,0.0,0.0,0.5002875
abalone_1,RandomForest,impute_standard,0.0,0.0,0.4477375
abalone_2,RandomForest,impute_standard,0.0,0.0,0.4049
abalone_3,RandomForest,impute_standard,0.0,0.0,0.3526249999999999
abalone_4,RandomForest,impute_standard,0.0,0.0,0.2980625
abalone_5,RandomForest,impute_standard,0.0,0.0,0.25275
abalone_6,RandomForest,impute_standard,0.0,0.0,0.202125
abalone_7,RandomForest,impute_standard,0.0,0.0,0.1522625
abalone_8,RandomForest,impute_standard,0.0,0.0,0.1008125
abalone_9,RandomForest,impute_standard,0.0,0.0,0.0487
abalone_0,RandomForest,impute_mode,-0.005687764186838695,0.00918516816170017,0.5002875
abalone_1,RandomForest,impute_mode,0.012060338580811014,0.008378936010250212,0.4477375
abalone_2,RandomForest,impute_mode,0.014402236666040125,0.013511366534059063,0.4049
abalone_3,RandomForest,impute_mode,0.0026898489110445123,0.014087202643543097,0.3526249999999999
abalone_4,RandomForest,impute_mode,-0.004195967799718758,0.0030982251816063303,0.2980625
abalone_5,RandomForest,impute_mode,-0.00811838309657853,0.010221168395835204,0.25275
abalone_6,RandomForest,impute_mode,-0.005711741376748902,0.006813096816069462,0.202125
abalone_7,RandomForest,impute_mode,0.0007111662906047478,0.00670393401274478,0.1522625
abalone_8,RandomForest,impute_mode,0.0006813903523543718,0.006380141630231107,0.1008125
abalone_9,RandomForest,impute_mode,-0.0014551545470471439,0.007924127906263746,0.0487
abalone_0,RandomForest,impute_random,-0.002734336090497669,0.012746688357862815,0.5002875
abalone_1,RandomForest,impute_random,0.025464700557872977,0.010812971308672165,0.4477375
abalone_2,RandomForest,impute_random,0.009336805652297886,0.01258692274485671,0.4049
abalone_3,RandomForest,impute_random,0.01865657264565601,0.011282802936123095,0.3526249999999999
abalone_4,RandomForest,impute_random,0.0009368329372967388,0.008443397473609192,0.2980625
abalone_5,RandomForest,impute_random,0.010412685685246337,0.006622528060033092,0.25275
abalone_6,RandomForest,impute_random,0.0038317831871139685,0.002421927714321992,0.202125
abalone_7,RandomForest,impute_random,0.010700192657006613,0.006089367999957217,0.1522625
abalone_8,RandomForest,impute_random,-0.002124520162388732,0.006425917175913698,0.1008125
abalone_9,RandomForest,impute_random,-0.001803062852861137,0.0071825937029381896,0.0487
abalone_0,RandomForest,impute_knn,0.003262871063970163,0.011360026972954069,0.5002875
abalone_1,RandomForest,impute_knn,0.007241091494174401,0.010513268011769817,0.4477375
abalone_2,RandomForest,impute_knn,0.003426228661155273,0.01850521614969669,0.4049
abalone_3,RandomForest,impute_knn,0.005658013420372754,0.019677913637715372,0.3526249999999999
abalone_4,RandomForest,impute_knn,0.002662955774872522,-0.0030699449732121352,0.2980625
abalone_5,RandomForest,impute_knn,0.0010370739416704078,0.013670806494732636,0.25275
abalone_6,RandomForest,impute_knn,-0.004704166034852353,0.008849331365826765,0.202125
abalone_7,RandomForest,impute_knn,-0.014408198068733613,0.009528903944000204,0.1522625
abalone_8,RandomForest,impute_knn,-0.014365998615087028,0.00885674663209332,0.1008125
abalone_9,RandomForest,impute_knn,-0.011395073827571434,0.006717694071537055,0.0487
abalone_0,RandomForest,impute_mice,0.003979150682451027,0.011274536764392338,0.5002875
abalone_1,RandomForest,impute_mice,0.001286256653835971,0.010596264009012774,0.4477375
abalone_2,RandomForest,impute_mice,0.0005738540130311165,0.019175054306202772,0.4049
abalone_3,RandomForest,impute_mice,0.003049780327211038,0.019728237841947292,0.3526249999999999
abalone_4,RandomForest,impute_mice,0.006517967161164817,-0.0032209092527048493,0.2980625
abalone_5,RandomForest,impute_mice,0.0010658214494431162,0.013720923756280725,0.25275
abalone_6,RandomForest,impute_mice,-0.005878286705967017,0.009098293263931925,0.202125
abalone_7,RandomForest,impute_mice,-0.010556229867546785,0.009813246784023464,0.1522625
abalone_8,RandomForest,impute_mice,-0.014162257174525461,0.009024054885510556,0.1008125
abalone_9,RandomForest,impute_mice,-0.00908288294484838,0.006585588208395175,0.0487
abalone_0,RandomForest,impute_logistic_regression,-0.015123876910033696,0.007638204474419779,0.5002875
abalone_1,RandomForest,impute_logistic_regression,-0.004454538724609103,0.006216114065012682,0.4477375
abalone_2,RandomForest,impute_logistic_regression,-0.01015557970592762,0.012380607499177645,0.4049
abalone_3,RandomForest,impute_logistic_regression,0.0032607376380320297,0.012865017657553377,0.3526249999999999
abalone_4,RandomForest,impute_logistic_regression,-0.004455218836586727,-0.002294187888825234,0.2980625
abalone_5,RandomForest,impute_logistic_regression,-0.017770797219869516,0.008614135241239988,0.25275
abalone_6,RandomForest,impute_logistic_regression,-0.025187533389462002,0.005950768005531721,0.202125
abalone_7,RandomForest,impute_logistic_regression,-0.01375225723983231,0.006442449850390559,0.1522625
abalone_8,RandomForest,impute_logistic_regression,-0.03322179639956513,0.004910362368967314,0.1008125
abalone_9,RandomForest,impute_logistic_regression,-0.015730949437901875,0.0039354494707928,0.0487
abalone_0,RandomForest,impute_random_forest,-0.017479284978730636,0.006783136550569052,0.5002875
abalone_1,RandomForest,impute_random_forest,0.0009213513524273242,0.005812140018402398,0.4477375
abalone_2,RandomForest,impute_random_forest,-0.01046797968507418,0.014709706282224478,0.4049
abalone_3,RandomForest,impute_random_forest,0.000496778861995173,0.014284553563864683,0.3526249999999999
abalone_4,RandomForest,impute_random_forest,0.0017286942206733436,-0.0063729999813802755,0.2980625
abalone_5,RandomForest,impute_random_forest,-0.015441247323197738,0.00966029738903641,0.25275
abalone_6,RandomForest,impute_random_forest,-0.01758315602623517,0.00532969933617699,0.202125
abalone_7,RandomForest,impute_random_forest,-0.021092033446520775,0.00743308194316729,0.1522625
abalone_8,RandomForest,impute_random_forest,-0.02641182869631553,0.007118655761657219,0.1008125
abalone_9,RandomForest,impute_random_forest,-0.02400649068931826,0.004566301613400795,0.0487
abalone_0,RandomForest,impute_kproto,-0.00923987538721227,0.00913215022371726,0.5002875
abalone_1,RandomForest,impute_kproto,0.006688951170474744,0.00857478354258129,0.4477375
abalone_2,RandomForest,impute_kproto,0.013577592584226195,0.013280365696958797,0.4049
abalone_3,RandomForest,impute_kproto,0.00034276088740492483,0.014062142664347936,0.3526249999999999
abalone_4,RandomForest,impute_kproto,-0.006060386459044498,0.003154417291387552,0.2980625
abalone_5,RandomForest,impute_kproto,-0.004540586639967037,0.009789393668395466,0.25275
abalone_6,RandomForest,impute_kproto,-0.002792661140902153,0.0066585707783731836,0.202125
abalone_7,RandomForest,impute_kproto,0.0017699412630992617,0.006873908458521345,0.1522625
abalone_8,RandomForest,impute_kproto,-0.005210017049159799,0.006470717388701867,0.1008125
abalone_9,RandomForest,impute_kproto,-0.016454454501602767,0.007850439036255178,0.0487
abalone_0,AdaBoost,impute_standard,0.0,0.0,0.5002875
abalone_1,AdaBoost,impute_standard,0.0,0.0,0.4477375
abalone_2,AdaBoost,impute_standard,0.0,0.0,0.4049
abalone_3,AdaBoost,impute_standard,0.0,0.0,0.3526249999999999
abalone_4,AdaBoost,impute_standard,0.0,0.0,0.2980625
abalone_5,AdaBoost,impute_standard,0.0,0.0,0.25275
abalone_6,AdaBoost,impute_standard,0.0,0.0,0.202125
abalone_7,AdaBoost,impute_standard,0.0,0.0,0.1522625
