dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred,perc_completeness
german_29,AdaBoost,0.0,['impute_mode' 'impute_standard' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mice' 'impute_knn'],['impute_random' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_logistic_regression' 'impute_mode' 'impute_kproto'],[ 0.0011123   0.         -0.00084765 -0.00111901 -0.00224648 -0.00229938 -0.00407502 -0.00411445],[ 0.0515162   0.0283451   0.00540488  0.0046208   0.         -0.00029251 -0.00344834 -0.0044228 ],0.047
german_29,SVC,0.5,['impute_random_forest' 'impute_kproto' 'impute_mice' 'impute_standard' 'impute_knn' 'impute_logistic_regression' 'impute_mode' 'impute_random'],['impute_random_forest' 'impute_logistic_regression' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_kproto' 'impute_mode' 'impute_random'],[ 0.00285332  0.00276762  0.00032587  0.         -0.00070067 -0.00300494 -0.00518847 -0.00800332],[ 0.0195435   0.01581687  0.00736289  0.00587035  0.         -0.00267714 -0.00774808 -0.02190688],0.047
house_0,DecisionTree,0.25,['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_logistic_regression' 'impute_mice' 'impute_random' 'impute_knn'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.         -0.00055064 -0.00066619 -0.00123439 -0.00213103 -0.00360813 -0.00500883 -0.00651313],[0.02856613 0.02799783 0.02063073 0.02032518 0.0185874  0.01548635 0.01528192 0.        ],0.49975
house_0,LogisticRegression,0.125,['impute_logistic_regression' 'impute_mice' 'impute_random_forest' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard'],[ 0.00339873  0.00303948  0.00143953  0.00124011  0.00040956  0.00040956  0.         -0.00551233],[0.02251662 0.02185844 0.01471022 0.01456436 0.01437684 0.01413719 0.01410156 0.        ],0.49975
house_0,KNN,0.0,['impute_random' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_standard' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_mode' 'impute_kproto'],[ 0.01082431  0.00140381  0.00140381  0.         -0.0054638  -0.0110039 -0.0121691  -0.01811815],[ 4.43808674e-05  0.00000000e+00 -4.21087174e-04 -7.60047570e-04 -5.27503112e-03 -6.98560076e-03 -7.47501383e-03 -7.50179131e-03],0.49975
house_0,RandomForest,0.125,['impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_random_forest' 'impute_mice' 'impute_standard' 'impute_knn'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00901383  0.00528482  0.00503813  0.00385455  0.00360513  0.00220445  0.         -0.00103703],[0.02688789 0.02665536 0.02030678 0.01841268 0.01659854 0.01659065 0.01643839 0.        ],0.49975
house_0,AdaBoost,0.25,['impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random' 'impute_logistic_regression' 'impute_knn' 'impute_mice'],['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_standard'],[ 0.00788934  0.00016287  0.00016287  0.         -0.02119371 -0.02846354 -0.0320998  -0.03836539],[0.03815036 0.02576533 0.01924048 0.01492561 0.01293045 0.00118281 0.00057471 0.        ],0.49975
house_0,SVC,0.125,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_standard' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_random'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.         -0.02684454 -0.02960833 -0.03439846 -0.03490972 -0.03750833 -0.03892269 -0.0702746 ],0.49975
house_1,DecisionTree,0.125,['impute_mode' 'impute_random' 'impute_standard' 'impute_kproto' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00131084  0.00044961  0.         -0.00128977 -0.00237445 -0.00601542 -0.00629021 -0.00867136],[0.03062654 0.03024842 0.02269791 0.02111097 0.01918798 0.01542999 0.01531639 0.        ],0.4490999999999999
house_1,LogisticRegression,0.125,['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_standard' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_kproto' 'impute_logistic_regression' 'impute_mode' 'impute_standard'],[ 0.00694426  0.00629868  0.00465985  0.00162492  0.00162492  0.00114394  0.         -0.00433235],[0.0242629  0.02358453 0.01650923 0.01582981 0.01466186 0.01454453 0.01450435 0.        ],0.4490999999999999
house_1,KNN,0.0,['impute_random' 'impute_standard' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_logistic_regression'],['impute_knn' 'impute_random' 'impute_mice' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode'],[ 1.22738910e-02  0.00000000e+00 -8.87727792e-05 -1.54257426e-03 -1.54257426e-03 -6.71115362e-03 -6.73756829e-03 -1.83781316e-02],[ 0.00184235  0.00146953  0.00077825  0.         -0.00378047 -0.00633017 -0.00767225 -0.00769098],0.4490999999999999
house_1,RandomForest,0.25,['impute_kproto' 'impute_standard' 'impute_mode' 'impute_random' 'impute_logistic_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 2.82586058e-03  0.00000000e+00 -8.92544595e-05 -1.80664210e-03 -5.80105316e-03 -6.20606899e-03 -8.86956148e-03 -9.38983789e-03],[0.02987637 0.02975425 0.0239482  0.01985128 0.01790237 0.0167728 0.01655177 0.        ],0.4490999999999999
house_1,AdaBoost,0.125,['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_knn' 'impute_mice'],['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random' 'impute_kproto' 'impute_standard' 'impute_mode'],[ 0.         -0.00329868 -0.00329868 -0.01810214 -0.02224405 -0.02757604 -0.03151756 -0.0345605 ],[ 0.04416359  0.03147634  0.02448143  0.01966782  0.0122807   0.00375001  0.         -0.00025212],0.4490999999999999
house_1,SVC,0.25,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.         -0.04108254 -0.04710392 -0.06310054 -0.06372148 -0.06804088 -0.06956557 -0.08005846],0.4490999999999999
house_2,DecisionTree,0.0,['impute_random' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00287683  0.00177919  0.00096108  0.         -0.00049839 -0.00277503 -0.00369638 -0.01158754],[0.02853317 0.02783498 0.02051247 0.01874494 0.0182431  0.01561729 0.01540925 0.        ],0.4044375
house_2,LogisticRegression,0.125,['impute_random' 'impute_random_forest' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_standard' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random_forest' 'impute_random' 'impute_standard'],[ 0.01309715  0.00339414  0.00244591  0.00148975  0.00148975  0.00085617  0.         -0.00253318],[0.02074997 0.02025511 0.01430765 0.01429663 0.01168723 0.00978896 0.00956179 0.        ],0.4044375
house_2,KNN,0.125,['impute_random' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_logistic_regression'],['impute_standard' 'impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_random_forest' 'impute_logistic_regression'],[ 0.01500211  0.         -0.00124329 -0.00124329 -0.00858765 -0.01207788 -0.01430618 -0.02171919],[ 0.         -0.00625779 -0.00744957 -0.0121643  -0.01225096 -0.01279164 -0.0131286  -0.01363749],0.4044375
house_2,RandomForest,0.0,['impute_random' 'impute_kproto' 'impute_mode' 'impute_standard' 'impute_knn' 'impute_logistic_regression' 'impute_mice' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_standard'],[ 4.50410281e-03  2.68590690e-03  2.11718084e-03  0.00000000e+00 -8.83203297e-06 -4.69392128e-04 -2.21244793e-03 -2.28277097e-03],[0.02531081 0.02523094 0.01704881 0.01698758 0.01665652 0.0164145 0.01554198 0.        ],0.4044375
house_2,AdaBoost,0.0,['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_random_forest' 'impute_mice' 'impute_logistic_regression' 'impute_knn'],['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random' 'impute_kproto' 'impute_standard' 'impute_mode'],[ 0.         -0.00098741 -0.00098741 -0.00998643 -0.01406016 -0.03428637 -0.03510748 -0.0353661 ],[ 0.04017089  0.02814955  0.02132423  0.0169531   0.00972761  0.00178566  0.         -0.00164718],0.4044375
house_2,SVC,0.375,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_standard' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random_forest' 'impute_random'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.         -0.04013341 -0.04330312 -0.06200888 -0.06649746 -0.06728337 -0.07011849 -0.08316729],0.4044375
house_3,DecisionTree,0.0,['impute_kproto' 'impute_mode' 'impute_standard' 'impute_random' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression' 'impute_knn'],['impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 1.18519812e-04  5.35618911e-05  0.00000000e+00 -2.90209199e-03 -4.19957436e-03 -4.51930475e-03 -1.07842833e-02 -1.16046099e-02],[0.02817845 0.02722863 0.02033927 0.01848755 0.01791384 0.01481881 0.01447621 0.        ],0.341325
house_3,LogisticRegression,0.0,['impute_mode' 'impute_kproto' 'impute_random' 'impute_standard' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[ 0.00161335  0.00161335  0.00038139  0.         -0.00340076 -0.00697815 -0.00771266 -0.0106522 ],[0.02006189 0.01957501 0.01423447 0.01419013 0.01079357 0.00944702 0.00896426 0.        ],0.341325
house_3,KNN,0.125,['impute_random' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_logistic_regression'],['impute_standard' 'impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_random_forest' 'impute_logistic_regression'],[ 0.00190063  0.         -0.00098815 -0.00098815 -0.00831657 -0.0102939 -0.01565545 -0.02340907],[ 0.         -0.00555177 -0.00645141 -0.01116276 -0.01122251 -0.01213019 -0.0126143  -0.01272912],0.341325
house_3,RandomForest,0.0,['impute_mode' 'impute_random' 'impute_standard' 'impute_kproto' 'impute_logistic_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_standard'],[ 0.00131     0.00058191  0.         -0.00235122 -0.00897628 -0.00975106 -0.01008416 -0.01046717],[0.02445724 0.0241193  0.01604172 0.01578434 0.01564668 0.01558002 0.0149515  0.        ],0.341325
house_3,AdaBoost,0.25,['impute_random_forest' 'impute_logistic_regression' 'impute_random' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn'],['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random' 'impute_standard' 'impute_kproto' 'impute_mode'],[ 5.61668006e-03  3.70719610e-03  5.30733819e-04  0.00000000e+00 -9.85509470e-05 -9.85509470e-05 -9.55630811e-04 -1.12701234e-03],[ 0.03955123  0.025555    0.02017637  0.01589593  0.00321374  0. -0.00158632 -0.00822777],0.341325
house_3,SVC,0.25,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_mice' 'impute_knn'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.         -0.02589016 -0.0303268  -0.04491172 -0.06187724 -0.06733053 -0.06791616 -0.06878906],0.341325
house_4,DecisionTree,0.125,['impute_mode' 'impute_random' 'impute_kproto' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression' 'impute_mice' 'impute_knn'],['impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00113424  0.001003    0.00060086  0.         -0.00084123 -0.00652285 -0.00665083 -0.0086167 ],[0.02967425 0.02867692 0.01998436 0.01941856 0.0187412  0.01567831 0.01529395 0.        ],0.291425
house_4,LogisticRegression,0.125,['impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_mice' 'impute_standard' 'impute_knn' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[ 0.00513976  0.0033881   0.0033881   0.00307106  0.00187585  0. -0.00011279 -0.00048864],[0.02080098 0.02039485 0.0155009  0.01546626 0.01139518 0.00973086 0.00957494 0.        ],0.291425
house_4,KNN,0.0,['impute_mode' 'impute_kproto' 'impute_standard' 'impute_mice' 'impute_random' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression'],['impute_standard' 'impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_logistic_regression' 'impute_random'],[ 0.00026562  0.00026562  0.         -0.00043674 -0.00128132 -0.00520116 -0.00547221 -0.01207759],[ 0.         -0.00486799 -0.00571681 -0.01081027 -0.01107643 -0.01176687 -0.01178571 -0.01454388],0.291425
house_4,RandomForest,0.25,['impute_random' 'impute_standard' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_knn' 'impute_mice' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[ 0.00111899  0.         -0.00076362 -0.00234814 -0.00427589 -0.0090464 -0.01185199 -0.0120797 ],[0.02595703 0.02582766 0.01736615 0.01662204 0.01656991 0.01600534 0.01523626 0.        ],0.291425
house_4,AdaBoost,0.125,['impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression'],['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_random' 'impute_kproto' 'impute_mode'],[ 0.00946423  0.00038361  0.00038361  0.         -0.01258943 -0.01798588 -0.01825745 -0.02119118],[ 0.04510105  0.02517498  0.02218511  0.02094015  0.         -0.00120318 -0.00423172 -0.01223306],0.291425
house_4,SVC,0.25,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_mice' 'impute_knn'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.         -0.01745368 -0.02520302 -0.03382708 -0.06884251 -0.07487416 -0.07863483 -0.0836604 ],0.291425
house_5,DecisionTree,0.125,['impute_random' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00051955  0.         -0.0002752  -0.00252769 -0.00690493 -0.00719076 -0.00859192 -0.01345971],[0.02797771 0.0271163  0.01889277 0.01833166 0.01755495 0.01478708 0.01453016 0.        ],0.25525
house_5,LogisticRegression,0.25,['impute_random' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[ 0.00770993  0.00485882  0.00359965  0.00359965  0.00328789  0.00075669  0.         -0.00609578],[0.0190605  0.01881659 0.0148872  0.01476788 0.01062339 0.00955062 0.00846043 0.        ],0.25525
house_5,KNN,0.0,['impute_mode' 'impute_kproto' 'impute_standard' 'impute_random' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_logistic_regression'],['impute_standard' 'impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_random_forest'],[ 0.00019463  0.00019463  0.         -0.00379887 -0.01024573 -0.01347272 -0.0156701  -0.02603838],[ 0.         -0.00634584 -0.00716901 -0.01098952 -0.01153912 -0.01174428 -0.01278361 -0.01309371],0.25525
house_5,RandomForest,0.0,['impute_random' 'impute_kproto' 'impute_mode' 'impute_standard' 'impute_random_forest' 'impute_knn' 'impute_logistic_regression' 'impute_mice'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[ 0.00280453  0.00216506  0.00076827  0.         -0.00587676 -0.00652019 -0.00673163 -0.00989548],[0.02434277 0.02431524 0.01645326 0.01568596 0.01543712 0.01501222 0.01476046 0.        ],0.25525
house_5,AdaBoost,0.0,['impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_random' 'impute_random_forest'],['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_random' 'impute_kproto' 'impute_mode'],[ 0.0090799   0.00114184  0.00114184  0.         -0.00326202 -0.00386014 -0.01353321 -0.0159463 ],[ 0.03886924  0.01895641  0.01526362  0.01515612  0.         -0.0037768 -0.00550018 -0.01367984],0.25525
house_5,SVC,0.25,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_standard' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_mice' 'impute_random_forest' 'impute_knn'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.         -0.00798505 -0.01039411 -0.01661606 -0.04484911 -0.04894415 -0.05312862 -0.06118382],0.25525
house_6,DecisionTree,0.0,['impute_random' 'impute_mode' 'impute_standard' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00133651  0.00059455  0.         -0.00029191 -0.00181932 -0.0027027 -0.0027844  -0.00419266],[0.02608064 0.02542603 0.01659722 0.01626109 0.01610533 0.01371065 0.01344597 0.        ],0.1976125
house_6,LogisticRegression,0.125,['impute_mice' 'impute_knn' 'impute_random' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_standard'],['impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[0.0110166  0.00998468 0.0075885  0.00648674 0.00253678 0.00253678 0.00109442 0.        ],[0.0173821  0.01730963 0.01425838 0.01392268 0.00956354 0.00815545 0.00728614 0.        ],0.1976125
house_6,KNN,0.125,['impute_random' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_logistic_regression'],['impute_standard' 'impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random_forest' 'impute_random'],[ 0.00542623  0.         -0.00152167 -0.00152167 -0.00396918 -0.00465826 -0.00970377 -0.01472396],[ 0.         -0.00522345 -0.00567161 -0.01001237 -0.01018062 -0.01055071 -0.01173802 -0.01258117],0.1976125
house_6,RandomForest,0.0,['impute_mode' 'impute_standard' 'impute_mice' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_knn' 'impute_random_forest'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[ 0.0010864   0.         -0.00134306 -0.00175655 -0.00280678 -0.00349041 -0.00511247 -0.00699514],[0.02274559 0.02239735 0.01503755 0.01408161 0.01383244 0.01341381 0.01251096 0.        ],0.1976125
house_6,AdaBoost,0.25,['impute_random_forest' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random' 'impute_standard' 'impute_mode' 'impute_kproto'],['impute_random_forest' 'impute_logistic_regression' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_random' 'impute_kproto' 'impute_mode'],[0.01888011 0.01627445 0.01553252 0.01553252 0.01158984 0. 0.         0.        ],[ 0.02393293  0.00498355  0.00429042  0.00218082  0.         -0.01566455 -0.01570369 -0.02389209],0.1976125
house_6,SVC,0.125,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_random' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_logistic_regression' 'impute_random_forest' 'impute_mice' 'impute_knn'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.02861471  0.02409048  0.0146057   0.         -0.00073124 -0.00411024 -0.00558649 -0.01198703],0.1976125
house_7,DecisionTree,0.0,['impute_random' 'impute_random_forest' 'impute_standard' 'impute_kproto' 'impute_mode' 'impute_knn' 'impute_mice' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_random' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00850674  0.00044552  0.         -0.00011814 -0.00078076 -0.00227313 -0.00328129 -0.00491977],[0.02145151 0.02094608 0.01408381 0.01354483 0.01333568 0.01230945 0.0119906  0.        ],0.1546874999999999
house_7,LogisticRegression,0.0,['impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_random' 'impute_standard' 'impute_knn' 'impute_mice' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[ 3.39884440e-03  3.00440341e-03  2.89448356e-03  7.21662400e-05  0.00000000e+00 -3.19090753e-03 -3.30079755e-03 -7.10055078e-03],[0.01400763 0.01399547 0.01204545 0.01186464 0.00739624 0.00572174 0.00510951 0.        ],0.1546874999999999
house_7,KNN,0.125,['impute_standard' 'impute_kproto' 'impute_mode' 'impute_random' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_logistic_regression'],['impute_standard' 'impute_mice' 'impute_knn' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random_forest' 'impute_random'],[ 0.         -0.00053699 -0.00087415 -0.00346079 -0.00418391 -0.01301382 -0.01400437 -0.016693  ],[ 0.         -0.01035444 -0.01049768 -0.01211686 -0.01224519 -0.01458326 -0.01514739 -0.01543256],0.1546874999999999
house_7,RandomForest,0.0,['impute_random' 'impute_kproto' 'impute_mode' 'impute_standard' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random_forest'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[ 0.00463416  0.0045102   0.0023884   0.         -0.00198274 -0.0025595 -0.00403722 -0.00417756],[0.01972613 0.01948262 0.01321198 0.01244832 0.01240864 0.01136664 0.00985143 0.        ],0.1546874999999999
house_7,AdaBoost,0.0,['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_standard' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_logistic_regression'],['impute_random_forest' 'impute_standard' 'impute_knn' 'impute_logistic_regression' 'impute_mice' 'impute_kproto' 'impute_random' 'impute_mode'],[ 0.02992248  0.02986138  0.01747566  0.         -0.00172617 -0.00223008 -0.00223008 -0.00347661],[ 0.01707362  0.         -0.00249421 -0.00381182 -0.00386079 -0.02248321 -0.02436562 -0.03133424],0.1546874999999999
house_7,SVC,0.125,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_standard'],[0. 0. 0. 0. 0. 0. 0. 0.],[0.05133619 0.03696325 0.03615219 0.02724149 0.02587884 0.02265632 0.01664063 0.        ],0.1546874999999999
house_8,DecisionTree,0.125,['impute_mode' 'impute_logistic_regression' 'impute_standard' 'impute_random_forest' 'impute_kproto' 'impute_random' 'impute_knn' 'impute_mice'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.001622    0.00053346  0.         -0.00171417 -0.00259821 -0.00274127 -0.00363034 -0.00386143],[0.01877701 0.01847424 0.01220839 0.01203698 0.01192898 0.01100645 0.01059962 0.        ],0.1045499999999999
house_8,LogisticRegression,0.0,['impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard' 'impute_random' 'impute_mode' 'impute_kproto'],['impute_mice' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard'],[ 0.0012001   0.00097978  0.00066691  0.00023201  0.         -0.00023928 -0.00058812 -0.00122241],[0.01352593 0.01324584 0.01112333 0.01099693 0.0066975  0.00665803 0.00537218 0.        ],0.1045499999999999
house_8,KNN,0.0,['impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_standard' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random'],['impute_standard' 'impute_mice' 'impute_knn' 'impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_random' 'impute_logistic_regression'],[ 2.38083764e-03  1.20731870e-03  7.73868622e-05  0.00000000e+00 -6.50466375e-06 -6.50466375e-06 -5.93737952e-04 -1.59622125e-03],[ 0.         -0.00606979 -0.00618244 -0.00898279 -0.0091234  -0.01030691 -0.01097287 -0.01121316],0.1045499999999999
