dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred,perc_completeness
abalone_0,DecisionTree,0.125,['impute_standard' 'impute_mice' 'impute_knn' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_standard'],[ 0.00000000e+00 -8.23885617e-05 -4.45919477e-04 -3.00641049e-03 -4.57613504e-03 -4.72039652e-03 -6.16811417e-03 -7.53940368e-03],[0.01489676 0.01437156 0.01420976 0.01224315 0.00968671 0.00931569 0.00927362 0.        ],0.5002875
abalone_0,LogisticRegression,0.125,['impute_mode' 'impute_kproto' 'impute_random' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_standard'],[ 0.01398138  0.01398138  0.01127597  0.00124813  0.00110465  0. -0.01559021 -0.02313796],[0.01136579 0.00962017 0.00956955 0.00894954 0.00875908 0.00875908 0.00545767 0.        ],0.5002875
abalone_0,KNN,0.125,['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random' 'impute_logistic_regression'],['impute_standard' 'impute_random' 'impute_kproto' 'impute_mode' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest'],[ 0.01272713  0.01250103  0.00137903  0.00084841  0.00084841  0. -0.00043175 -0.01605679],[ 0.         -0.01540939 -0.02569527 -0.0257409  -0.02738535 -0.02762552 -0.03002187 -0.0303914 ],0.5002875
abalone_0,RandomForest,0.125,['impute_mice' 'impute_knn' 'impute_standard' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest'],['impute_random' 'impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard'],[ 0.00397915  0.00326287  0.         -0.00273434 -0.00568776 -0.00923988 -0.01512388 -0.01747928],[0.01274669 0.01136003 0.01127454 0.00918517 0.00913215 0.0076382 0.00678314 0.        ],0.5002875
abalone_0,AdaBoost,0.0,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[0. 0. 0. 0. 0. 0. 0. 0.],[0.0128118  0.00813822 0.00809668 0.0078016  0.00780087 0.00691479 0.00675959 0.        ],0.5002875
abalone_0,SVC,0.0,['impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_random' 'impute_standard'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random'],[0.1321628  0.1321628  0.06113258 0.02691615 0.00801675 0.00643103 0.00291633 0.        ],[ 0.04369611  0.04310966  0.04031384  0.02544264  0.00461748  0.00461735  0.         -0.00875494],0.5002875
abalone_1,DecisionTree,0.0,['impute_random' 'impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_standard'],[ 0.01447009  0.00198446  0.00198446  0.00086381  0.00078983  0. -0.00086255 -0.0077966 ],[0.0171844  0.01640034 0.01594406 0.0136151  0.01090767 0.01088633 0.01076313 0.        ],0.4477375
abalone_1,LogisticRegression,0.125,['impute_mode' 'impute_kproto' 'impute_random' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression'],['impute_random' 'impute_mice' 'impute_logistic_regression' 'impute_knn' 'impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_standard'],[ 0.01268107  0.01268107  0.00188093  0.         -0.0022484  -0.00294314 -0.02133014 -0.02213585],[0.00877745 0.0083019  0.008206   0.00820476 0.00811675 0.00810429 0.00281407 0.        ],0.4477375
abalone_1,KNN,0.25,['impute_random' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_random_forest' 'impute_mice' 'impute_standard' 'impute_logistic_regression'],['impute_standard' 'impute_random' 'impute_kproto' 'impute_mode' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest'],[ 0.0236724   0.01811596  0.01811596  0.01602009  0.01592927  0.01356988  0.         -0.01164053],[ 0.         -0.0197086  -0.02719714 -0.02729771 -0.02975711 -0.03014184 -0.03361462 -0.03378577],0.4477375
abalone_1,RandomForest,0.375,['impute_random' 'impute_mode' 'impute_knn' 'impute_kproto' 'impute_mice' 'impute_random_forest' 'impute_standard' 'impute_logistic_regression'],['impute_random' 'impute_mice' 'impute_knn' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard'],[ 0.0254647   0.01206034  0.00724109  0.00668895  0.00128626  0.00092135  0.         -0.00445454],[0.01081297 0.01059626 0.01051327 0.00857478 0.00837894 0.00621611 0.00581214 0.        ],0.4477375
abalone_1,AdaBoost,0.0,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_random' 'impute_knn' 'impute_logistic_regression' 'impute_mice' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_standard'],[0. 0. 0. 0. 0. 0. 0. 0.],[0.01174804 0.01004689 0.00996289 0.00902754 0.00883508 0.00749603 0.00749243 0.        ],0.4477375
abalone_1,SVC,0.125,['impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_random' 'impute_standard'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_standard'],[0.08931282 0.08931282 0.06127593 0.04306415 0.0141169  0.00597883 0.00297666 0.        ],[0.05289219 0.04981439 0.04356963 0.02732008 0.02516978 0.00447014 0.00445582 0.        ],0.4477375
abalone_2,DecisionTree,0.125,['impute_mice' 'impute_knn' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.01306896  0.01242529  0.01054234  0.00380013  0.00370062  0. -0.00348532 -0.00644417],[0.0226232  0.0221008  0.01710032 0.01681864 0.01650461 0.01371097 0.01356514 0.        ],0.4049
abalone_2,LogisticRegression,0.125,['impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_random' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[ 0.01753918  0.01753918  0.00987985  0.00890746  0.00400323  0. -0.00329436 -0.01075028],[0.01731063 0.01659837 0.01529459 0.01391552 0.01241564 0.01170936 0.01168977 0.        ],0.4049
abalone_2,KNN,0.25,['impute_random' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_logistic_regression' 'impute_random_forest' 'impute_mode' 'impute_kproto'],['impute_standard' 'impute_mice' 'impute_knn' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_logistic_regression'],[ 0.01827998  0.01051586  0.00908858  0.         -0.00726074 -0.00825059 -0.00949911 -0.00949911],[ 0.         -0.00309632 -0.00348762 -0.00380341 -0.00636718 -0.00675021 -0.00706255 -0.0076506 ],0.4049
abalone_2,RandomForest,0.125,['impute_mode' 'impute_kproto' 'impute_random' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_logistic_regression' 'impute_random_forest'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_standard'],[ 0.01440224  0.01357759  0.00933681  0.00342623  0.00057385  0. -0.01015558 -0.01046798],[0.01917505 0.01850522 0.01470971 0.01351137 0.01328037 0.01258692 0.01238061 0.        ],0.4049
abalone_2,AdaBoost,0.0,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_knn' 'impute_random_forest' 'impute_mice' 'impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_standard'],[0. 0. 0. 0. 0. 0. 0. 0.],[0.01020275 0.00787819 0.00780058 0.00630276 0.00356808 0.00157089 0.00033776 0.        ],0.4049
abalone_2,SVC,0.125,['impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_logistic_regression' 'impute_random_forest' 'impute_random' 'impute_standard'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression' 'impute_random' 'impute_kproto' 'impute_mode' 'impute_standard'],[0.08416042 0.08416042 0.07145754 0.0637154  0.05613068 0.03212308 0.00982405 0.        ],[0.09855517 0.09719202 0.08712231 0.07415049 0.04968726 0.0404346 0.01751278 0.        ],0.4049
abalone_3,DecisionTree,0.125,['impute_standard' 'impute_mice' 'impute_knn' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_random' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.         -0.00873289 -0.00881374 -0.02262757 -0.02379977 -0.02416397 -0.02597323 -0.026806  ],[0.02354926 0.02311118 0.01702311 0.01670718 0.01660031 0.01366213 0.01350937 0.        ],0.3526249999999999
abalone_3,LogisticRegression,0.0,['impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_random' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random_forest' 'impute_random' 'impute_standard'],[ 0.01933191  0.01933191  0.01563315  0.01538998  0.01262577  0. -0.00180558 -0.0077036 ],[0.01544762 0.01473057 0.01336902 0.01215109 0.00988672 0.00856797 0.00748499 0.        ],0.3526249999999999
abalone_3,KNN,0.125,['impute_random' 'impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_standard' 'impute_logistic_regression'],['impute_standard' 'impute_mice' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_random_forest' 'impute_logistic_regression'],[ 0.02242595  0.0160673   0.0160673   0.01117915  0.01074978  0.00365934  0.         -0.00022373],[ 0.         -0.01576665 -0.01642343 -0.01689148 -0.01761538 -0.01854392 -0.02069652 -0.02111611],0.3526249999999999
abalone_3,RandomForest,0.25,['impute_random' 'impute_knn' 'impute_logistic_regression' 'impute_mice' 'impute_mode' 'impute_random_forest' 'impute_kproto' 'impute_standard'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[0.01865657 0.00565801 0.00326074 0.00304978 0.00268985 0.00049678 0.00034276 0.        ],[0.01972824 0.01967791 0.01428455 0.0140872  0.01406214 0.01286502 0.0112828  0.        ],0.3526249999999999
abalone_3,AdaBoost,0.25,['impute_standard' 'impute_mode' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_random'],['impute_knn' 'impute_random_forest' 'impute_mice' 'impute_logistic_regression' 'impute_mode' 'impute_standard' 'impute_kproto' 'impute_random'],[ 0.          0.          0.          0.          0.          0.  0.         -0.00095123],[ 0.0069023   0.00577319  0.00576661  0.00352717  0.00147343  0. -0.00058252 -0.0025319 ],0.3526249999999999
abalone_3,SVC,0.125,['impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random' 'impute_mice' 'impute_knn' 'impute_standard'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[0.07080237 0.06304316 0.06304316 0.0629683  0.04856384 0.04518039 0.04087323 0.        ],[0.08883488 0.08609402 0.07222405 0.0674484  0.06581276 0.04403259 0.02253661 0.        ],0.3526249999999999
abalone_4,DecisionTree,0.0,['impute_standard' 'impute_logistic_regression' 'impute_random_forest' 'impute_knn' 'impute_mice' 'impute_kproto' 'impute_mode' 'impute_random'],['impute_random' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_random_forest'],[ 0.         -0.00322428 -0.00471179 -0.00935588 -0.00969058 -0.01225463 -0.01240726 -0.02224635],[ 0.01152653  0.00537379  0.00530332  0.00229881  0.00164664  0.00150986  0.         -0.00104615],0.2980625
abalone_4,LogisticRegression,0.25,['impute_mode' 'impute_kproto' 'impute_random' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_logistic_regression' 'impute_random_forest'],['impute_random' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_random_forest'],[ 0.00932991  0.00932991  0.00578488  0.00416683  0.00373838  0. -0.00268381 -0.00363737],[ 0.01202813  0.00198191  0.00196472  0.00135607  0.         -0.00559234 -0.00586842 -0.00958104],0.2980625
abalone_4,KNN,0.125,['impute_mice' 'impute_knn' 'impute_random' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_standard'],['impute_standard' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest'],[0.01972383 0.01834421 0.01542503 0.01382626 0.00617694 0.00617694 0.00340217 0.        ],[ 0.         -0.01580956 -0.02090207 -0.02096649 -0.03297977 -0.0331206 -0.03405854 -0.03637408],0.2980625
abalone_4,RandomForest,0.0,['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_random' 'impute_standard' 'impute_mode' 'impute_logistic_regression' 'impute_kproto'],['impute_random' 'impute_kproto' 'impute_mode' 'impute_standard' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random_forest'],[ 0.00651797  0.00266296  0.00172869  0.00093683  0.         -0.00419597 -0.00445522 -0.00606039],[ 0.0084434   0.00315442  0.00309823  0.         -0.00229419 -0.00306994 -0.00322091 -0.006373  ],0.2980625
abalone_4,AdaBoost,0.125,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_random' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_standard' 'impute_knn' 'impute_mice' 'impute_random_forest'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.01291973  0.00552054  0.00552054  0.00229445  0.         -0.00258069 -0.00284753 -0.00392206],0.2980625
abalone_4,SVC,0.0,['impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_random' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_standard'],['impute_random' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_random_forest'],[0.07149077 0.05361354 0.05306655 0.04086554 0.03595442 0.03595442 0.02736331 0.        ],[ 5.86594832e-02  3.30736753e-02  3.25943386e-02  3.25028382e-02  0.00000000e+00 -5.26957241e-05 -6.36938169e-04 -1.96931468e-02],0.2980625
abalone_5,DecisionTree,0.0,['impute_random' 'impute_standard' 'impute_mice' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_random' 'impute_standard'],[ 0.00033987  0.         -0.00067562 -0.00093275 -0.00865577 -0.00880544 -0.01642678 -0.02457301],[0.01719109 0.01671361 0.01327694 0.01260301 0.01128012 0.01118921 0.01100215 0.        ],0.25275
abalone_5,LogisticRegression,0.125,['impute_mode' 'impute_kproto' 'impute_random' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_standard' 'impute_logistic_regression'],['impute_kproto' 'impute_knn' 'impute_mode' 'impute_mice' 'impute_logistic_regression' 'impute_random' 'impute_random_forest' 'impute_standard'],[ 0.02130056  0.02130056  0.01245673  0.00938054  0.00860218  0.00260414  0.         -0.00413415],[0.01027009 0.00974872 0.00952486 0.00938154 0.00604775 0.00349269 0.00346525 0.        ],0.25275
abalone_5,KNN,0.375,['impute_random' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_logistic_regression' 'impute_random_forest'],['impute_standard' 'impute_mode' 'impute_mice' 'impute_kproto' 'impute_knn' 'impute_random' 'impute_logistic_regression' 'impute_random_forest'],[ 0.02174054  0.00787187  0.00787187  0.00587278  0.00488064  0. -0.00408126 -0.00530004],[ 0.         -0.01719195 -0.01765816 -0.0180284  -0.01829799 -0.01854547 -0.02035801 -0.02072314],0.25275
abalone_5,RandomForest,0.0,['impute_random' 'impute_mice' 'impute_knn' 'impute_standard' 'impute_kproto' 'impute_mode' 'impute_random_forest' 'impute_logistic_regression'],['impute_mice' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[ 0.01041269  0.00106582  0.00103707  0.         -0.00454059 -0.00811838 -0.01544125 -0.0177708 ],[0.01372092 0.01367081 0.01022117 0.00978939 0.0096603  0.00861414 0.00662253 0.        ],0.25275
abalone_5,AdaBoost,0.125,['impute_standard' 'impute_mode' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_random'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_standard' 'impute_random'],[ 0.          0.          0.          0.          0.          0.  0.         -0.00137426],[ 0.00898467  0.00739767  0.00474708  0.00297477  0.00234746  0.0007203  0.         -0.00175127],0.25275
abalone_5,SVC,0.375,['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_logistic_regression' 'impute_standard'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[0.09961385 0.09555293 0.0935173  0.08015161 0.08015161 0.06756258 0.0448143  0.        ],[0.07580461 0.07315613 0.06547439 0.05602425 0.04594303 0.04026757 0.02022353 0.        ],0.25275
abalone_6,DecisionTree,0.125,['impute_standard' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_random' 'impute_mode' 'impute_standard'],[ 0.         -0.00178124 -0.00194777 -0.00464588 -0.00531686 -0.00634065 -0.00650374 -0.0093678 ],[0.01159507 0.01130009 0.00838335 0.00829268 0.00771675 0.00758286 0.00748943 0.        ],0.202125
abalone_6,LogisticRegression,0.125,['impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_random' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_kproto' 'impute_mice' 'impute_mode' 'impute_knn' 'impute_logistic_regression' 'impute_random_forest' 'impute_random' 'impute_standard'],[ 0.00878568  0.00878568  0.00437772  0.00397972  0.00128639  0. -0.00527002 -0.00913722],[0.00725184 0.00685691 0.00681364 0.00675816 0.00361735 0.00170801 0.00138307 0.        ],0.202125
abalone_6,KNN,0.0,['impute_mice' 'impute_knn' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest' 'impute_random' 'impute_logistic_regression'],['impute_standard' 'impute_mode' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_random' 'impute_logistic_regression' 'impute_random_forest'],[ 0.00997351  0.00876656  0.         -0.00117903 -0.00117903 -0.00295981 -0.01025709 -0.02256974],[ 0.         -0.01985075 -0.02058585 -0.02312332 -0.02346717 -0.02477479 -0.02498642 -0.02543714],0.202125
abalone_6,RandomForest,0.0,['impute_random' 'impute_standard' 'impute_kproto' 'impute_knn' 'impute_mode' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression'],['impute_mice' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest' 'impute_random' 'impute_standard'],[ 0.00383178  0.         -0.00279266 -0.00470417 -0.00571174 -0.00587829 -0.01758316 -0.02518753],[0.00909829 0.00884933 0.0068131  0.00665857 0.00595077 0.0053297 0.00242193 0.        ],0.202125
abalone_6,AdaBoost,0.0,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_mode' 'impute_logistic_regression' 'impute_standard' 'impute_kproto' 'impute_random'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.00804997  0.00762919  0.00253824  0.00127588  0.00094788  0. -0.00103454 -0.00149549],0.202125
abalone_6,SVC,0.125,['impute_mice' 'impute_knn' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random'],['impute_mice' 'impute_random' 'impute_knn' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.03696803  0.03069172  0.01962339  0.00539544  0.         -0.00242013 -0.00242013 -0.00467153],[0.06567911 0.06123382 0.05717131 0.04975493 0.04751939 0.0391419 0.02096438 0.        ],0.202125
abalone_7,DecisionTree,0.0,['impute_mode' 'impute_kproto' 'impute_standard' 'impute_knn' 'impute_mice' 'impute_random' 'impute_logistic_regression' 'impute_random_forest'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[ 0.00111553  0.00095918  0.         -0.00451499 -0.00451499 -0.01304084 -0.01795208 -0.02069002],[0.01123669 0.01117446 0.00920973 0.00890789 0.00786762 0.00765276 0.00756374 0.        ],0.1522625
abalone_7,LogisticRegression,0.125,['impute_mode' 'impute_kproto' 'impute_random' 'impute_knn' 'impute_mice' 'impute_standard' 'impute_random_forest' 'impute_logistic_regression'],['impute_kproto' 'impute_knn' 'impute_mice' 'impute_mode' 'impute_random' 'impute_logistic_regression' 'impute_random_forest' 'impute_standard'],[ 0.00739098  0.00739098  0.00718313  0.00405867  0.00388826  0. -0.00553555 -0.00655528],[0.01038852 0.01014951 0.01011803 0.00961767 0.00793635 0.00680979 0.00622327 0.        ],0.1522625
abalone_7,KNN,0.0,['impute_random' 'impute_mice' 'impute_knn' 'impute_logistic_regression' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_random_forest'],['impute_standard' 'impute_mode' 'impute_random' 'impute_mice' 'impute_kproto' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression'],[ 0.03083475  0.01369985  0.01365401  0.00206891  0.         -0.00136356 -0.00136356 -0.00850069],[ 0.         -0.00344617 -0.00375178 -0.00392757 -0.0045697  -0.00474264 -0.00589273 -0.0059891 ],0.1522625
abalone_7,RandomForest,0.125,['impute_random' 'impute_kproto' 'impute_mode' 'impute_standard' 'impute_mice' 'impute_logistic_regression' 'impute_knn' 'impute_random_forest'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_kproto' 'impute_mode' 'impute_logistic_regression' 'impute_random' 'impute_standard'],[ 0.01070019  0.00176994  0.00071117  0.         -0.01055623 -0.01375226 -0.0144082  -0.02109203],[0.00981325 0.0095289  0.00743308 0.00687391 0.00670393 0.00644245 0.00608937 0.        ],0.1522625
abalone_7,AdaBoost,0.125,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_knn' 'impute_mice' 'impute_random_forest' 'impute_logistic_regression' 'impute_standard' 'impute_mode' 'impute_random' 'impute_kproto'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.00623067  0.00513305  0.00090481  0.00022634  0.         -0.00074229 -0.00106997 -0.00259219],0.1522625
abalone_7,SVC,0.125,['impute_random_forest' 'impute_random' 'impute_logistic_regression' 'impute_knn' 'impute_mice' 'impute_mode' 'impute_kproto' 'impute_standard'],['impute_random' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression' 'impute_kproto' 'impute_mode' 'impute_standard'],[0.05203262 0.04723381 0.04411921 0.02349891 0.02316897 0.01374118 0.01374118 0.        ],[0.0790487  0.06904439 0.06657014 0.06334791 0.0605669  0.04429782 0.02785447 0.        ],0.1522625
abalone_8,DecisionTree,0.0,['impute_random' 'impute_standard' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_random_forest' 'impute_knn' 'impute_mice'],['impute_knn' 'impute_mice' 'impute_random' 'impute_random_forest' 'impute_mode' 'impute_kproto' 'impute_logistic_regression' 'impute_standard'],[ 0.00429385  0.         -0.00125663 -0.00125663 -0.00260292 -0.00340965 -0.01008913 -0.01008913],[0.00985374 0.00969396 0.0087874  0.00821909 0.00660756 0.0065385 0.00529205 0.        ],0.1008125
abalone_8,LogisticRegression,0.125,['impute_standard' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_knn' 'impute_logistic_regression' 'impute_mice' 'impute_random_forest'],['impute_mice' 'impute_knn' 'impute_kproto' 'impute_mode' 'impute_random' 'impute_random_forest' 'impute_logistic_regression' 'impute_standard'],[ 0.         -0.0013631  -0.0013631  -0.00204843 -0.011581   -0.01212017 -0.01235494 -0.01303981],[0.00935909 0.00934738 0.00929087 0.00887088 0.00762539 0.00646148 0.00534539 0.        ],0.1008125
abalone_8,KNN,0.25,['impute_random' 'impute_standard' 'impute_logistic_regression' 'impute_mode' 'impute_kproto' 'impute_knn' 'impute_mice' 'impute_random_forest'],['impute_standard' 'impute_mice' 'impute_knn' 'impute_mode' 'impute_kproto' 'impute_random' 'impute_random_forest' 'impute_logistic_regression'],[ 0.01461811  0.         -0.00033566 -0.00181159 -0.00181159 -0.00454741 -0.00565752 -0.01184156],[ 0.         -0.00028854 -0.00066863 -0.00073793 -0.00134212 -0.00249291 -0.00251963 -0.00319522],0.1008125
abalone_8,RandomForest,0.125,['impute_mode' 'impute_standard' 'impute_random' 'impute_kproto' 'impute_mice' 'impute_knn' 'impute_random_forest' 'impute_logistic_regression'],['impute_mice' 'impute_knn' 'impute_random_forest' 'impute_kproto' 'impute_random' 'impute_mode' 'impute_logistic_regression' 'impute_standard'],[ 0.00068139  0.         -0.00212452 -0.00521002 -0.01416226 -0.014366 -0.02641183 -0.0332218 ],[0.00902405 0.00885675 0.00711866 0.00647072 0.00642592 0.00638014 0.00491036 0.        ],0.1008125
abalone_8,AdaBoost,0.25,['impute_standard' 'impute_mode' 'impute_random' 'impute_knn' 'impute_mice' 'impute_logistic_regression' 'impute_random_forest' 'impute_kproto'],['impute_random' 'impute_random_forest' 'impute_mice' 'impute_knn' 'impute_logistic_regression' 'impute_mode' 'impute_standard' 'impute_kproto'],[0. 0. 0. 0. 0. 0. 0. 0.],[ 0.01469038  0.00582031  0.00533034  0.00506187  0.00298059  0.000788  0.         -0.0018201 ],0.1008125
