name,perc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
eastwest,50,0.6124832696189896,0.6124832696189896,0.6124832696189896,0.6124832696189896,0.6124832696189896,0.6124832696189896,0.6132250649651304,0.6132250649651304,0.6132250649651304,0.6132250649651304,0.6132250649651304,0.6132250649651304,0.6139915215606058,0.6139915215606058,0.6139915215606058,0.6139915215606058,0.6139915215606058,0.6139915215606058,0.617088545773657,0.617088545773657,0.617088545773657,0.617088545773657,0.617088545773657,0.617088545773657,0.6183825789109921,0.6183825789109921,0.6183825789109921,0.6183825789109921,0.6183825789109921,0.6183825789109921,0.6207243168831195,0.6207243168831195,0.6207243168831195,0.6207243168831195,0.6207243168831195
northsouth,50,0.5654867450073822,0.5654867450073822,0.5654867450073822,0.5654867450073822,0.5654867450073822,0.5654867450073822,0.5694880685782249,0.5694880685782249,0.5694880685782249,0.5694880685782249,0.5694880685782249,0.5694880685782249,0.5712820892702093,0.5712820892702093,0.5712820892702093,0.5712820892702093,0.5712820892702093,0.5712820892702093,0.5716615176730023,0.5716615176730023,0.5716615176730023,0.5716615176730023,0.5716615176730023,0.5716615176730023,0.5721747667666306,0.5721747667666306,0.5721747667666306,0.5721747667666306,0.5721747667666306,0.5721747667666306,0.5722943145962256,0.5722943145962256,0.5722943145962256,0.5722943145962256,0.5722943145962256
radialposition,50,0.5573403357231668,0.5573403357231668,0.5573403357231668,0.5573403357231668,0.5573403357231668,0.5573403357231668,0.5628598379326364,0.5628598379326364,0.5628598379326364,0.5628598379326364,0.5628598379326364,0.5628598379326364,0.5628667045372181,0.5628667045372181,0.5628667045372181,0.5628667045372181,0.5628667045372181,0.5628667045372181,0.5630838408068518,0.5630838408068518,0.5630838408068518,0.5630838408068518,0.5630838408068518,0.5630838408068518,0.5639106769313309,0.5639106769313309,0.5639106769313309,0.5639106769313309,0.5639106769313309,0.5639106769313309,0.5649283619403156,0.5649283619403156,0.5649283619403156,0.5649283619403156,0.5649283619403156
eastwest,60,0.609915176874225,0.609915176874225,0.609915176874225,0.609915176874225,0.609915176874225,0.609915176874225,0.6185323194385753,0.6185323194385753,0.6185323194385753,0.6185323194385753,0.6185323194385753,0.6185323194385753,0.6192343841911536,0.6192343841911536,0.6192343841911536,0.6192343841911536,0.6192343841911536,0.6192343841911536,0.6194176019846317,0.6194176019846317,0.6194176019846317,0.6194176019846317,0.6194176019846317,0.6194176019846317,0.6200707919467,0.6200707919467,0.6200707919467,0.6200707919467,0.6200707919467,0.6200707919467,0.6221275522092846,0.6221275522092846,0.6221275522092846,0.6221275522092846,0.6221275522092846
northsouth,60,0.5490112640782707,0.5490112640782707,0.5490112640782707,0.5490112640782707,0.5490112640782707,0.5490112640782707,0.5556114029750583,0.5556114029750583,0.5556114029750583,0.5556114029750583,0.5556114029750583,0.5556114029750583,0.5565302422658136,0.5565302422658136,0.5565302422658136,0.5565302422658136,0.5565302422658136,0.5565302422658136,0.5575066727377953,0.5575066727377953,0.5575066727377953,0.5575066727377953,0.5575066727377953,0.5575066727377953,0.5576318612075988,0.5576318612075988,0.5576318612075988,0.5576318612075988,0.5576318612075988,0.5576318612075988,0.5596909097360612,0.5596909097360612,0.5596909097360612,0.5596909097360612,0.5596909097360612
radialposition,60,0.5517567426632957,0.5517567426632957,0.5517567426632957,0.5517567426632957,0.5517567426632957,0.5517567426632957,0.5579256052417052,0.5579256052417052,0.5579256052417052,0.5579256052417052,0.5579256052417052,0.5579256052417052,0.5584855642992526,0.5584855642992526,0.5584855642992526,0.5584855642992526,0.5584855642992526,0.5584855642992526,0.5592536086962416,0.5592536086962416,0.5592536086962416,0.5592536086962416,0.5592536086962416,0.5592536086962416,0.5595000139899176,0.5595000139899176,0.5595000139899176,0.5595000139899176,0.5595000139899176,0.5595000139899176,0.5616349263101739,0.5616349263101739,0.5616349263101739,0.5616349263101739,0.5616349263101739
eastwest,70,0.6055502446496276,0.6055502446496276,0.6055502446496276,0.6055502446496276,0.6055502446496276,0.6055502446496276,0.6139882715830085,0.6139882715830085,0.6139882715830085,0.6139882715830085,0.6139882715830085,0.6139882715830085,0.6140518701435993,0.6140518701435993,0.6140518701435993,0.6140518701435993,0.6140518701435993,0.6140518701435993,0.6151332226300406,0.6151332226300406,0.6151332226300406,0.6151332226300406,0.6151332226300406,0.6151332226300406,0.6152354750144177,0.6152354750144177,0.6152354750144177,0.6152354750144177,0.6152354750144177,0.6152354750144177,0.6173289732125782,0.6173289732125782,0.6173289732125782,0.6173289732125782,0.6173289732125782
northsouth,70,0.5478705458664793,0.5478705458664793,0.5478705458664793,0.5478705458664793,0.5478705458664793,0.5478705458664793,0.5550609031458247,0.5550609031458247,0.5550609031458247,0.5550609031458247,0.5550609031458247,0.5550609031458247,0.5565101353725368,0.5565101353725368,0.5565101353725368,0.5565101353725368,0.5565101353725368,0.5565101353725368,0.55746974000529,0.55746974000529,0.55746974000529,0.55746974000529,0.55746974000529,0.55746974000529,0.5581457240847958,0.5581457240847958,0.5581457240847958,0.5581457240847958,0.5581457240847958,0.5581457240847958,0.5585641493900374,0.5585641493900374,0.5585641493900374,0.5585641493900374,0.5585641493900374
radialposition,70,0.5644674532423393,0.5644674532423393,0.5644674532423393,0.5644674532423393,0.5644674532423393,0.5644674532423393,0.5711407968869702,0.5711407968869702,0.5711407968869702,0.5711407968869702,0.5711407968869702,0.5711407968869702,0.5720861061819056,0.5720861061819056,0.5720861061819056,0.5720861061819056,0.5720861061819056,0.5720861061819056,0.5731351894610593,0.5731351894610593,0.5731351894610593,0.5731351894610593,0.5731351894610593,0.5731351894610593,0.5732814613557993,0.5732814613557993,0.5732814613557993,0.5732814613557993,0.5732814613557993,0.5732814613557993,0.5748937127618912,0.5748937127618912,0.5748937127618912,0.5748937127618912,0.5748937127618912
eastwest,80,0.6038358518293458,0.6038358518293458,0.6038358518293458,0.6038358518293458,0.6038358518293458,0.6038358518293458,0.6106293655711511,0.6106293655711511,0.6106293655711511,0.6106293655711511,0.6106293655711511,0.6106293655711511,0.6113248513380649,0.6113248513380649,0.6113248513380649,0.6113248513380649,0.6113248513380649,0.6113248513380649,0.6134484810570453,0.6134484810570453,0.6134484810570453,0.6134484810570453,0.6134484810570453,0.6134484810570453,0.6138029264350835,0.6138029264350835,0.6138029264350835,0.6138029264350835,0.6138029264350835,0.6138029264350835,0.614548841379198,0.614548841379198,0.614548841379198,0.614548841379198,0.614548841379198
northsouth,80,0.5752872635804209,0.5752872635804209,0.5752872635804209,0.5752872635804209,0.5752872635804209,0.5752872635804209,0.5830817154489376,0.5830817154489376,0.5830817154489376,0.5830817154489376,0.5830817154489376,0.5830817154489376,0.585098597981503,0.585098597981503,0.585098597981503,0.585098597981503,0.585098597981503,0.585098597981503,0.5855416292727661,0.5855416292727661,0.5855416292727661,0.5855416292727661,0.5855416292727661,0.5855416292727661,0.586092893775789,0.586092893775789,0.586092893775789,0.586092893775789,0.586092893775789,0.586092893775789,0.5863153359656237,0.5863153359656237,0.5863153359656237,0.5863153359656237,0.5863153359656237
radialposition,80,0.5548022682674256,0.5548022682674256,0.5548022682674256,0.5548022682674256,0.5548022682674256,0.5548022682674256,0.5622824425526916,0.5622824425526916,0.5622824425526916,0.5622824425526916,0.5622824425526916,0.5622824425526916,0.5639706369964974,0.5639706369964974,0.5639706369964974,0.5639706369964974,0.5639706369964974,0.5639706369964974,0.5649781687136497,0.5649781687136497,0.5649781687136497,0.5649781687136497,0.5649781687136497,0.5649781687136497,0.5653511765717136,0.5653511765717136,0.5653511765717136,0.5653511765717136,0.5653511765717136,0.5653511765717136,0.5658980811140477,0.5658980811140477,0.5658980811140477,0.5658980811140477,0.5658980811140477
eastwest,90,0.5971964963116811,0.5971964963116811,0.5971964963116811,0.5971964963116811,0.5971964963116811,0.5971964963116811,0.5987382186324354,0.5987382186324354,0.5987382186324354,0.5987382186324354,0.5987382186324354,0.5987382186324354,0.6004231294932827,0.6004231294932827,0.6004231294932827,0.6004231294932827,0.6004231294932827,0.6004231294932827,0.6019903395708489,0.6019903395708489,0.6019903395708489,0.6019903395708489,0.6019903395708489,0.6019903395708489,0.6039555209214913,0.6039555209214913,0.6039555209214913,0.6039555209214913,0.6039555209214913,0.6039555209214913,0.6042100780845837,0.6042100780845837,0.6042100780845837,0.6042100780845837,0.6042100780845837
