dataset,name,perc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,mean,median
galaxy,radialposition,60,27.587837133164783,27.587837133164783,27.587837133164783,27.587837133164783,27.587837133164783,27.587837133164783,27.89628026208526,27.89628026208526,27.89628026208526,27.89628026208526,27.89628026208526,27.89628026208526,27.924278214962627,27.924278214962627,27.924278214962627,27.924278214962627,27.924278214962627,27.924278214962627,27.962680434812082,27.962680434812082,27.962680434812082,27.962680434812082,27.962680434812082,27.962680434812082,27.97500069949588,27.97500069949588,27.97500069949588,27.97500069949588,27.97500069949588,27.97500069949588,28.081746315508692,28.081746315508692,28.081746315508692,28.081746315508692,28.081746315508692,27.89957691556193,27.924278214962627
galaxy,eastwest,70,30.277512232481378,30.277512232481378,30.277512232481378,30.277512232481378,30.277512232481378,30.277512232481378,30.699413579150423,30.699413579150423,30.699413579150423,30.699413579150423,30.699413579150423,30.699413579150423,30.702593507179966,30.702593507179966,30.702593507179966,30.702593507179966,30.702593507179966,30.702593507179966,30.756661131502028,30.756661131502028,30.756661131502028,30.756661131502028,30.756661131502028,30.756661131502028,30.761773750720884,30.761773750720884,30.761773750720884,30.761773750720884,30.761773750720884,30.761773750720884,30.866448660628908,30.866448660628908,30.866448660628908,30.866448660628908,30.866448660628908,30.67199910026721,30.702593507179966
galaxy,northsouth,70,27.393527293323967,27.393527293323967,27.393527293323967,27.393527293323967,27.393527293323967,27.393527293323967,27.753045157291233,27.753045157291233,27.753045157291233,27.753045157291233,27.753045157291233,27.753045157291233,27.82550676862684,27.82550676862684,27.82550676862684,27.82550676862684,27.82550676862684,27.82550676862684,27.8734870002645,27.8734870002645,27.8734870002645,27.8734870002645,27.8734870002645,27.8734870002645,27.90728620423979,27.90728620423979,27.90728620423979,27.90728620423979,27.90728620423979,27.90728620423979,27.92820746950187,27.92820746950187,27.92820746950187,27.92820746950187,27.92820746950187,27.775947196856784,27.82550676862684
galaxy,radialposition,70,28.223372662116965,28.223372662116965,28.223372662116965,28.223372662116965,28.223372662116965,28.223372662116965,28.55703984434851,28.55703984434851,28.55703984434851,28.55703984434851,28.55703984434851,28.55703984434851,28.60430530909528,28.60430530909528,28.60430530909528,28.60430530909528,28.60430530909528,28.60430530909528,28.65675947305297,28.65675947305297,28.65675947305297,28.65675947305297,28.65675947305297,28.65675947305297,28.664073067789964,28.664073067789964,28.664073067789964,28.664073067789964,28.664073067789964,28.664073067789964,28.74468563809456,28.74468563809456,28.74468563809456,28.74468563809456,28.74468563809456,28.570192295111283,28.60430530909528
galaxy,eastwest,80,30.19179259146729,30.19179259146729,30.19179259146729,30.19179259146729,30.19179259146729,30.19179259146729,30.531468278557554,30.531468278557554,30.531468278557554,30.531468278557554,30.531468278557554,30.531468278557554,30.566242566903245,30.566242566903245,30.566242566903245,30.566242566903245,30.566242566903245,30.566242566903245,30.672424052852264,30.672424052852264,30.672424052852264,30.672424052852264,30.672424052852264,30.672424052852264,30.690146321754174,30.690146321754174,30.690146321754174,30.690146321754174,30.690146321754174,30.690146321754174,30.7274420689599,30.7274420689599,30.7274420689599,30.7274420689599,30.7274420689599,30.55856152040019,30.566242566903245
galaxy,northsouth,80,28.764363179021046,28.764363179021046,28.764363179021046,28.764363179021046,28.764363179021046,28.764363179021046,29.15408577244688,29.15408577244688,29.15408577244688,29.15408577244688,29.15408577244688,29.15408577244688,29.25492989907515,29.25492989907515,29.25492989907515,29.25492989907515,29.25492989907515,29.25492989907515,29.277081463638304,29.277081463638304,29.277081463638304,29.277081463638304,29.277081463638304,29.277081463638304,29.30464468878945,29.30464468878945,29.30464468878945,29.30464468878945,29.30464468878945,29.30464468878945,29.315766798281185,29.315766798281185,29.315766798281185,29.315766798281185,29.315766798281185,29.174556114549457,29.25492989907515
galaxy,radialposition,80,27.740113413371283,27.740113413371283,27.740113413371283,27.740113413371283,27.740113413371283,27.740113413371283,28.114122127634577,28.114122127634577,28.114122127634577,28.114122127634577,28.114122127634577,28.114122127634577,28.19853184982487,28.19853184982487,28.19853184982487,28.19853184982487,28.19853184982487,28.19853184982487,28.248908435682484,28.248908435682484,28.248908435682484,28.248908435682484,28.248908435682484,28.248908435682484,28.26755882858568,28.26755882858568,28.26755882858568,28.26755882858568,28.26755882858568,28.26755882858568,28.294904055702386,28.294904055702386,28.294904055702386,28.294904055702386,28.294904055702386,28.139712234545872,28.19853184982487
galaxy,eastwest,90,29.85982481558406,29.85982481558406,29.85982481558406,29.85982481558406,29.85982481558406,29.85982481558406,29.936910931621767,29.936910931621767,29.936910931621767,29.936910931621767,29.936910931621767,29.936910931621767,30.021156474664135,30.021156474664135,30.021156474664135,30.021156474664135,30.021156474664135,30.021156474664135,30.099516978542447,30.099516978542447,30.099516978542447,30.099516978542447,30.099516978542447,30.099516978542447,30.197776046074566,30.197776046074566,30.197776046074566,30.197776046074566,30.197776046074566,30.197776046074566,30.210503904229185,30.210503904229185,30.210503904229185,30.210503904229185,30.210503904229185,30.049818028573345,30.021156474664135
galaxy,northsouth,90,27.638172657814476,27.638172657814476,27.638172657814476,27.638172657814476,27.638172657814476,27.638172657814476,28.065953787928038,28.065953787928038,28.065953787928038,28.065953787928038,28.065953787928038,28.065953787928038,28.170333386008846,28.170333386008846,28.170333386008846,28.170333386008846,28.170333386008846,28.170333386008846,28.191433829237354,28.191433829237354,28.191433829237354,28.191433829237354,28.191433829237354,28.191433829237354,28.195061167131,28.195061167131,28.195061167131,28.195061167131,28.195061167131,28.195061167131,28.24452020145346,28.24452020145346,28.24452020145346,28.24452020145346,28.24452020145346,28.07966657074245,28.170333386008846
galaxy,radialposition,90,24.44252334124376,24.44252334124376,24.44252334124376,24.44252334124376,24.44252334124376,24.44252334124376,24.872869330062045,24.872869330062045,24.872869330062045,24.872869330062045,24.872869330062045,24.872869330062045,25.000371674249795,25.000371674249795,25.000371674249795,25.000371674249795,25.000371674249795,25.000371674249795,25.025253511610966,25.025253511610966,25.025253511610966,25.025253511610966,25.025253511610966,25.025253511610966,25.04408232726421,25.04408232726421,25.04408232726421,25.04408232726421,25.04408232726421,25.04408232726421,25.099486586630242,25.099486586630242,25.099486586630242,25.099486586630242,25.099486586630242,24.90880097256387,25.000371674249795
character,Strength,50,6.72719557992896,6.72719557992896,6.72719557992896,6.72719557992896,6.72719557992896,6.72719557992896,6.860885883134135,6.860885883134135,6.860885883134135,6.860885883134135,6.860885883134135,6.860885883134135,7.1990844169188355,7.1990844169188355,7.1990844169188355,7.1990844169188355,7.1990844169188355,7.1990844169188355,7.35351245601802,7.35351245601802,7.35351245601802,7.35351245601802,7.35351245601802,7.35351245601802,7.46299348322714,7.46299348322714,7.46299348322714,7.46299348322714,7.46299348322714,7.46299348322714,7.576339033603741,7.576339033603741,7.576339033603741,7.576339033603741,7.576339033603741,7.185820745239465,7.1990844169188355
character,Intelligence,50,6.718909188707385,6.718909188707385,6.718909188707385,6.718909188707385,6.718909188707385,6.718909188707385,6.85260782781199,6.85260782781199,6.85260782781199,6.85260782781199,6.85260782781199,6.85260782781199,7.190906351104805,7.190906351104805,7.190906351104805,7.190906351104805,7.190906351104805,7.190906351104805,7.345372827207839,7.345372827207839,7.345372827207839,7.345372827207839,7.345372827207839,7.345372827207839,7.454856314432624,7.454856314432624,7.454856314432624,7.454856314432624,7.454856314432624,7.454856314432624,7.568181221567655,7.568181221567655,7.568181221567655,7.568181221567655,7.568181221567655,7.17762346181217,7.190906351104805
character,Strength,60,6.71311515005149,6.71311515005149,6.71311515005149,6.71311515005149,6.71311515005149,6.71311515005149,6.87168512578666,6.87168512578666,6.87168512578666,6.87168512578666,6.87168512578666,6.87168512578666,7.16015933180158,7.16015933180158,7.16015933180158,7.16015933180158,7.16015933180158,7.16015933180158,7.3398920380424855,7.3398920380424855,7.3398920380424855,7.3398920380424855,7.3398920380424855,7.3398920380424855,7.473920540094479,7.473920540094479,7.473920540094479,7.473920540094479,7.473920540094479,7.473920540094479,7.61153935253912,7.61153935253912,7.61153935253912,7.61153935253912,7.61153935253912,7.183152282210163,7.16015933180158
character,Intelligence,60,6.7062955953249,6.7062955953249,6.7062955953249,6.7062955953249,6.7062955953249,6.7062955953249,6.864873362392079,6.864873362392079,6.864873362392079,6.864873362392079,6.864873362392079,6.864873362392079,7.15342579835111,7.15342579835111,7.15342579835111,7.15342579835111,7.15342579835111,7.15342579835111,7.333071229819235,7.333071229819235,7.333071229819235,7.333071229819235,7.333071229819235,7.333071229819235,7.46710657035265,7.46710657035265,7.46710657035265,7.46710657035265,7.46710657035265,7.46710657035265,7.604825479716065,7.604825479716065,7.604825479716065,7.604825479716065,7.604825479716065,7.176364649600576,7.15342579835111
character,Strength,70,6.702274285755926,6.702274285755926,6.702274285755926,6.702274285755926,6.702274285755926,6.702274285755926,6.885717856971045,6.885717856971045,6.885717856971045,6.885717856971045,6.885717856971045,6.885717856971045,7.1244329650526295,7.1244329650526295,7.1244329650526295,7.1244329650526295,7.1244329650526295,7.1244329650526295,7.329393030979755,7.329393030979755,7.329393030979755,7.329393030979755,7.329393030979755,7.329393030979755,7.487969224944544,7.487969224944544,7.487969224944544,7.487969224944544,7.487969224944544,7.487969224944544,7.64992332750207,7.64992332750207,7.64992332750207,7.64992332750207,7.64992332750207,7.183666880563824,7.1244329650526295
character,Intelligence,70,6.69739408024029,6.69739408024029,6.69739408024029,6.69739408024029,6.69739408024029,6.69739408024029,6.880846253075459,6.880846253075459,6.880846253075459,6.880846253075459,6.880846253075459,6.880846253075459,7.11961139358365,7.11961139358365,7.11961139358365,7.11961139358365,7.11961139358365,7.11961139358365,7.32432747568223,7.32432747568223,7.32432747568223,7.32432747568223,7.32432747568223,7.32432747568223,7.482914112036905,7.482914112036905,7.482914112036905,7.482914112036905,7.482914112036905,7.482914112036905,7.645123843569871,7.645123843569871,7.645123843569871,7.645123843569871,7.645123843569871,7.178747974444587,7.11961139358365
character,Strength,80,6.69616426357566,6.69616426357566,6.69616426357566,6.69616426357566,6.69616426357566,6.69616426357566,6.90446998855155,6.90446998855155,6.90446998855155,6.90446998855155,6.90446998855155,6.90446998855155,7.093383550559955,7.093383550559955,7.093383550559955,7.093383550559955,7.093383550559955,7.093383550559955,7.323717077542835,7.323717077542835,7.323717077542835,7.323717077542835,7.323717077542835,7.323717077542835,7.506825667969025,7.506825667969025,7.506825667969025,7.506825667969025,7.506825667969025,7.506825667969025,7.66190641332439,7.66190641332439,7.66190641332439,7.66190641332439,7.66190641332439,7.184482724451888,7.093383550559955
character,Intelligence,80,6.694088355900984,6.694088355900984,6.694088355900984,6.694088355900984,6.694088355900984,6.694088355900984,6.90239872383285,6.90239872383285,6.90239872383285,6.90239872383285,6.90239872383285,6.90239872383285,7.09133098738046,7.09133098738046,7.09133098738046,7.09133098738046,7.09133098738046,7.09133098738046,7.321469616942131,7.321469616942131,7.321469616942131,7.321469616942131,7.321469616942131,7.321469616942131,7.504587305504801,7.504587305504801,7.504587305504801,7.504587305504801,7.504587305504801,7.504587305504801,7.6596892315003355,7.6596892315003355,7.6596892315003355,7.6596892315003355,7.6596892315003355,7.182334174139113,7.09133098738046
character,Strength,90,6.703562459949755,6.703562459949755,6.703562459949755,6.703562459949755,6.703562459949755,6.703562459949755,6.936707303083139,6.936707303083139,6.936707303083139,6.936707303083139,6.936707303083139,6.936707303083139,7.075676672709755,7.075676672709755,7.075676672709755,7.075676672709755,7.075676672709755,7.075676672709755,7.331203508516874,7.331203508516874,7.331203508516874,7.331203508516874,7.331203508516874,7.331203508516874,7.538835102190284,7.538835102190284,7.538835102190284,7.538835102190284,7.538835102190284,7.538835102190284,7.64408858769101,7.64408858769101,7.64408858769101,7.64408858769101,7.64408858769101,7.192467234775827,7.075676672709755
character,Intelligence,90,6.702033230663219,6.702033230663219,6.702033230663219,6.702033230663219,6.702033230663219,6.702033230663219,6.935183051188795,6.935183051188795,6.935183051188795,6.935183051188795,6.935183051188795,6.935183051188795,7.07416220076416,7.07416220076416,7.07416220076416,7.07416220076416,7.07416220076416,7.07416220076416,7.32960006055038,7.32960006055038,7.32960006055038,7.32960006055038,7.32960006055038,7.32960006055038,7.537237443549954,7.537237443549954,7.537237443549954,7.537237443549954,7.537237443549954,7.537237443549954,7.642504971875786,7.642504971875786,7.642504971875786,7.642504971875786,7.642504971875786,7.190909165133655,7.07416220076416
character,Weaknesses,50,13.230986028340542,13.230986028340542,13.230986028340542,13.230986028340542,13.230986028340542,13.230986028340542,13.36096457352782,13.36096457352782,13.36096457352782,13.36096457352782,13.36096457352782,13.36096457352782,13.488193168290168,13.488193168290168,13.488193168290168,13.488193168290168,13.488193168290168,13.488193168290168,13.81411509927565,13.81411509927565,13.81411509927565,13.81411509927565,13.81411509927565,13.81411509927565,14.119283109571926,14.119283109571926,14.119283109571926,14.119283109571926,14.119283109571926,14.119283109571926,14.611996388743215,14.611996388743215,14.611996388743215,14.611996388743215,14.611996388743215,13.74689239479293,13.488193168290168
character,Weaknesses,60,13.223874545453478,13.223874545453478,13.223874545453478,13.223874545453478,13.223874545453478,13.223874545453478,13.375704089649984,13.375704089649984,13.375704089649984,13.375704089649984,13.375704089649984,13.375704089649984,13.461002926718024,13.461002926718024,13.461002926718024,13.461002926718024,13.461002926718024,13.461002926718024,13.848939635430074,13.848939635430074,13.848939635430074,13.848939635430074,13.848939635430074,13.848939635430074,14.071048381156414,14.071048381156414,14.071048381156414,14.071048381156414,14.071048381156414,14.071048381156414,14.667693937701278,14.667693937701278,14.667693937701278,14.667693937701278,14.667693937701278,13.749196775970129,13.461002926718024
character,Weaknesses,70,13.217415878511249,13.217415878511249,13.217415878511249,13.217415878511249,13.217415878511249,13.217415878511249,13.390945941245585,13.390945941245585,13.390945941245585,13.390945941245585,13.390945941245585,13.390945941245585,13.43451756022456,13.43451756022456,13.43451756022456,13.43451756022456,13.43451756022456,13.43451756022456,13.88440497463565,13.88440497463565,13.88440497463565,13.88440497463565,13.88440497463565,13.88440497463565,14.02357792264157,14.02357792264157,14.02357792264157,14.02357792264157,14.02357792264157,14.02357792264157,14.723826132854931,14.723826132854931,14.723826132854931,14.723826132854931,14.723826132854931,13.75212298079503,13.43451756022456
character,Weaknesses,80,13.21159792122073,13.21159792122073,13.21159792122073,13.21159792122073,13.21159792122073,13.21159792122073,13.40703484762861,13.40703484762861,13.40703484762861,13.40703484762861,13.40703484762861,13.40703484762861,13.40859651800303,13.40859651800303,13.40859651800303,13.40859651800303,13.40859651800303,13.40859651800303,13.920476195986135,13.920476195986135,13.920476195986135,13.920476195986135,13.920476195986135,13.920476195986135,13.976568162075084,13.976568162075084,13.976568162075084,13.976568162075084,13.976568162075084,13.976568162075084,14.761988857877089,14.761988857877089,14.761988857877089,14.761988857877089,14.761988857877089,13.753016747396195,13.40859651800303
