name,perc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Vaccinated,50,0.23164935748805449,0.23164935748805449,0.23164935748805449,0.23164935748805449,0.23164935748805449,0.23164935748805449,0.23401470691218373,0.23401470691218373,0.23401470691218373,0.23401470691218373,0.23401470691218373,0.23401470691218373,0.23752694054085843,0.23752694054085843,0.23752694054085843,0.23752694054085843,0.23752694054085843,0.23752694054085843,0.24525464833358546,0.24525464833358546,0.24525464833358546,0.24525464833358546,0.24525464833358546,0.24525464833358546,0.25200523680850084,0.25200523680850084,0.25200523680850084,0.25200523680850084,0.25200523680850084,0.25200523680850084,0.26263568423218986,0.26263568423218986,0.26263568423218986,0.26263568423218986,0.26263568423218986
Size,50,0.23168561538998822,0.23168561538998822,0.23168561538998822,0.23168561538998822,0.23168561538998822,0.23168561538998822,0.23465900378358895,0.23465900378358895,0.23465900378358895,0.23465900378358895,0.23465900378358895,0.23465900378358895,0.23734082950252977,0.23734082950252977,0.23734082950252977,0.23734082950252977,0.23734082950252977,0.23734082950252977,0.2452549731730892,0.2452549731730892,0.2452549731730892,0.2452549731730892,0.2452549731730892,0.2452549731730892,0.2515401655766989,0.2515401655766989,0.2515401655766989,0.2515401655766989,0.2515401655766989,0.2515401655766989,0.26343092926765554,0.26343092926765554,0.26343092926765554,0.26343092926765554,0.26343092926765554
Vaccinated,60,0.2313033894720785,0.2313033894720785,0.2313033894720785,0.2313033894720785,0.2313033894720785,0.2313033894720785,0.23456756576355287,0.23456756576355287,0.23456756576355287,0.23456756576355287,0.23456756576355287,0.23456756576355287,0.2365594645981064,0.2365594645981064,0.2365594645981064,0.2365594645981064,0.2365594645981064,0.2365594645981064,0.2459143843701278,0.2459143843701278,0.2459143843701278,0.2459143843701278,0.2459143843701278,0.2459143843701278,0.2503622226717169,0.2503622226717169,0.2503622226717169,0.2503622226717169,0.2503622226717169,0.2503622226717169,0.2642834575975642,0.2642834575975642,0.2642834575975642,0.2642834575975642,0.2642834575975642
Size,60,0.23151947210999357,0.23151947210999357,0.23151947210999357,0.23151947210999357,0.23151947210999357,0.23151947210999357,0.23503972510811255,0.23503972510811255,0.23503972510811255,0.23503972510811255,0.23503972510811255,0.23503972510811255,0.23667947025628555,0.23667947025628555,0.23667947025628555,0.23667947025628555,0.23667947025628555,0.23667947025628555,0.2461131098286926,0.2461131098286926,0.2461131098286926,0.2461131098286926,0.2461131098286926,0.2461131098286926,0.2503607229054715,0.2503607229054715,0.2503607229054715,0.2503607229054715,0.2503607229054715,0.2503607229054715,0.26481284437191477,0.26481284437191477,0.26481284437191477,0.26481284437191477,0.26481284437191477
Vaccinated,70,0.23132844174615708,0.23132844174615708,0.23132844174615708,0.23132844174615708,0.23132844174615708,0.23132844174615708,0.23479311795604152,0.23479311795604152,0.23479311795604152,0.23479311795604152,0.23479311795604152,0.23479311795604152,0.23621366392265197,0.23621366392265197,0.23621366392265197,0.23621366392265197,0.23621366392265197,0.23621366392265197,0.24698116209511267,0.24698116209511267,0.24698116209511267,0.24698116209511267,0.24698116209511267,0.24698116209511267,0.24965304081407558,0.24965304081407558,0.24965304081407558,0.24965304081407558,0.24965304081407558,0.24965304081407558,0.2654170492448863,0.2654170492448863,0.2654170492448863,0.2654170492448863,0.2654170492448863
Size,70,0.23137376088955564,0.23137376088955564,0.23137376088955564,0.23137376088955564,0.23137376088955564,0.23137376088955564,0.23543463255953267,0.23543463255953267,0.23543463255953267,0.23543463255953267,0.23543463255953267,0.23543463255953267,0.23604075650284917,0.23604075650284917,0.23604075650284917,0.23604075650284917,0.23604075650284917,0.23604075650284917,0.24699134917471544,0.24699134917471544,0.24699134917471544,0.24699134917471544,0.24699134917471544,0.24699134917471544,0.24920643252914731,0.24920643252914731,0.24920643252914731,0.24920643252914731,0.24920643252914731,0.24920643252914731,0.26620637359578225,0.26620637359578225,0.26620637359578225,0.26620637359578225,0.26620637359578225
Vaccinated,80,0.23101983292814232,0.23101983292814232,0.23101983292814232,0.23101983292814232,0.23101983292814232,0.23101983292814232,0.23528408091241615,0.23528408091241615,0.23528408091241615,0.23528408091241615,0.23528408091241615,0.23528408091241615,0.23538143779291043,0.23538143779291043,0.23538143779291043,0.23538143779291043,0.23538143779291043,0.23538143779291043,0.24767714097684235,0.24767714097684235,0.24767714097684235,0.24767714097684235,0.24767714097684235,0.24767714097684235,0.24804823105316598,0.24804823105316598,0.24804823105316598,0.24804823105316598,0.24804823105316598,0.24804823105316598,0.2655796889018913,0.2655796889018913,0.2655796889018913,0.2655796889018913,0.2655796889018913
Size,80,0.23124536939092077,0.23124536939092077,0.23124536939092077,0.23124536939092077,0.23124536939092077,0.23124536939092077,0.23541533623370547,0.23541533623370547,0.23541533623370547,0.23541533623370547,0.23541533623370547,0.23541533623370547,0.23585784401604593,0.23585784401604593,0.23585784401604593,0.23585784401604593,0.23585784401604593,0.23585784401604593,0.24788551597847264,0.24788551597847264,0.24788551597847264,0.24788551597847264,0.24788551597847264,0.24788551597847264,0.2480601598796378,0.2480601598796378,0.2480601598796378,0.2480601598796378,0.2480601598796378,0.2480601598796378,0.26558533331333034,0.26558533331333034,0.26558533331333034,0.26558533331333034,0.26558533331333034
Vaccinated,90,0.23094500007926433,0.23094500007926433,0.23094500007926433,0.23094500007926433,0.23094500007926433,0.23094500007926433,0.23474691880688903,0.23474691880688903,0.23474691880688903,0.23474691880688903,0.23474691880688903,0.23474691880688903,0.2357618929455877,0.2357618929455877,0.2357618929455877,0.2357618929455877,0.2357618929455877,0.2357618929455877,0.24703335260506687,0.24703335260506687,0.24703335260506687,0.24703335260506687,0.24703335260506687,0.24703335260506687,0.2486292758808707,0.2486292758808707,0.2486292758808707,0.2486292758808707,0.2486292758808707,0.2486292758808707,0.2641079143592425,0.2641079143592425,0.2641079143592425,0.2641079143592425,0.2641079143592425
Size,90,0.2312035791585786,0.2312035791585786,0.2312035791585786,0.2312035791585786,0.2312035791585786,0.2312035791585786,0.23494728968170564,0.23494728968170564,0.23494728968170564,0.23494728968170564,0.23494728968170564,0.23494728968170564,0.23617118095211587,0.23617118095211587,0.23617118095211587,0.23617118095211587,0.23617118095211587,0.23617118095211587,0.2471595828794546,0.2471595828794546,0.2471595828794546,0.2471595828794546,0.2471595828794546,0.2471595828794546,0.24887634069759923,0.24887634069759923,0.24887634069759923,0.24887634069759923,0.24887634069759923,0.24887634069759923,0.2642266602695992,0.2642266602695992,0.2642266602695992,0.2642266602695992,0.2642266602695992
