dataset,name,perc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,mean,median
galaxy,eastwest,60,11.184809313201114,11.184809313201114,11.184809313201114,11.184809313201114,11.184809313201114,11.184809313201114,11.184809313201114,11.676287056940431,11.676287056940431,11.676287056940431,11.676287056940431,11.676287056940431,11.676287056940431,11.676287056940431,12.220586820721955,12.220586820721955,12.220586820721955,12.220586820721955,12.220586820721955,12.220586820721955,12.220586820721955,12.327761955619774,12.327761955619774,12.327761955619774,12.327761955619774,12.327761955619774,12.327761955619774,12.327761955619774,13.175619763790575,13.175619763790575,13.175619763790575,13.175619763790575,13.175619763790575,13.175619763790575,13.175619763790575,12.117012982054773,12.220586820721955
galaxy,northsouth,60,7.074502498789475,7.074502498789475,7.074502498789475,7.074502498789475,7.074502498789475,7.074502498789475,7.074502498789475,7.25704039780746,7.25704039780746,7.25704039780746,7.25704039780746,7.25704039780746,7.25704039780746,7.25704039780746,8.261815638117705,8.261815638117705,8.261815638117705,8.261815638117705,8.261815638117705,8.261815638117705,8.261815638117705,8.644156449365205,8.644156449365205,8.644156449365205,8.644156449365205,8.644156449365205,8.644156449365205,8.644156449365205,9.631852753362795,9.631852753362795,9.631852753362795,9.631852753362795,9.631852753362795,9.631852753362795,9.631852753362795,8.17387354748853,8.261815638117705
galaxy,radialposition,60,5.993090927798005,5.993090927798005,5.993090927798005,5.993090927798005,5.993090927798005,5.993090927798005,5.993090927798005,6.41190112585943,6.41190112585943,6.41190112585943,6.41190112585943,6.41190112585943,6.41190112585943,6.41190112585943,7.22782672949112,7.22782672949112,7.22782672949112,7.22782672949112,7.22782672949112,7.22782672949112,7.22782672949112,7.3638359782455005,7.3638359782455005,7.3638359782455005,7.3638359782455005,7.3638359782455005,7.3638359782455005,7.3638359782455005,8.320740382522326,8.320740382522326,8.320740382522326,8.320740382522326,8.320740382522326,8.320740382522326,8.320740382522326,7.063479028783277,7.22782672949112
galaxy,eastwest,70,11.79424385112801,11.79424385112801,11.79424385112801,11.79424385112801,11.79424385112801,11.79424385112801,11.79424385112801,12.130382060046529,12.130382060046529,12.130382060046529,12.130382060046529,12.130382060046529,12.130382060046529,12.130382060046529,12.690013379431736,12.690013379431736,12.690013379431736,12.690013379431736,12.690013379431736,12.690013379431736,12.690013379431736,13.068774530979018,13.068774530979018,13.068774530979018,13.068774530979018,13.068774530979018,13.068774530979018,13.068774530979018,13.90386166273459,13.90386166273459,13.90386166273459,13.90386166273459,13.90386166273459,13.90386166273459,13.90386166273459,12.717455096863974,12.690013379431736
galaxy,northsouth,70,7.142672901400965,7.142672901400965,7.142672901400965,7.142672901400965,7.142672901400965,7.142672901400965,7.142672901400965,7.299534066496414,7.299534066496414,7.299534066496414,7.299534066496414,7.299534066496414,7.299534066496414,7.299534066496414,8.193235500203281,8.193235500203281,8.193235500203281,8.193235500203281,8.193235500203281,8.193235500203281,8.193235500203281,8.73311852308232,8.73311852308232,8.73311852308232,8.73311852308232,8.73311852308232,8.73311852308232,8.73311852308232,9.606130360007276,9.606130360007276,9.606130360007276,9.606130360007276,9.606130360007276,9.606130360007276,9.606130360007276,8.194938270238053,8.193235500203281
galaxy,radialposition,70,6.27914103476935,6.27914103476935,6.27914103476935,6.27914103476935,6.27914103476935,6.27914103476935,6.27914103476935,6.498339797490011,6.498339797490011,6.498339797490011,6.498339797490011,6.498339797490011,6.498339797490011,6.498339797490011,7.356849277641625,7.356849277641625,7.356849277641625,7.356849277641625,7.356849277641625,7.356849277641625,7.356849277641625,7.82036046705159,7.82036046705159,7.82036046705159,7.82036046705159,7.82036046705159,7.82036046705159,7.82036046705159,8.720052486022155,8.720052486022155,8.720052486022155,8.720052486022155,8.720052486022155,8.720052486022155,8.720052486022155,7.334948612594946,7.356849277641625
galaxy,eastwest,80,12.253891155842576,12.253891155842576,12.253891155842576,12.253891155842576,12.253891155842576,12.253891155842576,12.253891155842576,12.47773583074164,12.47773583074164,12.47773583074164,12.47773583074164,12.47773583074164,12.47773583074164,12.47773583074164,13.162935035546381,13.162935035546381,13.162935035546381,13.162935035546381,13.162935035546381,13.162935035546381,13.162935035546381,13.621947522287039,13.621947522287039,13.621947522287039,13.621947522287039,13.621947522287039,13.621947522287039,13.621947522287039,14.479702840443764,14.479702840443764,14.479702840443764,14.479702840443764,14.479702840443764,14.479702840443764,14.479702840443764,13.199242476972284,13.162935035546381
galaxy,northsouth,80,7.566044361921994,7.566044361921994,7.566044361921994,7.566044361921994,7.566044361921994,7.566044361921994,7.566044361921994,7.62160669186682,7.62160669186682,7.62160669186682,7.62160669186682,7.62160669186682,7.62160669186682,7.62160669186682,8.46980191431441,8.46980191431441,8.46980191431441,8.46980191431441,8.46980191431441,8.46980191431441,8.46980191431441,9.37220422168025,9.37220422168025,9.37220422168025,9.37220422168025,9.37220422168025,9.37220422168025,9.37220422168025,9.85693650768437,9.85693650768437,9.85693650768437,9.85693650768437,9.85693650768437,9.85693650768437,9.85693650768437,8.577318739493572,8.46980191431441
galaxy,radialposition,80,7.170886955481905,7.170886955481905,7.170886955481905,7.170886955481905,7.170886955481905,7.170886955481905,7.170886955481905,7.180986350649285,7.180986350649285,7.180986350649285,7.180986350649285,7.180986350649285,7.180986350649285,7.180986350649285,8.05858033501963,8.05858033501963,8.05858033501963,8.05858033501963,8.05858033501963,8.05858033501963,8.05858033501963,8.91128626241666,8.91128626241666,8.91128626241666,8.91128626241666,8.91128626241666,8.91128626241666,8.91128626241666,9.44970988765013,9.44970988765013,9.44970988765013,9.44970988765013,9.44970988765013,9.44970988765013,9.44970988765013,8.15428995824352,8.05858033501963
galaxy,eastwest,90,13.42684145115583,13.42684145115583,13.42684145115583,13.42684145115583,13.42684145115583,13.42684145115583,13.42684145115583,13.62151263409053,13.62151263409053,13.62151263409053,13.62151263409053,13.62151263409053,13.62151263409053,13.62151263409053,14.331361729916345,14.331361729916345,14.331361729916345,14.331361729916345,14.331361729916345,14.331361729916345,14.331361729916345,15.268889547753755,15.268889547753755,15.268889547753755,15.268889547753755,15.268889547753755,15.268889547753755,15.268889547753755,15.537995996595955,15.537995996595955,15.537995996595955,15.537995996595955,15.537995996595955,15.537995996595955,15.537995996595955,14.437320271902484,14.331361729916345
galaxy,northsouth,90,8.151850214321495,8.151850214321495,8.151850214321495,8.151850214321495,8.151850214321495,8.151850214321495,8.151850214321495,8.46377403820458,8.46377403820458,8.46377403820458,8.46377403820458,8.46377403820458,8.46377403820458,8.46377403820458,9.31744974528496,9.31744974528496,9.31744974528496,9.31744974528496,9.31744974528496,9.31744974528496,9.31744974528496,10.42225250453714,10.42225250453714,10.42225250453714,10.42225250453714,10.42225250453714,10.42225250453714,10.42225250453714,10.615972957577636,10.615972957577636,10.615972957577636,10.615972957577636,10.615972957577636,10.615972957577636,10.615972957577636,9.394259891985163,9.31744974528496
galaxy,radialposition,90,8.72125000352704,8.72125000352704,8.72125000352704,8.72125000352704,8.72125000352704,8.72125000352704,8.72125000352704,8.98308315909423,8.98308315909423,8.98308315909423,8.98308315909423,8.98308315909423,8.98308315909423,8.98308315909423,9.78885628742059,9.78885628742059,9.78885628742059,9.78885628742059,9.78885628742059,9.78885628742059,9.78885628742059,10.897469425589975,10.897469425589975,10.897469425589975,10.897469425589975,10.897469425589975,10.897469425589975,10.897469425589975,11.014433847020735,11.014433847020735,11.014433847020735,11.014433847020735,11.014433847020735,11.014433847020735,11.014433847020735,9.881018544530512,9.78885628742059
heart,oldpeak,50,9.82780336860313,9.82780336860313,9.82780336860313,9.82780336860313,9.82780336860313,9.82780336860313,9.82780336860313,9.882907400571336,9.882907400571336,9.882907400571336,9.882907400571336,9.882907400571336,9.882907400571336,9.882907400571336,9.97131267646536,9.97131267646536,9.97131267646536,9.97131267646536,9.97131267646536,9.97131267646536,9.97131267646536,10.19212351323789,10.19212351323789,10.19212351323789,10.19212351323789,10.19212351323789,10.19212351323789,10.19212351323789,10.30676426195469,10.30676426195469,10.30676426195469,10.30676426195469,10.30676426195469,10.30676426195469,10.30676426195469,10.036182244166483,9.97131267646536
heart,oldpeak,60,9.721038456729085,9.721038456729085,9.721038456729085,9.721038456729085,9.721038456729085,9.721038456729085,9.721038456729085,10.02678972437882,10.02678972437882,10.02678972437882,10.02678972437882,10.02678972437882,10.02678972437882,10.02678972437882,10.045383811639505,10.045383811639505,10.045383811639505,10.045383811639505,10.045383811639505,10.045383811639505,10.045383811639505,10.126585057370411,10.126585057370411,10.126585057370411,10.126585057370411,10.126585057370411,10.126585057370411,10.126585057370411,10.182740651887665,10.182740651887665,10.182740651887665,10.182740651887665,10.182740651887665,10.182740651887665,10.182740651887665,10.0205075404011,10.045383811639505
heart,oldpeak,70,9.66578790038452,9.66578790038452,9.66578790038452,9.66578790038452,9.66578790038452,9.66578790038452,9.66578790038452,9.966348780093925,9.966348780093925,9.966348780093925,9.966348780093925,9.966348780093925,9.966348780093925,9.966348780093925,10.039397540898895,10.039397540898895,10.039397540898895,10.039397540898895,10.039397540898895,10.039397540898895,10.039397540898895,10.149469050041086,10.149469050041086,10.149469050041086,10.149469050041086,10.149469050041086,10.149469050041086,10.149469050041086,10.34783049114159,10.34783049114159,10.34783049114159,10.34783049114159,10.34783049114159,10.34783049114159,10.34783049114159,10.033766752512,10.039397540898895
heart,oldpeak,80,9.714352539846654,9.714352539846654,9.714352539846654,9.714352539846654,9.714352539846654,9.714352539846654,9.714352539846654,10.014627801822234,10.014627801822234,10.014627801822234,10.014627801822234,10.014627801822234,10.014627801822234,10.014627801822234,10.061435083967545,10.061435083967545,10.061435083967545,10.061435083967545,10.061435083967545,10.061435083967545,10.061435083967545,10.187669071701764,10.187669071701764,10.187669071701764,10.187669071701764,10.187669071701764,10.187669071701764,10.187669071701764,10.60939631590148,10.60939631590148,10.60939631590148,10.60939631590148,10.60939631590148,10.60939631590148,10.60939631590148,10.117496162647942,10.061435083967545
heart,oldpeak,90,10.45748365735446,10.45748365735446,10.45748365735446,10.45748365735446,10.45748365735446,10.45748365735446,10.45748365735446,10.620302856914325,10.620302856914325,10.620302856914325,10.620302856914325,10.620302856914325,10.620302856914325,10.620302856914325,10.714416711963121,10.714416711963121,10.714416711963121,10.714416711963121,10.714416711963121,10.714416711963121,10.714416711963121,10.820853368090765,10.820853368090765,10.820853368090765,10.820853368090765,10.820853368090765,10.820853368090765,10.820853368090765,11.277804539505736,11.277804539505736,11.277804539505736,11.277804539505736,11.277804539505736,11.277804539505736,11.277804539505736,10.778172226765674,10.714416711963121
pet,AgeMonths,50,14.859186109350887,14.859186109350887,14.859186109350887,14.859186109350887,14.859186109350887,14.859186109350887,14.859186109350887,15.16558416538987,15.16558416538987,15.16558416538987,15.16558416538987,15.16558416538987,15.16558416538987,15.16558416538987,15.56179604302687,15.56179604302687,15.56179604302687,15.56179604302687,15.56179604302687,15.56179604302687,15.56179604302687,15.940453104144856,15.940453104144856,15.940453104144856,15.940453104144856,15.940453104144856,15.940453104144856,15.940453104144856,16.59458705553302,16.59458705553302,16.59458705553302,16.59458705553302,16.59458705553302,16.59458705553302,16.59458705553302,15.624321295489095,15.56179604302687
pet,AgeMonths,60,15.266145523708891,15.266145523708891,15.266145523708891,15.266145523708891,15.266145523708891,15.266145523708891,15.266145523708891,15.431982054916704,15.431982054916704,15.431982054916704,15.431982054916704,15.431982054916704,15.431982054916704,15.431982054916704,15.870976549363336,15.870976549363336,15.870976549363336,15.870976549363336,15.870976549363336,15.870976549363336,15.870976549363336,16.47233443516492,16.47233443516492,16.47233443516492,16.47233443516492,16.47233443516492,16.47233443516492,16.47233443516492,17.009128501186854,17.009128501186854,17.009128501186854,17.009128501186854,17.009128501186854,17.009128501186854,17.009128501186854,16.01011341286814,15.870976549363336
pet,AgeMonths,70,15.699085467405144,15.699085467405144,15.699085467405144,15.699085467405144,15.699085467405144,15.699085467405144,15.699085467405144,15.71634563700505,15.71634563700505,15.71634563700505,15.71634563700505,15.71634563700505,15.71634563700505,15.71634563700505,16.18583313465376,16.18583313465376,16.18583313465376,16.18583313465376,16.18583313465376,16.18583313465376,16.18583313465376,17.034235983191405,17.034235983191405,17.034235983191405,17.034235983191405,17.034235983191405,17.034235983191405,17.034235983191405,17.31466634027837,17.31466634027837,17.31466634027837,17.31466634027837,17.31466634027837,17.31466634027837,17.31466634027837,16.39003331250675,16.18583313465376
pet,AgeMonths,80,16.26122696349076,16.26122696349076,16.26122696349076,16.26122696349076,16.26122696349076,16.26122696349076,16.26122696349076,16.38194353082147,16.38194353082147,16.38194353082147,16.38194353082147,16.38194353082147,16.38194353082147,16.38194353082147,16.757356529121825,16.757356529121825,16.757356529121825,16.757356529121825,16.757356529121825,16.757356529121825,16.757356529121825,17.82303209612143,17.82303209612143,17.82303209612143,17.82303209612143,17.82303209612143,17.82303209612143,17.82303209612143,17.828799928374544,17.828799928374544,17.828799928374544,17.828799928374544,17.828799928374544,17.828799928374544,17.828799928374544,17.010471809586008,16.757356529121825
