dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred
house_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[1.01054655 1.03198134],[0.88779018 0.89427196]
house_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88084333 0.97542944],[0.65239439 0.88374398]
house_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87228737 0.91263276],[0.77298875 0.92559917]
house_3,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.9070158  0.99632226],[0.91531297 0.91615012]
house_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93662308 0.95821658],[0.92029398 0.96504191]
house_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89589992 1.00676371],[0.60651849 0.78302871]
house_4,DecisionTree,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[1.03121274 1.04768809],[0.92359269 0.93991599]
house_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96515782 1.00923399],[0.77087628 0.92248705]
house_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92440096 0.95457119],[0.8499154  0.95916719]
house_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.96636547 1.01430526],[0.93547992 0.94307104]
house_4,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.94548083 0.9543309 ],[0.95990115 0.97222086]
house_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85907905 0.95139562],[0.67223813 0.86498075]
iris_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79088838 0.83061437],[0.79287713 0.89403146]
iris_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.34652862 0.91020547],[0.64435953 0.89064557]
iris_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.48629718 0.85255212],[0.68405612 0.92082534]
iris_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.80054122 0.81456133],[0.85034031 0.91386466]
iris_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.57246406 0.70374715],[0.88467713 0.95928142]
iris_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.20984769 0.76546958],[0.59971025 0.77774681]
iris_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79737118 0.89056943],[0.82157535 0.89095023]
iris_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.45644489 0.90669528],[0.65973324 0.88756623]
iris_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.61942903 0.90482708],[0.69028094 0.92503193]
iris_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92253474 0.965814  ],[0.87004465 0.91122401]
iris_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71549871 0.78433929],[0.88270347 0.95513893]
iris_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.32020246 0.91576992],[0.58631569 0.77433542]
iris_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87394707 0.90479201],[0.84442487 0.89255448]
iris_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.54658737 0.97392797],[0.63163524 0.87977525]
iris_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.75285498 0.88622018],[0.72213753 0.93485052]
iris_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91826761 0.96721027],[0.89359689 0.91120024]
iris_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70558541 0.8930776 ],[0.88119584 0.96098314]
iris_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.41222669 1.02031992],[0.5307597  0.77204499]
iris_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90403988 0.92872402],[0.89145835 0.92849115]
iris_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.5190095  0.95883181],[0.63957332 0.92744913]
iris_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79472986 0.96030548],[0.77586427 0.96457549]
iris_3,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.98438136 0.99944192],[0.92583825 0.9391652 ]
iris_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.57615066 0.8636799 ],[0.93746774 0.97644037]
iris_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.49287115 0.92746931],[0.57742447 0.87329947]
iris_4,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92557502 1.0163698 ],[0.92517632 0.92881058]
iris_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81554584 0.99031741],[0.71451456 0.92798536]
iris_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81793268 0.97655826],[0.8376291  0.95257577]
iris_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.95000754 1.01559426],[0.94166933 0.95444016]
iris_4,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.54988171 0.8519767 ],[0.96841143 0.97761571]
iris_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.62467287 1.02170056],[0.65030877 0.87368497]
letter_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.15893957 0.36021104],[0.80463231 0.89559262]
letter_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.06714182 0.4487937 ],[0.63801507 0.90672304]
letter_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.04414374 0.3623114 ],[0.68359923 0.92473779]
letter_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.27331382 0.46828376],[0.85377613 0.91978601]
letter_0,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.91788035 0.93399521],[0.88061638 0.92201505]
letter_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.05267597 0.40500901],[0.578067   0.83633693]
letter_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.21364679 0.46763748],[0.80463231 0.90193084]
letter_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.06258404 0.53480433],[0.63801507 0.88154631]
letter_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.04638925 0.48278887],[0.68359923 0.91736255]
letter_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.37291745 0.57274915],[0.85377613 0.92876526]
letter_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[1.14422353 1.2015446 ],[0.88061638 0.93711535]
letter_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.07472322 0.53972567],[0.578067   0.68068753]
letter_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.33715166 0.55195742],[0.82063111 0.88605536]
letter_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.08784618 0.65326477],[0.58650896 0.87746058]
letter_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.06737938 0.58525282],[0.6903347  0.92884422]
letter_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.51378882 0.67535184],[0.8780463  0.91219623]
letter_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.86905105 1.55073978],[0.85352626 0.9258693 ]
letter_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.1087329  0.63647997],[0.47929989 0.7669206 ]
letter_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.43284815 0.68237944],[0.88746056 0.89255448]
letter_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.12858778 0.72071957],[0.5962101  0.87977525]
letter_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.07828311 0.71782294],[0.74558675 0.93485052]
letter_3,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.64466383 0.75246911],[0.91120024 0.92808063]
letter_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.73632824 1.90520261],[0.86296761 0.96098314]
letter_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.14410586 0.72003706],[0.51759659 0.77204499]
letter_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.65748096 0.7856485 ],[0.91173594 0.93919642]
letter_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.26416692 0.8505255 ],[0.72782586 0.90503242]
letter_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.23839423 0.86299516],[0.85410769 0.95083277]
letter_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.84143979 0.89461773],[0.92600783 0.96424755]
letter_4,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[1.01095341 1.26501493],[0.95047707 0.97235892]
letter_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.3520562  0.86171031],[0.684369   0.82607856]
mushrooms_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.93562869 0.95108809],[0.78878515 0.85479618]
mushrooms_0,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.95220037 0.97125741],[0.6481284 0.8557214]
mushrooms_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.51222959 0.95524585],[0.71485369 0.87318447]
mushrooms_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.94483616 0.95602436],[0.83266435 0.87907917]
mushrooms_0,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.94667118 0.97208812],[0.90586846 0.92943   ]
mushrooms_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.836655   0.93336792],[0.63566478 0.76906853]
mushrooms_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96463879 0.96740228],[0.79437514 0.85245971]
mushrooms_1,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.96436598 0.9809352 ],[0.6257251  0.85532571]
mushrooms_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7349713 0.9754108],[0.71582748 0.87862607]
mushrooms_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96265981 0.97374844],[0.83916843 0.87093313]
mushrooms_1,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.95633291 0.96656696],[0.91852106 0.94033361]
mushrooms_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89177603 0.96958472],[0.59453337 0.76168021]
mushrooms_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96905121 0.97431358],[0.84417639 0.88574072]
mushrooms_2,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.98094487 0.98452981],[0.60770743 0.8783048 ]
mushrooms_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.74240576 0.98784766],[0.72183826 0.92639801]
mushrooms_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.9715303  0.98148484],[0.88928454 0.9090514 ]
mushrooms_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.97541027 0.97955525],[0.87857891 0.95379239]
mushrooms_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90526397 0.98314246],[0.52489885 0.77404212]
mushrooms_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98121503 0.98674034],[0.84272886 0.91173594]
mushrooms_3,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.98287861 0.99143899],[0.69578769 0.90503242]
mushrooms_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87394192 0.99419927],[0.73149778 0.95083277]
mushrooms_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.99281798 0.99502965],[0.86547882 0.92600783]
mushrooms_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98535739 0.98674043],[0.92465184 0.97235892]
mushrooms_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95447516 0.99336904],[0.59393887 0.82607856]
mushrooms_4,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.9919888  0.99226464],[0.87965824 0.89427196]
mushrooms_4,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.99088761 0.9961334 ],[0.76885297 0.88374398]
mushrooms_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.8701194 0.9961334],[0.79635625 0.92559917]
mushrooms_4,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.99861908 0.99889528],[0.88995186 0.91531297]
mushrooms_4,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.99060589 0.99336943],[0.94492487 0.96504191]
mushrooms_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98148134 0.9961311 ],[0.68219055 0.78302871]
mv_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79670482 0.80328599],[0.77909778 0.90953104]
mv_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.68310734 0.7896069 ],[0.64913712 0.90591273]
mv_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67374643 0.81070488],[0.64991065 0.92503809]
mv_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.82798182 0.83366217],[0.82394975 0.92042715]
mv_0,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.82217423 0.8334492 ],[0.83990421 0.94466091]
mv_0,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.52176439 0.59707142],[0.59455955 0.80439302]
mv_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.84507259 0.85554794],[0.80753386 0.8434836 ]
mv_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70164416 0.8302654 ],[0.65076343 0.87617939]
mv_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70280118 0.85249618],[0.69445965 0.84221309]
mv_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85547665 0.87430065],[0.85331298 0.87969606]
mv_1,AdaBoost,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[0.858832  0.8623113],[0.88505194 0.88923978]
mv_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.57047581 0.65133462],[0.62040358 0.86201903]
mv_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.89256734 0.8931337 ],[0.82843085 0.91960588]
mv_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.73420838 0.86310228],[0.63939026 0.8847714 ]
mv_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7475986  0.89443667],[0.7336766  0.95891646]
mv_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88909993 0.91025251],[0.88412269 0.93182578]
mv_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89018198 0.89688741],[0.89974409 0.9676967 ]
mv_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.58779566 0.71049178],[0.55386495 0.77018515]
mv_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.9229516  0.93158092],[0.88925276 0.90744505]
mv_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.77293246 0.90307206],[0.64024976 0.89977015]
mv_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.80392171 0.92870236],[0.78154941 0.94977144]
mv_3,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.91849503 0.94750403],[0.91755752 0.92064526]
mv_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91841869 0.9272672 ],[0.93666993 0.96925938]
mv_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.5303407  0.79026799],[0.57593496 0.82028261]
mv_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.95741715 0.96566266],[0.92592698 0.92670454]
mv_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83953318 0.93895234],[0.70776374 0.92466912]
mv_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88496093 0.96216138],[0.83702157 0.96126806]
mv_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.94828741 0.97444039],[0.93720872 0.95861518]
mv_4,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95439457 0.9586399 ],[0.94251396 0.97417011]
mv_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.46205689 0.8802071 ],[0.64370285 0.86787036]
nursery_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.62510876 0.66393875],[0.80947481 0.84135008]
nursery_0,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.66116311 0.76247321],[0.67778609 0.90507165]
nursery_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.54925557 0.60996359],[0.7006134  0.86973595]
nursery_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.58351635 0.6834844 ],[0.84611828 0.86333474]
nursery_0,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.57347345 0.62766829],[0.88028437 0.89860796]
nursery_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.3495978  0.45597899],[0.6842536  0.87688781]
nursery_1,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.68680203 0.72203771],[0.8132313  0.85185137]
nursery_1,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.73441319 0.76221712],[0.65032751 0.87686413]
nursery_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.61586771 0.66587381],[0.70050021 0.88091621]
nursery_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69479843 0.75193588],[0.85332594 0.86925465]
nursery_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.57588007 0.74902597],[0.91132257 0.93836335]
nursery_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.38682174 0.59288731],[0.64298052 0.82509547]
nursery_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.73682726 0.77461643],[0.84378149 0.89791399]
nursery_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79056411 0.79646904],[0.64436974 0.87611363]
nursery_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.65413837 0.72464178],[0.74961147 0.93200296]
nursery_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71517197 0.8075312 ],[0.8940284 0.9112139]
nursery_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.67805615 0.75384292],[0.91719931 0.9605192 ]
nursery_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.37370161 0.66511436],[0.58195046 0.75352394]
nursery_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.80993431 0.8346325 ],[0.85846782 0.92289827]
nursery_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83213683 0.86505321],[0.70519206 0.90706575]
nursery_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70601819 0.78043356],[0.73666571 0.95933299]
nursery_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.82087624 0.86669999],[0.88432101 0.9334548 ]
nursery_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.52117421 0.68870321],[0.92860647 0.97556411]
nursery_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.37123051 0.77397163],[0.60552564 0.82069737]
nursery_4,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.89726148 0.91090539],[0.88726554 0.9155236 ]
nursery_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90528826 0.93331718],[0.8363762  0.90651903]
nursery_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83371952 0.86216135],[0.72606531 0.94795474]
nursery_4,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89160582 0.93581329],[0.88873865 0.93023246]
nursery_4,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67483304 0.7470612 ],[0.95344628 0.97319821]
nursery_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.21230741 0.86296566],[0.73796761 0.83133302]
phoneme_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7995658  0.85664078],[0.81778617 0.87266329]
phoneme_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.76740815 0.90089649],[0.6216672  0.89074221]
phoneme_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.74681406 0.87124711],[0.66363021 0.89244235]
phoneme_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.82616931 0.85093657],[0.8656642  0.89190568]
phoneme_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90624941 0.9249043 ],[0.85094009 0.90619327]
phoneme_0,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.827933  0.8982133],[0.51488097 0.84218538]
phoneme_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.84107589 0.87379742],[0.81239829 0.90270031]
phoneme_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79515236 0.94121508],[0.60641936 0.90537225]
phoneme_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78633983 0.89691355],[0.66531093 0.91365309]
phoneme_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.86368005 0.88912056],[0.8689462  0.93158657]
phoneme_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.94435127 0.95076809],[0.8545058  0.86414634]
phoneme_1,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.83760267 0.90879186],[0.50381899 0.81562212]
phoneme_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.86203679 0.89802484],[0.81428334 0.89705282]
phoneme_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78242884 0.94786008],[0.56858759 0.88084041]
phoneme_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83815948 0.91219935],[0.69645625 0.9359433 ]
phoneme_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88774907 0.90725099],[0.87949644 0.92307128]
phoneme_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95805176 0.95958596],[0.84980902 0.94965985]
phoneme_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85889732 0.98952567],[0.45997659 0.76982734]
phoneme_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89409154 0.92431907],[0.85644849 0.92504906]
phoneme_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78802307 0.97065081],[0.57040248 0.90602229]
phoneme_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.86212563 0.92605857],[0.71840889 0.95949001]
phoneme_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91714909 0.94035366],[0.90735897 0.94441424]
phoneme_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96201478 0.96707386],[0.86087532 0.9095558 ]
phoneme_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.75001997 1.02717051],[0.4904673  0.82069438]
phoneme_4,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91959611 0.96179925],[0.92068355 0.9285777 ]
phoneme_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.80933522 0.98396325],[0.72766851 0.90716491]
phoneme_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92285225 0.96507484],[0.83464831 0.96038974]
phoneme_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.9657659 0.9808079],[0.94450688 0.94536252]
phoneme_4,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.98757674 0.98860567],[0.9384037  0.97662205]
phoneme_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71245591 1.08024697],[0.66188513 0.82643796]
ringnorm_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70853613 0.93775457],[0.83505635 0.90039474]
ringnorm_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67155754 0.92840113],[0.63112212 0.90139047]
ringnorm_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.73569268 1.09459375],[0.68509766 0.9035762 ]
ringnorm_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81625487 0.92322966],[0.86123129 0.91699998]
ringnorm_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83323985 0.93178283],[0.88889704 0.91279391]
ringnorm_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.52070566 0.92647493],[0.58828899 0.78691812]
ringnorm_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.74076488 0.96005857],[0.8463823  0.89534731]
ringnorm_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69326306 0.94478803],[0.63338121 0.89513768]
ringnorm_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.75813992 1.06889911],[0.68831984 0.90969414]
