dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred
ringnorm_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85695111 0.94278519],[0.87121352 0.92338531]
ringnorm_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.86717039 0.94866316],[0.88581013 0.95096897]
ringnorm_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.52763187 0.94551809],[0.58754436 0.80031765]
ringnorm_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78970796 0.96434874],[0.84289376 0.87406324]
ringnorm_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.68244653 0.95700267],[0.60869393 0.8770832 ]
ringnorm_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.72962635 1.0433591 ],[0.71252454 0.88898344]
ringnorm_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89461313 0.96025338],[0.88220438 0.90644095]
ringnorm_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90300598 0.9663685 ],[0.87287269 0.94782479]
ringnorm_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.52476824 0.96701727],[0.56471982 0.76610665]
ringnorm_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83853616 0.97408888],[0.86756502 0.92296891]
ringnorm_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69240389 0.97248056],[0.57209033 0.93019399]
ringnorm_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.75102589 1.01752427],[0.73165692 0.92840856]
ringnorm_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.9384826  0.97773197],[0.91151043 0.94900068]
ringnorm_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92900691 0.97606614],[0.86437178 0.90499162]
ringnorm_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.55083141 0.98319796],[0.50089776 0.87101718]
ringnorm_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.88652266 1.00018467],[0.88250876 0.90601158]
ringnorm_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.76776965 0.99451436],[0.66284101 0.87769665]
ringnorm_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.77852786 1.00455531],[0.7960078  0.89662738]
ringnorm_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.95993616 0.99729408],[0.91058422 0.94247351]
ringnorm_4,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.9551228  0.99374808],[0.90888253 0.95653029]
ringnorm_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.54743112 0.99236016],[0.58306931 0.7728656 ]
Run_or_walk_information_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.83918496 0.85121657],[0.8075819 0.8791128]
Run_or_walk_information_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.72660284 0.88933266],[0.61328397 0.88321957]
Run_or_walk_information_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.59780062 0.85229022],[0.70923141 0.89936497]
Run_or_walk_information_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85978537 0.87650552],[0.860215   0.89665757]
Run_or_walk_information_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85113446 0.8620083 ],[0.89092182 0.9186028 ]
Run_or_walk_information_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.68119708 0.69362309],[0.5532122  0.80074991]
Run_or_walk_information_1,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.8832159  0.89003179],[0.79669558 0.89851078]
Run_or_walk_information_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.77206159 0.90686426],[0.59028909 0.88955579]
Run_or_walk_information_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.650585   0.88856301],[0.69886455 0.94031987]
Run_or_walk_information_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90014273 0.91511271],[0.8585148  0.91560963]
Run_or_walk_information_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89301596 0.90092201],[0.886785   0.95979445]
Run_or_walk_information_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70446181 0.94408335],[0.53044437 0.7929046 ]
Run_or_walk_information_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.9199876  0.92423423],[0.82980833 0.89255448]
Run_or_walk_information_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.80763339 0.93594066],[0.61794577 0.87977525]
Run_or_walk_information_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71448042 0.91892796],[0.72350255 0.93485052]
Run_or_walk_information_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93261984 0.943434  ],[0.88031937 0.91120024]
Run_or_walk_information_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92647654 0.92872518],[0.89338716 0.96098314]
Run_or_walk_information_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.63228192 0.87669631],[0.55030333 0.77204499]
Run_or_walk_information_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95203499 0.95266762],[0.85644849 0.92533303]
Run_or_walk_information_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.86074725 0.96648971],[0.57040248 0.93230846]
Run_or_walk_information_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79553881 0.94834005],[0.71840889 0.95928307]
Run_or_walk_information_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95936341 0.96763712],[0.90735897 0.94122571]
Run_or_walk_information_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95059387 0.95601467],[0.86087532 0.9086113 ]
Run_or_walk_information_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.77716659 0.9171508 ],[0.4904673  0.89206546]
Run_or_walk_information_4,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.97812502 0.97885406],[0.91357132 0.93502646]
Run_or_walk_information_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89808301 0.97482845],[0.68226132 0.94411097]
Run_or_walk_information_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88656571 0.9729017 ],[0.82328663 0.95516391]
Run_or_walk_information_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.98152171 0.98567825],[0.95036713 0.9581094 ]
Run_or_walk_information_4,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.97609959 0.98002127],[0.91137521 0.93670815]
Run_or_walk_information_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87266204 1.00787944],[0.60002236 0.9137401 ]
shuttle_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93485961 0.94899889],[0.81200397 0.89440845]
shuttle_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71827733 0.90605507],[0.66955038 0.90051731]
shuttle_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69914379 0.95788581],[0.71044412 0.91891027]
shuttle_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.94831657 0.96355821],[0.86210527 0.9163584 ]
shuttle_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.76950257 0.88887827],[0.90844143 0.92267596]
shuttle_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.59757996 0.62475737],[0.61665074 0.81199481]
shuttle_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95526805 0.96910286],[0.80131742 0.91684278]
shuttle_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71473462 0.92088986],[0.61273854 0.92840197]
shuttle_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71885683 0.9749235 ],[0.68688256 0.92612074]
shuttle_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96773302 0.97973961],[0.85267661 0.93801871]
shuttle_1,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.79023258 0.92116232],[0.87731201 0.89182418]
shuttle_1,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.53154314 0.58664666],[0.55593069 0.86191752]
shuttle_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97540829 0.98106242],[0.82660441 0.89255448]
shuttle_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7151979  0.94185015],[0.58898658 0.87977525]
shuttle_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7771031  0.98546493],[0.71186263 0.93485052]
shuttle_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98206557 0.99000417],[0.88044692 0.91120024]
shuttle_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.62637241 0.92195729],[0.88821154 0.96098314]
shuttle_2,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.56355646 0.58070181],[0.52345301 0.77204499]
shuttle_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98651258 0.99242287],[0.84349802 0.91173594]
shuttle_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71646415 0.9629094 ],[0.57926895 0.90503242]
shuttle_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85182204 0.99207182],[0.71924662 0.95083277]
shuttle_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.99246765 0.99631413],[0.9003984  0.92600783]
shuttle_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90583423 0.948622  ],[0.88837039 0.97235892]
shuttle_3,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.60506811 0.65290756],[0.49502742 0.82607856]
shuttle_4,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.99416758 0.99732509],[0.89354291 0.93635941]
shuttle_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7160338  0.97823763],[0.67317008 0.94029969]
shuttle_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.9364983 0.9958149],[0.78979778 0.96893188]
shuttle_4,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.996603   0.99843092],[0.93794718 0.94389278]
shuttle_4,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97795733 1.05515742],[0.91309024 0.97199727]
shuttle_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69685782 0.7829379 ],[0.57664943 0.90531262]
soybean_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.38125529 0.44371646],[0.78584283 0.83034525]
soybean_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.49870139 0.6961025 ],[0.66465903 0.84051143]
soybean_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.12374084 0.49654298],[0.65891873 0.8520098 ]
soybean_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.44902515 0.4667274 ],[0.82483479 0.84989489]
soybean_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.21715736 0.36055901],[0.85512515 0.93111839]
soybean_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.04467508 0.50059532],[0.64202732 0.74733377]
soybean_1,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.48274453 0.59794643],[0.81450107 0.88517091]
soybean_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.57352728 0.74680978],[0.6465335  0.87066759]
soybean_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.07740784 0.67061435],[0.70413088 0.91728412]
soybean_1,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.57970253 0.62051335],[0.86425769 0.91065299]
soybean_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.41387631 0.56725617],[0.92517951 0.93845376]
soybean_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.07386399 0.49936437],[0.59535667 0.75474582]
soybean_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.6299473  0.63752265],[0.82736919 0.86223488]
soybean_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.61579786 0.82168299],[0.58039646 0.85527797]
soybean_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.12253978 0.86925863],[0.70185668 0.89144453]
soybean_2,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.71105738 0.74532302],[0.88085887 0.88442114]
soybean_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.51255858 0.67071861],[0.85233489 0.94573941]
soybean_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.07027287 0.62120439],[0.4729962  0.74342077]
soybean_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.76367927 0.83461017],[0.90769956 0.91173594]
soybean_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79125095 0.85366198],[0.7942672  0.90503242]
soybean_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.09907493 0.89605637],[0.75425034 0.95083277]
soybean_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79152938 0.86323235],[0.92573335 0.92600783]
soybean_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.4575006  0.58019275],[0.94772246 0.97235892]
soybean_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.0600292 0.7295284],[0.70874112 0.82607856]
soybean_4,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.91381534 0.93723423],[0.90506786 0.91108663]
soybean_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.8755845  0.97505342],[0.89133325 0.91546399]
soybean_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.1994331  1.00742972],[0.77849332 0.91115682]
soybean_4,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95201704 0.96312003],[0.90980733 0.9292265 ]
soybean_4,AdaBoost,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[0.6766644  0.72012769],[0.95361148 0.96073739]
soybean_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.15631818 0.88906881],[0.79352907 0.84359431]
stars_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.5752812  0.70920134],[0.77592842 0.86081258]
stars_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.4048162  0.60028968],[0.6411339  0.87699599]
stars_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.36616544 0.57508279],[0.64186827 0.8551364 ]
stars_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.60222787 0.75644479],[0.82139988 0.87940719]
stars_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.6583871  0.83224461],[0.83198263 0.92080563]
stars_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.35090409 0.52343362],[0.5722938  0.76698269]
stars_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.62631584 0.76784402],[0.76893749 0.81654986]
stars_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.43535118 0.66280882],[0.63670082 0.84438254]
stars_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.49269361 0.70647579],[0.62983823 0.81436476]
stars_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.75243964 0.7853089 ],[0.81030712 0.82400832]
stars_1,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.62931463 1.15664698],[0.83089599 0.85214353]
stars_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.5128531  0.71098682],[0.57943458 0.71362895]
stars_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.85384677 0.87745261],[0.8096224  0.92530465]
stars_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.42822153 0.72430048],[0.59435887 0.92737169]
stars_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.5157182  0.76561843],[0.6855599  0.95915133]
stars_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.86503909 0.90329768],[0.87163775 0.94114652]
stars_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.32708703 0.82282312],[0.8843501 0.8996611]
stars_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.45810417 0.73991585],[0.48533878 0.87270806]
stars_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88837799 0.92368   ],[0.89586461 0.91173594]
stars_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.63880981 0.84073461],[0.66094366 0.90503242]
stars_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.73795011 0.76607082],[0.8102304  0.95083277]
stars_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87980804 0.9673763 ],[0.92407053 0.92600783]
stars_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.89492505 0.97496367],[0.95594519 0.97235892]
stars_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.62484275 0.85150875],[0.61184066 0.82607856]
stars_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.8897846  0.98598618],[0.91173594 0.94685587]
stars_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67637614 0.87859462],[0.78765712 0.90503242]
stars_4,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.77076285 0.87558616],[0.86419347 0.95083277]
stars_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.95799306 0.96748698],[0.92600783 0.95433418]
stars_4,AdaBoost,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[0.58463565 0.81450777],[0.97235892 0.98603288]
stars_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.65984999 0.9105344 ],[0.73138453 0.82607856]
visualizing_soil_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.80706057 0.8441027 ],[0.79672477 0.91925567]
visualizing_soil_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67036152 0.75508697],[0.63941708 0.92474605]
visualizing_soil_0,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.78705622 0.80907876],[0.6706763  0.92885011]
visualizing_soil_0,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.79365341 0.82731517],[0.85850664 0.94309843]
visualizing_soil_0,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.80317896 0.86346736],[0.83849445 0.86632883]
visualizing_soil_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.38060011 0.44743976],[0.57523553 0.86745368]
visualizing_soil_1,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.84484931 0.89268346],[0.77852421 0.91780703]
visualizing_soil_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.65997963 0.78497807],[0.61074454 0.89962685]
visualizing_soil_1,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.8265238  0.85432722],[0.64125936 0.93327229]
visualizing_soil_1,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.82699469 0.86666802],[0.83653197 0.94357761]
visualizing_soil_1,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.84584056 0.89010724],[0.83813161 0.95614819]
visualizing_soil_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.4127248  0.52607683],[0.51851144 0.8090886 ]
visualizing_soil_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.89844784 0.91566519],[0.84227182 0.87811856]
visualizing_soil_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70536116 0.84689108],[0.6302345  0.86770609]
visualizing_soil_2,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.87346769 0.88828276],[0.73268361 0.92129619]
visualizing_soil_2,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.87761521 0.90788973],[0.89249184 0.90076956]
visualizing_soil_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.88462967 0.91923667],[0.88373428 0.94684802]
visualizing_soil_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.46694686 0.63032827],[0.53916957 0.74477183]
visualizing_soil_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.92957908 0.93920146],[0.90519277 0.91638402]
visualizing_soil_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81144464 0.88348657],[0.66080775 0.93295122]
visualizing_soil_3,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.91293777 0.92572901],[0.79706723 0.95070797]
visualizing_soil_3,RandomForest,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[0.9214167 0.9300679],[0.92886257 0.95141198]
visualizing_soil_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.91714243 0.95146883],[0.89877701 0.95239535]
visualizing_soil_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.45689527 0.75847155],[0.5843726  0.89679852]
visualizing_soil_4,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.9654547  0.97686896],[0.92956504 0.93509035]
visualizing_soil_4,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.93604865 0.94092963],[0.73166129 0.94083823]
visualizing_soil_4,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.95157952 0.95760578],[0.83968094 0.95638432]
visualizing_soil_4,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.95791054 0.96861834],[0.92845915 0.94533595]
visualizing_soil_4,AdaBoost,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[0.95996809 0.97739241],[0.97177886 0.98404167]
visualizing_soil_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.63883917 0.81364864],[0.68566326 0.90175701]
wall-robot-navigation_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67673058 0.69325872],[0.83375167 0.90357421]
wall-robot-navigation_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.37705783 0.6303629 ],[0.70160347 0.92437697]
wall-robot-navigation_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.52383919 0.74132334],[0.71346122 0.92061164]
wall-robot-navigation_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.73575022 0.77350164],[0.88705883 0.90262073]
wall-robot-navigation_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.80989099 0.82934472],[0.871813   0.92488474]
wall-robot-navigation_0,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.32377703 0.35286309],[0.61874488 0.89274048]
wall-robot-navigation_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.73647792 0.75399311],[0.84357227 0.93467959]
wall-robot-navigation_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.42983727 0.69157588],[0.72030579 0.95902232]
wall-robot-navigation_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.59164202 0.80224602],[0.71915514 0.95033066]
wall-robot-navigation_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78198035 0.81082472],[0.88890039 0.94712976]
wall-robot-navigation_1,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.91847173 0.93065803],[0.87375985 0.87567042]
wall-robot-navigation_1,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.3320656  0.37184775],[0.63855756 0.94050661]
wall-robot-navigation_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81504929 0.83207095],[0.85276976 0.93977109]
wall-robot-navigation_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.38782902 0.75600048],[0.66575144 0.95644162]
wall-robot-navigation_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.65994658 0.86560818],[0.74354935 0.96980649]
wall-robot-navigation_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.85814599 0.89210133],[0.90939121 0.9532993 ]
wall-robot-navigation_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[1.01044103 1.01609996],[0.83342483 0.88557725]
wall-robot-navigation_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.35059905 0.48368774],[0.57494516 0.95053251]
wall-robot-navigation_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87782571 0.88348806],[0.90674976 0.93111514]
wall-robot-navigation_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.45376202 0.81543162],[0.67453271 0.95070706]
wall-robot-navigation_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.76044706 0.90592078],[0.78484961 0.96546867]
wall-robot-navigation_3,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.91722645 0.92891672],[0.94145208 0.94855794]
wall-robot-navigation_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[1.07204625 1.08338581],[0.85400908 0.92638422]
