name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_standard,impute_mean,impute_median,impute_random,impute_knn,impute_mice,impute_linear_regression,impute_random_forest,impute_cmeans
abalone,Length,4177,0.504,0.0613,0.13,0.815,0.5229,0.545,0.1203,-0.6442,0.0123,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4982,0.0059,DecisionTree,0.174716925548895,0.17239975936330096,0.16759382712076787,0.15550547767804063,0.17299915014671075,0.1736026562854111,0.1744477434251454,0.17358639792759478,0.1749836338068307
abalone,Length,4177,0.504,0.0613,0.13,0.815,0.5229,0.545,0.1203,-0.6442,0.0123,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4982,0.0059,LogisticRegression,0.09572142063727904,0.16726895987657972,0.16305094721035104,0.13207146898839842,0.15738722143070474,0.16468387376968577,0.16227942191959863,0.16211933645028248,0.16759776264067955
abalone,Length,4177,0.504,0.0613,0.13,0.815,0.5229,0.545,0.1203,-0.6442,0.0123,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4982,0.0059,KNN,0.16885982124914656,0.17059097137747764,0.1684315081247192,0.16546910665131184,0.1663322196892819,0.1693845887704358,0.1646218791276106,0.16989349381648022,0.1634124366818497
abalone,Length,4177,0.504,0.0613,0.13,0.815,0.5229,0.545,0.1203,-0.6442,0.0123,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4982,0.0059,RandomForest,0.1804519616139545,0.18141667707984904,0.18061948672756062,0.17063546989332706,0.1755680218982047,0.18013689247417347,0.18064867530192047,0.1816971782647365,0.18526382507847883
abalone,Length,4177,0.504,0.0613,0.13,0.815,0.5229,0.545,0.1203,-0.6442,0.0123,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4982,0.0059,AdaBoost,0.08288497716349082,0.08950474442905441,0.08950474442905441,0.07918929732895194,0.08943641941368176,0.08926665461283519,0.08926665461283519,0.08926665461283519,0.09094912622189825
abalone,Length,4177,0.504,0.0613,0.13,0.815,0.5229,0.545,0.1203,-0.6442,0.0123,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4982,0.0059,SVC,0.1290565872063879,0.13000946513669803,0.13013895779433046,0.11760296154942398,0.12358177868935681,0.11881384634145764,0.12068659630232614,0.11646032956622812,0.12538142321557938
abalone,Length,4177,0.4592,0.0558,0.135,0.8,0.5228,0.54,0.1198,-0.6054,-0.0721,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4937,0.006,DecisionTree,0.19159928125760317,0.18409133055731708,0.18873205083949374,0.177150648380885,0.18703019711430324,0.18891998104866847,0.18800779559325417,0.18891998104866847,0.1890434723308346
abalone,Length,4177,0.4592,0.0558,0.135,0.8,0.5228,0.54,0.1198,-0.6054,-0.0721,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4937,0.006,LogisticRegression,0.12502258454325058,0.17601744467174735,0.17568216728071767,0.15426662520766646,0.1693333256852348,0.18659075188761345,0.1853250082856963,0.1856597709592871,0.18746392928436542
abalone,Length,4177,0.4592,0.0558,0.135,0.8,0.5228,0.54,0.1198,-0.6054,-0.0721,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4937,0.006,KNN,0.1766507249418525,0.17401806059040856,0.16700806220019399,0.158581481792337,0.1699483716816571,0.16865237471765068,0.17296621446197094,0.17339661878972645,0.16847814347924717
abalone,Length,4177,0.4592,0.0558,0.135,0.8,0.5228,0.54,0.1198,-0.6054,-0.0721,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4937,0.006,RandomForest,0.18910241253061785,0.19085623773264143,0.1877641452887922,0.1824634392778194,0.1900653725682199,0.1918248483026953,0.19030196518403264,0.19261020930578993,0.1923103397671908
