name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_standard,impute_mean,impute_median,impute_random,impute_knn,impute_mice,impute_linear_regression,impute_random_forest,impute_cmeans
abalone,Length,4177,0.4989,0.0597,0.11,0.8,0.5219,0.535,0.1182,-0.5606,-0.0521,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4927,0.0061,DecisionTree,0.15936312648284182,0.16486600878329927,0.1599492471311458,0.1629648438946988,0.15057428655901922,0.15699510565357855,0.15686427356949378,0.15699510565357855,0.16157531531927324
abalone,Length,4177,0.4989,0.0597,0.11,0.8,0.5219,0.535,0.1182,-0.5606,-0.0521,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4927,0.0061,LogisticRegression,0.11751980711124028,0.16912172101396894,0.16852062997463782,0.1506703286546161,0.16216912354054322,0.17121992434329442,0.17180234404064554,0.17143421761761654,0.16260432393754884
abalone,Length,4177,0.4989,0.0597,0.11,0.8,0.5219,0.535,0.1182,-0.5606,-0.0521,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4927,0.0061,KNN,0.161468293256308,0.1649691207528955,0.1634797944391087,0.1572500408404721,0.16359832304748545,0.16022980665786207,0.16221215951220633,0.15886624013093853,0.1615593543134245
abalone,Length,4177,0.4989,0.0597,0.11,0.8,0.5219,0.535,0.1182,-0.5606,-0.0521,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4927,0.0061,RandomForest,0.17016954969171907,0.17400986663937057,0.17289423069377466,0.17934623243897596,0.1692929107592243,0.17107975319451277,0.17186201130600326,0.16840905853185692,0.1703591990725622
abalone,Length,4177,0.4989,0.0597,0.11,0.8,0.5219,0.535,0.1182,-0.5606,-0.0521,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4927,0.0061,AdaBoost,0.08748977111554396,0.07798574932452851,0.07798574932452851,0.07557315303475425,0.08668280566209738,0.08769870044093532,0.08769870044093532,0.08769870044093532,0.08799508144741304
abalone,Length,4177,0.4989,0.0597,0.11,0.8,0.5219,0.535,0.1182,-0.5606,-0.0521,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4927,0.0061,SVC,0.11218173979790155,0.13446245349129915,0.14121022014936335,0.14205307369455433,0.11686343161539965,0.11407615928890234,0.1314132290668431,0.12685471002740825,0.13395675141208827
abalone,Length,4177,0.4518,0.0568,0.075,0.815,0.5226,0.545,0.1211,-0.6742,0.1369,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5113,0.0056,DecisionTree,0.18270846613871916,0.18291598569398293,0.17908923198858842,0.16432952471471932,0.16795952680289178,0.16441692856682052,0.16467648772450427,0.16441692856682052,0.1812570746245057
abalone,Length,4177,0.4518,0.0568,0.075,0.815,0.5226,0.545,0.1211,-0.6742,0.1369,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5113,0.0056,LogisticRegression,0.1066060501403035,0.1755189200453111,0.1723548176978902,0.14746789070405916,0.1582725587587407,0.1733545214571374,0.17325983407312945,0.17320083526475222,0.18102437643397865
abalone,Length,4177,0.4518,0.0568,0.075,0.815,0.5226,0.545,0.1211,-0.6742,0.1369,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5113,0.0056,KNN,0.16936612035369716,0.17330058395832196,0.1631449646269498,0.1724036861921659,0.1633557339692452,0.16508724410607353,0.1696387570729968,0.1673469039705107,0.17172491163669454
abalone,Length,4177,0.4518,0.0568,0.075,0.815,0.5226,0.545,0.1211,-0.6742,0.1369,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5113,0.0056,RandomForest,0.18400987334560648,0.18753769565977657,0.18446549435299497,0.17953389732997765,0.1696771083635939,0.18269968961209868,0.18373933274745233,0.17813810330611635,0.18273868445797437
abalone,Length,4177,0.4518,0.0568,0.075,0.815,0.5226,0.545,0.1211,-0.6742,0.1369,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5113,0.0056,AdaBoost,0.08945588533565232,0.08397369853252792,0.08397369853252792,0.08640779152452571,0.09984333023455069,0.09349449263238088,0.09264886431491501,0.09349449263238088,0.08397369853252792
abalone,Length,4177,0.4518,0.0568,0.075,0.815,0.5226,0.545,0.1211,-0.6742,0.1369,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5113,0.0056,SVC,0.12743680558127748,0.12569227128667368,0.14281259934386215,0.12367900573770388,0.11928585810429702,0.13471323583949243,0.1254008585364691,0.13154228166794169,0.129648681811047
abalone,Length,4177,0.3989,0.0522,0.11,0.815,0.5216,0.54,0.1214,-0.6037,-0.0581,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4.5164,0.0056,DecisionTree,0.1840339060466909,0.18760921404590267,0.1818079780978661,0.17821149719185436,0.18367741694047035,0.1794723297083633,0.17924152023137946,0.1799544739061399,0.18276663097066645
abalone,Length,4177,0.3989,0.0522,0.11,0.815,0.5216,0.54,0.1214,-0.6037,-0.0581,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4.5164,0.0056,LogisticRegression,0.10100610527021452,0.1818662435798075,0.18061314512697724,0.16081341638734042,0.1772822744396926,0.1775683552164455,0.17762040167084872,0.1776792206709784,0.17966216573312127
abalone,Length,4177,0.3989,0.0522,0.11,0.815,0.5216,0.54,0.1214,-0.6037,-0.0581,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4.5164,0.0056,KNN,0.1666654261032923,0.16525438549978966,0.16847831338581387,0.1585396443047057,0.15834155099369263,0.16403869854417533,0.1654873784163137,0.1653133894897293,0.16403577681896642
abalone,Length,4177,0.3989,0.0522,0.11,0.815,0.5216,0.54,0.1214,-0.6037,-0.0581,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4.5164,0.0056,RandomForest,0.1853206372362739,0.18923316395111378,0.1922404348762883,0.18115006667992073,0.19646939699541055,0.18787327754935096,0.19408865536576836,0.18619475290036314,0.19180929443814776
abalone,Length,4177,0.3989,0.0522,0.11,0.815,0.5216,0.54,0.1214,-0.6037,-0.0581,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4.5164,0.0056,AdaBoost,0.08628384768746913,0.09830257558509119,0.09830257558509119,0.08279344127955503,0.09392329395706706,0.0928694295259973,0.0928694295259973,0.0928694295259973,0.0928694295259973
abalone,Length,4177,0.3989,0.0522,0.11,0.815,0.5216,0.54,0.1214,-0.6037,-0.0581,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4.5164,0.0056,SVC,0.11415476697506158,0.14390806286346144,0.13619227385698862,0.1406541300361062,0.14591975747953492,0.13649905808180046,0.14723681955450055,0.145551097691698,0.16022989148570027
abalone,Length,4177,0.3534,0.0481,0.075,0.815,0.524,0.545,0.1198,-0.646,0.0664,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5031,0.0057,DecisionTree,0.19179218406868212,0.19284143426170158,0.19086105170754,0.18084558647494037,0.18213882579993335,0.18726689333513982,0.18726689333513982,0.1872492096685473,0.1968519539671394
abalone,Length,4177,0.3534,0.0481,0.075,0.815,0.524,0.545,0.1198,-0.646,0.0664,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5031,0.0057,LogisticRegression,0.13867720297889624,0.1919016865401219,0.19352749212682147,0.18055873680941142,0.180459733557472,0.1940908724681682,0.19416663504875697,0.19426150768574257,0.20023672086591865
abalone,Length,4177,0.3534,0.0481,0.075,0.815,0.524,0.545,0.1198,-0.646,0.0664,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5031,0.0057,KNN,0.1692251829078136,0.17038438766305594,0.17576400697918926,0.16466708813808367,0.16795076446662613,0.16855127697717553,0.17534942012855975,0.16783029639612554,0.17659244451190623
abalone,Length,4177,0.3534,0.0481,0.075,0.815,0.524,0.545,0.1198,-0.646,0.0664,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5031,0.0057,RandomForest,0.19433056911033436,0.19527135631096418,0.1947568887884447,0.18186478166050338,0.18630899145316945,0.19309287888931956,0.1970182402454648,0.19282330799322475,0.1912716379961908
abalone,Length,4177,0.3534,0.0481,0.075,0.815,0.524,0.545,0.1198,-0.646,0.0664,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5031,0.0057,AdaBoost,0.0898259318134751,0.09366009639118103,0.09366009639118103,0.09082760297952622,0.09170299298857623,0.09170299298857623,0.09170299298857623,0.09170299298857623,0.09366009639118103
